FlexPDE Version 8.01n/W64  12:40:33 Mar  4 2025  Time:09:38:12 10/19/25  Microsoft Windows [Version 10.0.26100.6584]
Format:
 +   wall | charged | 
 +  clock |   CPU   | ...progress data...).

 +    6:26|    33:17| Step 101 Time= 100.0000 Dt= 10.00000 Nodes=11730 Cells=23129 DOF=104575 RMS ERR= 9.597e-4 MAX ERR= 0.001887 TIME ERR(V1 )= 2.832e-4 Lanczos/DInv=(561) MEM(KiB)=284689
 +    6:29|    33:33| Step 102 Time= 108.9832 Dt= 8.983224 Nodes=11730 Cells=23129 DOF=104575 RMS ERR= 9.572e-4 MAX ERR= 0.001882 TIME ERR(V1 )= 1.225e-4 Lanczos/DInv=(471) MEM(KiB)=284689
 +    6:32|    33:48| Step 103 Time= 119.7811 Dt= 10.79792 Nodes=11730 Cells=23129 DOF=104575 RMS ERR= 9.550e-4 MAX ERR= 0.001878 TIME ERR(V1 )= 2.009e-4 Lanczos/DInv=(463) MEM(KiB)=284689
 +    6:35|    34:04| Step 104 Time= 132.2553 Dt= 12.47415 Nodes=11730 Cells=23129 DOF=104575 RMS ERR= 9.533e-4 MAX ERR= 0.001873 TIME ERR(V1 )= 2.245e-4 Lanczos/DInv=(500) MEM(KiB)=284689
 +    6:39|    34:21| Step 105 Time= 146.5447 Dt= 14.28945 Nodes=11730 Cells=23129 DOF=104575 RMS ERR= 9.519e-4 MAX ERR= 0.001871 TIME ERR(V1 )= 2.396e-4 Lanczos/DInv=(528) MEM(KiB)=284689
 +    6:45|    34:40| Step 106 Time= 162.8341 Dt= 16.28933 Nodes=11730 Cells=23129 DOF=104575 RMS ERR= 9.509e-4 MAX ERR= 0.001869 TIME ERR(V1 )= 2.389e-4 Lanczos/DInv=(541) MEM(KiB)=284689
 +    6:49|    34:59| Step 107 Time= 181.4073 Dt= 18.57327 Nodes=11730 Cells=23129 DOF=104575 RMS ERR= 9.503e-4 MAX ERR= 0.001868 TIME ERR(V1 )= 2.244e-4 Lanczos/DInv=(583) MEM(KiB)=284689
 +    6:52|    35:17| Step 108 Time= 200.0000 Dt= 18.59266 Nodes=11730 Cells=23129 DOF=104575 RMS ERR= 9.499e-4 MAX ERR= 0.001867 TIME ERR(V1 )= 1.453e-4 Lanczos/DInv=(557) MEM(KiB)=284689
 +    6:57|    35:40| Step 109 Time= 221.2772 Dt= 21.27715 Nodes=11730 Cells=23129 DOF=104575 RMS ERR= 9.497e-4 MAX ERR= 0.001866 TIME ERR(V1 )= 1.412e-4 Lanczos/DInv=(762) MEM(KiB)=284817
 +    7:01|    36:01| Step 110 Time= 246.5545 Dt= 25.27736 Nodes=11730 Cells=23129 DOF=104575 RMS ERR= 9.496e-4 MAX ERR= 0.001866 TIME ERR(V1 )= 1.626e-4 Lanczos/DInv=(715) MEM(KiB)=284817
 +    7:05|    36:23| Step 111 Time= 276.2435 Dt= 29.68899 Nodes=11730 Cells=23129 DOF=104575 RMS ERR= 9.496e-4 MAX ERR= 0.001866 TIME ERR(V1 )= 1.920e-4 Lanczos/DInv=(801) MEM(KiB)=284817
 +    7:09|    36:43| Step 112 Time= 300.0000 Dt= 23.75650 Nodes=11730 Cells=23129 DOF=104575 RMS ERR= 9.495e-4 MAX ERR= 0.001866 TIME ERR(V1 )= 9.002e-5 Lanczos/DInv=(729) MEM(KiB)=284817
 +    7:14|    37:04| Step 113 Time= 334.4182 Dt= 34.41820 Nodes=11730 Cells=23129 DOF=104575 RMS ERR= 9.495e-4 MAX ERR= 0.001866 TIME ERR(V1 )= 1.934e-4 Lanczos/DInv=(711) MEM(KiB)=284818
 +    7:18|    37:24| Step 114 Time= 374.2971 Dt= 39.87887 Nodes=11730 Cells=23129 DOF=104575 RMS ERR= 9.496e-4 MAX ERR= 0.001865 TIME ERR(V1 )= 2.070e-4 Lanczos/DInv=(752) MEM(KiB)=284818
 +    7:21|    37:39| Step 115 Time= 400.0000 Dt= 25.70293 Nodes=11730 Cells=23129 DOF=104575 RMS ERR= 9.496e-4 MAX ERR= 0.001865 TIME ERR(V1 )= 5.840e-5 Lanczos/DInv=(504) MEM(KiB)=284818
 +    7:25|    38:01| Step 116 Time= 445.9647 Dt= 45.96470 Nodes=11730 Cells=23129 DOF=104575 RMS ERR= 9.499e-4 MAX ERR= 0.001865 TIME ERR(V1 )= 2.253e-4 Lanczos/DInv=(655) MEM(KiB)=284818
 +    7:30|    38:23| Step 117 Time= 500.0000 Dt= 54.03530 Nodes=11730 Cells=23129 DOF=104575 RMS ERR= 9.504e-4 MAX ERR= 0.001865 TIME ERR(V1 )= 2.412e-4 Lanczos/DInv=(709) MEM(KiB)=284818
 +    7:34|    38:43| Step 118 Time= 552.6399 Dt= 52.63990 Nodes=11730 Cells=23129 DOF=104575 RMS ERR= 9.510e-4 MAX ERR= 0.001864 TIME ERR(V1 )= 1.879e-4 Lanczos/DInv=(668) MEM(KiB)=284818
 +    7:38|    39:01| Step 119 Time= 600.0000 Dt= 47.36010 Nodes=11730 Cells=23129 DOF=104575 RMS ERR= 9.514e-4 MAX ERR= 0.001864 TIME ERR(V1 )= 1.327e-4 Lanczos/DInv=(560) MEM(KiB)=284818
 +    7:43|    39:19| Step 120 Time= 661.1268 Dt= 61.12681 Nodes=11730 Cells=23129 DOF=104575 RMS ERR= 9.514e-4 MAX ERR= 0.001863 TIME ERR(V1 )= 1.805e-4 Lanczos/DInv=(580) MEM(KiB)=284819
 +    7:46|    39:38| Step 121 Time= 700.0000 Dt= 38.87319 Nodes=11730 Cells=23129 DOF=104575 RMS ERR= 9.512e-4 MAX ERR= 0.001863 TIME ERR(V1 )= 4.807e-5 Lanczos/DInv=(557) MEM(KiB)=284819
 +    7:50|    39:56| Step 122 Time= 771.2053 Dt= 71.20533 Nodes=11730 Cells=23129 DOF=104575 RMS ERR= 9.509e-4 MAX ERR= 0.001862 TIME ERR(V1 )= 2.634e-4 Lanczos/DInv=(601) MEM(KiB)=284819
 +    7:54|    40:11| Step 123 Time= 800.0000 Dt= 28.79467 Nodes=11730 Cells=23129 DOF=104575 RMS ERR= 9.508e-4 MAX ERR= 0.001862 TIME ERR(V1 )= 1.464e-5 Lanczos/DInv=(524) MEM(KiB)=284819
 +    7:58|    40:33| Step 124 Time= 900.0000 Dt= 100.0000 Nodes=11730 Cells=23129 DOF=104575 RMS ERR= 9.507e-4 MAX ERR= 0.001861 TIME ERR(V1 )= 1.340e-4 Lanczos/DInv=(827) MEM(KiB)=284819
 +    8:03|    40:55| Step 125 Time= 1000.000 Dt= 100.0000 Nodes=11730 Cells=23129 DOF=104575 RMS ERR= 9.506e-4 MAX ERR= 0.001861 TIME ERR(V1 )= 1.254e-4 Lanczos/DInv=(771) MEM(KiB)=284819
 +    8:08|    41:17| Step 126 Time= 1080.603 Dt= 80.60319 Nodes=11730 Cells=23129 DOF=104575 RMS ERR= 9.506e-4 MAX ERR= 0.001861 TIME ERR(V1 )= 3.184e-5 Lanczos/DInv=(825) MEM(KiB)=284819
 +    8:12|    41:39| Step 127 Time= 1181.357 Dt= 100.7540 Nodes=11730 Cells=23129 DOF=104575 RMS ERR= 9.506e-4 MAX ERR= 0.001861 TIME ERR(V1 )= 1.227e-5 Lanczos/DInv=(786) MEM(KiB)=284819
 +    8:17|    42:03| Step 128 Time= 1307.300 Dt= 125.9425 Nodes=11730 Cells=23129 DOF=104575 RMS ERR= 9.507e-4 MAX ERR= 0.001861 TIME ERR(V1 )= 1.931e-5 Lanczos/DInv=(934) MEM(KiB)=284819
 +    8:21|    42:28| Step 129 Time= 1464.728 Dt= 157.4281 Nodes=11730 Cells=23129 DOF=104575 RMS ERR= 9.507e-4 MAX ERR= 0.001861 TIME ERR(V1 )= 7.785e-6 Lanczos/DInv=(932) MEM(KiB)=284819
 +    8:26|    42:51| Step 130 Time= 1661.513 Dt= 196.7851 Nodes=11730 Cells=23129 DOF=104575 RMS ERR= 9.507e-4 MAX ERR= 0.001861 TIME ERR(V1 )= 6.499e-6 Lanczos/DInv=(815) MEM(KiB)=284819
 +    8:30|    43:13| STEP FAILED at Dt= 245.9814. RETRY at Dt= 73.82651
 +    8:34|    43:33| Step 131 Time= 1735.339 Dt= 73.82651 Nodes=11730 Cells=23129 DOF=104575 RMS ERR= 9.507e-4 MAX ERR= 0.001861 TIME ERR(V1 )= 5.658e-7 Lanczos/DInv=(719) MEM(KiB)=284819
 +    8:38|    43:54| STEP FAILED at Dt= 73.82651. RETRY at Dt= 23.33319
 +    8:40|    44:08| Step 132 Time= 1758.673 Dt= 23.33319 Nodes=11730 Cells=23129 DOF=104575 RMS ERR= 9.507e-4 MAX ERR= 0.001861 TIME ERR(V1 )= 3.663e-8 Lanczos/DInv=(465) MEM(KiB)=284819
 +    8:44|    44:25| Step 133 Time= 1782.006 Dt= 23.33319 Nodes=11730 Cells=23129 DOF=104575 RMS ERR= 9.507e-4 MAX ERR= 0.001861 TIME ERR(V1 )= 2.157e-5 Lanczos/DInv=(564) MEM(KiB)=284819
 +    8:47|    44:44| STEP FAILED at Dt= 29.16648. RETRY at Dt= 9.242104
 +    8:50|    45:01| Step 134 Time= 1791.248 Dt= 9.242104 Nodes=11730 Cells=23129 DOF=104575 RMS ERR= 9.573e-4 MAX ERR= 0.001874 TIME ERR(V1 )= 0.001057 Lanczos/DInv=(545) MEM(KiB)=284819
 +    8:53|    45:13| STEP FAILED at Dt= 9.242104. RETRY at Dt= 3.683211
 +    8:57|    45:34| Step 135 Time= 1794.931 Dt= 3.683211 Nodes=11730 Cells=23129 DOF=104575 RMS ERR= 9.857e-4 MAX ERR= 0.001930 TIME ERR(V1 )= 0.003895 Lanczos/DInv=(735) MEM(KiB)=284819
 +    9:00|    45:50| STEP FAILED at Dt= 3.683211. RETRY at Dt= 2.007472
 +    9:03|    46:05| Step 136 Time= 1796.939 Dt= 2.007472 Nodes=11730 Cells=23129 DOF=104575 RMS ERR= 0.001035 MAX ERR= 0.002026 TIME ERR(V1 )= 0.004822 Lanczos/DInv=(454) MEM(KiB)=284819
 +    9:07|    46:24| Step 137 Time= 1798.946 Dt= 2.007472 Nodes=11740 Cells=23139 DOF=104635 RMS ERR= 0.001157 MAX ERR= 0.002258 TIME ERR(V1 )= 0.006856 Lanczos/DInv=(611) MEM(KiB)=284858
 +    9:10|    46:42| Step 138 Time= 1801.455 Dt= 2.509340 Nodes=11838 Cells=23303 DOF=105421 RMS ERR= 0.001281 MAX ERR= 0.002703 TIME ERR(V1 )= 0.004670 Lanczos/DInv=(570) MEM(KiB)=285407
 +    9:13|    46:57| STEP FAILED at Dt= 3.136675. RETRY at Dt= 1.343937
 +    9:16|    47:12| Step 139 Time= 1802.799 Dt= 1.343937 Nodes=11945 Cells=23485 DOF=106288 RMS ERR= 0.001113 MAX ERR= 0.002648 TIME ERR(V1 )= 0.007078 Lanczos/DInv=(438) MEM(KiB)=286007
 +    9:19|    47:28| Step 140 Time= 1804.143 Dt= 1.343937 Nodes=12011 Cells=23614 DOF=106873 RMS ERR= 0.001010 MAX ERR= 0.002135 TIME ERR(V1 )= 0.007311 Lanczos/DInv=(475) MEM(KiB)=286421
 +    9:22|    47:43| Step 141 Time= 1805.823 Dt= 1.679921 Nodes=12018 Cells=23628 DOF=106936 RMS ERR= 9.978e-4 MAX ERR= 0.001989 TIME ERR(V1 )= 0.004026 Lanczos/DInv=(452) MEM(KiB)=286467
 +    9:25|    47:58| Step 142 Time= 1807.923 Dt= 2.099901 Nodes=12018 Cells=23628 DOF=106936 RMS ERR= 9.979e-4 MAX ERR= 0.001991 TIME ERR(V1 )= 0.004375 Lanczos/DInv=(459) MEM(KiB)=286467
 +    9:28|    48:14| STEP FAILED at Dt= 2.624876. RETRY at Dt= 1.711400
 +    9:31|    48:29| Step 143 Time= 1809.634 Dt= 1.711400 Nodes=12018 Cells=23628 DOF=106936 RMS ERR= 9.976e-4 MAX ERR= 0.001992 TIME ERR(V1 )= 0.003933 Lanczos/DInv=(431) MEM(KiB)=286467
 +    9:34|    48:44| Step 144 Time= 1811.346 Dt= 1.711400 Nodes=12018 Cells=23628 DOF=106936 RMS ERR= 9.974e-4 MAX ERR= 0.001992 TIME ERR(V1 )= 0.003344 Lanczos/DInv=(445) MEM(KiB)=286467
 +    9:37|    49:00| Step 145 Time= 1813.485 Dt= 2.139250 Nodes=12018 Cells=23628 DOF=106936 RMS ERR= 9.974e-4 MAX ERR= 0.001992 TIME ERR(V1 )= 0.003514 Lanczos/DInv=(449) MEM(KiB)=286467
 +    9:40|    49:20| Step 146 Time= 1816.159 Dt= 2.674062 Nodes=12018 Cells=23628 DOF=106936 RMS ERR= 9.976e-4 MAX ERR= 0.001993 TIME ERR(V1 )= 0.003247 Lanczos/DInv=(657) MEM(KiB)=286467
 +    9:44|    49:38| Step 147 Time= 1819.502 Dt= 3.342578 Nodes=12018 Cells=23628 DOF=106936 RMS ERR= 9.978e-4 MAX ERR= 0.001993 TIME ERR(V1 )= 0.002903 Lanczos/DInv=(628) MEM(KiB)=286467
 +    9:47|    49:55| Step 148 Time= 1823.680 Dt= 4.178222 Nodes=12018 Cells=23628 DOF=106936 RMS ERR= 9.981e-4 MAX ERR= 0.001994 TIME ERR(V1 )= 0.002403 Lanczos/DInv=(541) MEM(KiB)=286467
 +    9:50|    50:11| Step 149 Time= 1828.903 Dt= 5.222778 Nodes=12018 Cells=23628 DOF=106936 RMS ERR= 9.982e-4 MAX ERR= 0.001994 TIME ERR(V1 )= 0.002177 Lanczos/DInv=(470) MEM(KiB)=286467
 +    9:53|    50:28| Step 150 Time= 1835.431 Dt= 6.528472 Nodes=12018 Cells=23628 DOF=106936 RMS ERR= 9.981e-4 MAX ERR= 0.001992 TIME ERR(V1 )= 0.002608 Lanczos/DInv=(476) MEM(KiB)=286467
 +    9:56|    50:44| Step 151 Time= 1843.592 Dt= 8.160590 Nodes=12018 Cells=23628 DOF=106936 RMS ERR= 9.979e-4 MAX ERR= 0.001991 TIME ERR(V1 )= 0.003328 Lanczos/DInv=(450) MEM(KiB)=286467
 +    9:59|    51:01| Step 152 Time= 1853.793 Dt= 10.20074 Nodes=12018 Cells=23628 DOF=106936 RMS ERR= 9.977e-4 MAX ERR= 0.001991 TIME ERR(V1 )= 0.004585 Lanczos/DInv=(469) MEM(KiB)=286467
 +   10:03|    51:20| Step 153 Time= 1866.543 Dt= 12.75092 Nodes=12018 Cells=23628 DOF=106936 RMS ERR= 9.977e-4 MAX ERR= 0.001991 TIME ERR(V1 )= 0.007493 Lanczos/DInv=(602) MEM(KiB)=286467
 +   10:07|    51:40| STEP FAILED at Dt= 15.93865. RETRY at Dt= 10.13594
 +   10:10|    51:57| Step 154 Time= 1876.679 Dt= 10.13594 Nodes=12018 Cells=23628 DOF=106936 RMS ERR= 9.977e-4 MAX ERR= 0.001991 TIME ERR(V1 )= 0.003531 Lanczos/DInv=(508) MEM(KiB)=286467
 +   10:13|    52:13| Step 155 Time= 1886.815 Dt= 10.13594 Nodes=12018 Cells=23628 DOF=106936 RMS ERR= 9.977e-4 MAX ERR= 0.001991 TIME ERR(V1 )= 0.003216 Lanczos/DInv=(489) MEM(KiB)=286467
 +   10:16|    52:29| Step 156 Time= 1899.485 Dt= 12.66992 Nodes=12018 Cells=23628 DOF=106936 RMS ERR= 9.978e-4 MAX ERR= 0.001991 TIME ERR(V1 )= 0.004125 Lanczos/DInv=(480) MEM(KiB)=286467
 +   10:19|    52:47| Step 157 Time= 1914.302 Dt= 14.81644 Nodes=12018 Cells=23628 DOF=106936 RMS ERR= 9.978e-4 MAX ERR= 0.001992 TIME ERR(V1 )= 0.004044 Lanczos/DInv=(603) MEM(KiB)=286469
 +   10:23|    53:06| Step 158 Time= 1928.640 Dt= 14.33814 Nodes=12018 Cells=23628 DOF=106936 RMS ERR= 9.978e-4 MAX ERR= 0.001992 TIME ERR(V1 )= 0.002575 Lanczos/DInv=(599) MEM(KiB)=286469
 +   10:26|    53:24| Step 159 Time= 1942.978 Dt= 14.33814 Nodes=12018 Cells=23628 DOF=106936 RMS ERR= 9.978e-4 MAX ERR= 0.001992 TIME ERR(V1 )= 0.001842 Lanczos/DInv=(609) MEM(KiB)=286469
 +   10:30|    53:43| Step 160 Time= 1957.316 Dt= 14.33814 Nodes=12018 Cells=23628 DOF=106936 RMS ERR= 9.978e-4 MAX ERR= 0.001991 TIME ERR(V1 )= 0.001208 Lanczos/DInv=(606) MEM(KiB)=286469
 +   10:33|    53:59| Step 161 Time= 1971.975 Dt= 14.65846 Nodes=12018 Cells=23628 DOF=106936 RMS ERR= 9.978e-4 MAX ERR= 0.001991 TIME ERR(V1 )= 8.118e-4 Lanczos/DInv=(507) MEM(KiB)=286469
 +   10:37|    54:18| Step 162 Time= 1987.374 Dt= 15.39972 Nodes=12018 Cells=23628 DOF=106936 RMS ERR= 9.978e-4 MAX ERR= 0.001991 TIME ERR(V1 )= 5.688e-4 Lanczos/DInv=(612) MEM(KiB)=286469
 +   10:40|    54:38| Step 163 Time= 2000.000 Dt= 12.62574 Nodes=12018 Cells=23628 DOF=106936 RMS ERR= 9.978e-4 MAX ERR= 0.001991 TIME ERR(V1 )= 2.270e-4 Lanczos/DInv=(689) MEM(KiB)=286469
 +   10:45|    54:58| Step 164 Time= 2016.537 Dt= 16.53736 Nodes=12018 Cells=23628 DOF=106936 RMS ERR= 9.978e-4 MAX ERR= 0.001991 TIME ERR(V1 )= 3.837e-4 Lanczos/DInv=(620) MEM(KiB)=288498
 +   10:49|    55:21| Step 165 Time= 2034.765 Dt= 18.22735 Nodes=12018 Cells=23628 DOF=106936 RMS ERR= 9.978e-4 MAX ERR= 0.001991 TIME ERR(V1 )= 4.038e-4 Lanczos/DInv=(726) MEM(KiB)=288498
 +   10:53|    55:41| Step 166 Time= 2054.785 Dt= 20.02040 Nodes=12018 Cells=23628 DOF=106936 RMS ERR= 9.978e-4 MAX ERR= 0.001991 TIME ERR(V1 )= 4.661e-4 Lanczos/DInv=(741) MEM(KiB)=288498
 +   10:57|    56:02| Step 167 Time= 2076.564 Dt= 21.77934 Nodes=12018 Cells=23628 DOF=106936 RMS ERR= 9.978e-4 MAX ERR= 0.001991 TIME ERR(V1 )= 5.010e-4 Lanczos/DInv=(737) MEM(KiB)=288498
 +   11:01|    56:22| Step 168 Time= 2100.145 Dt= 23.58042 Nodes=12018 Cells=23628 DOF=106936 RMS ERR= 9.978e-4 MAX ERR= 0.001991 TIME ERR(V1 )= 5.285e-4 Lanczos/DInv=(673) MEM(KiB)=288498
 +   11:05|    56:42| Step 169 Time= 2125.587 Dt= 25.44196 Nodes=12018 Cells=23628 DOF=106936 RMS ERR= 9.978e-4 MAX ERR= 0.001991 TIME ERR(V1 )= 5.384e-4 Lanczos/DInv=(686) MEM(KiB)=288498
 +   11:08|    57:00| Step 170 Time= 2153.005 Dt= 27.41768 Nodes=12018 Cells=23628 DOF=106936 RMS ERR= 9.978e-4 MAX ERR= 0.001991 TIME ERR(V1 )= 5.656e-4 Lanczos/DInv=(566) MEM(KiB)=288498
 +   11:11|    57:18| Step 171 Time= 2182.458 Dt= 29.45383 Nodes=12018 Cells=23628 DOF=106936 RMS ERR= 9.978e-4 MAX ERR= 0.001991 TIME ERR(V1 )= 5.771e-4 Lanczos/DInv=(580) MEM(KiB)=288498
 +   11:15|    57:34| Step 172 Time= 2214.059 Dt= 31.60034 Nodes=12018 Cells=23628 DOF=106936 RMS ERR= 9.978e-4 MAX ERR= 0.001991 TIME ERR(V1 )= 5.833e-4 Lanczos/DInv=(513) MEM(KiB)=288498
 +   11:18|    57:51| Step 173 Time= 2247.939 Dt= 33.88045 Nodes=12018 Cells=23628 DOF=106936 RMS ERR= 9.978e-4 MAX ERR= 0.001991 TIME ERR(V1 )= 5.917e-4 Lanczos/DInv=(508) MEM(KiB)=288498
 +   11:21|    58:06| Step 174 Time= 2284.231 Dt= 36.29230 Nodes=12018 Cells=23628 DOF=106936 RMS ERR= 9.978e-4 MAX ERR= 0.001991 TIME ERR(V1 )= 6.295e-4 Lanczos/DInv=(476) MEM(KiB)=288498
 +   11:24|    58:25| Step 175 Time= 2322.956 Dt= 38.72436 Nodes=12018 Cells=23628 DOF=106936 RMS ERR= 9.978e-4 MAX ERR= 0.001991 TIME ERR(V1 )= 6.456e-4 Lanczos/DInv=(596) MEM(KiB)=288498
 +   11:28|    58:41| Step 176 Time= 2364.210 Dt= 41.25441 Nodes=12018 Cells=23628 DOF=106936 RMS ERR= 9.978e-4 MAX ERR= 0.001991 TIME ERR(V1 )= 7.620e-4 Lanczos/DInv=(533) MEM(KiB)=288498
 +   11:30|    58:56| Step 177 Time= 2407.716 Dt= 43.50533 Nodes=12018 Cells=23628 DOF=106936 RMS ERR= 9.978e-4 MAX ERR= 0.001991 TIME ERR(V1 )= 6.166e-4 Lanczos/DInv=(380) MEM(KiB)=288498
 +   11:33|    59:10| Step 178 Time= 2454.197 Dt= 46.48142 Nodes=12018 Cells=23628 DOF=106936 RMS ERR= 9.978e-4 MAX ERR= 0.001991 TIME ERR(V1 )= 6.086e-4 Lanczos/DInv=(402) MEM(KiB)=288498
 +   11:36|    59:25| Step 179 Time= 2503.899 Dt= 49.70187 Nodes=12018 Cells=23628 DOF=106936 RMS ERR= 9.978e-4 MAX ERR= 0.001991 TIME ERR(V1 )= 7.763e-4 Lanczos/DInv=(465) MEM(KiB)=288498
 +   11:40|    59:45| Step 180 Time= 2556.254 Dt= 52.35524 Nodes=12018 Cells=23628 DOF=106936 RMS ERR= 9.978e-4 MAX ERR= 0.001991 TIME ERR(V1 )= 6.908e-4 Lanczos/DInv=(675) MEM(KiB)=288498
 +   11:43|  1:00:05| Step 181 Time= 2611.797 Dt= 55.54278 Nodes=12018 Cells=23628 DOF=106936 RMS ERR= 9.978e-4 MAX ERR= 0.001991 TIME ERR(V1 )= 2.171e-4 Lanczos/DInv=(641) MEM(KiB)=288498
 +   11:47|  1:00:24| Step 182 Time= 2675.583 Dt= 63.78663 Nodes=12018 Cells=23628 DOF=106936 RMS ERR= 9.978e-4 MAX ERR= 0.001991 TIME ERR(V1 )= 2.890e-4 Lanczos/DInv=(567) MEM(KiB)=288498
 +   11:50|  1:00:42| Step 183 Time= 2747.303 Dt= 71.71997 Nodes=12018 Cells=23628 DOF=106936 RMS ERR= 9.978e-4 MAX ERR= 0.001991 TIME ERR(V1 )= 3.054e-4 Lanczos/DInv=(607) MEM(KiB)=288498
 +   11:54|  1:01:02| Step 184 Time= 2827.626 Dt= 80.32262 Nodes=12018 Cells=23628 DOF=106936 RMS ERR= 9.978e-4 MAX ERR= 0.001991 TIME ERR(V1 )= 6.563e-5 Lanczos/DInv=(653) MEM(KiB)=288498
 +   11:58|  1:01:20| Step 185 Time= 2928.029 Dt= 100.4033 Nodes=12018 Cells=23628 DOF=106936 RMS ERR= 9.978e-4 MAX ERR= 0.001991 TIME ERR(V1 )= 1.150e-4 Lanczos/DInv=(648) MEM(KiB)=288498
 +   12:02|  1:01:46| Step 186 Time= 3000.000 Dt= 71.97068 Nodes=12018 Cells=23628 DOF=106936 RMS ERR= 9.978e-4 MAX ERR= 0.001991 TIME ERR(V1 )= 2.311e-5 Lanczos/DInv=(884) MEM(KiB)=288498
 +   12:07|  1:02:08| Step 187 Time= 3122.606 Dt= 122.6059 Nodes=12018 Cells=23628 DOF=106936 RMS ERR= 9.978e-4 MAX ERR= 0.001991 TIME ERR(V1 )= 1.440e-5 Lanczos/DInv=(785) MEM(KiB)=288370
 +   12:17|  1:02:58| Step 188 Time= 3275.863 Dt= 153.2573 Nodes=12018 Cells=23628 DOF=106936 RMS ERR= 9.978e-4 MAX ERR= 0.001991 TIME ERR(V1 )= 2.050e-5 Lanczos/DInv=(1000,938) MEM(KiB)=288370
 +   12:27|  1:03:52| Step 189 Time= 3467.435 Dt= 191.5717 Nodes=12018 Cells=23628 DOF=106936 RMS ERR= 9.978e-4 MAX ERR= 0.001991 TIME ERR(V1 )= 4.821e-6 Lanczos/DInv=(1000,992) MEM(KiB)=288370
 +   12:31|  1:04:17| Step 190 Time= 3706.899 Dt= 239.4646 Nodes=12018 Cells=23628 DOF=106936 RMS ERR= 9.978e-4 MAX ERR= 0.001991 TIME ERR(V1 )= 4.705e-6 Lanczos/DInv=(887) MEM(KiB)=288370
 +   12:35|  1:04:38| Step 191 Time= 4000.000 Dt= 293.1006 Nodes=12018 Cells=23628 DOF=106936 RMS ERR= 9.978e-4 MAX ERR= 0.001991 TIME ERR(V1 )= 2.036e-6 Lanczos/DInv=(758) MEM(KiB)=288370
 +   12:40|  1:04:59| Step 192 Time= 4299.331 Dt= 299.3307 Nodes=12018 Cells=23628 DOF=106936 RMS ERR= 9.978e-4 MAX ERR= 0.001991 TIME ERR(V1 )= 1.372e-6 Lanczos/DInv=(714) MEM(KiB)=288371
 +   12:43|  1:05:18| Step 193 Time= 4673.494 Dt= 374.1634 Nodes=12018 Cells=23628 DOF=106936 RMS ERR= 9.978e-4 MAX ERR= 0.001991 TIME ERR(V1 )= 3.836e-7 Lanczos/DInv=(689) MEM(KiB)=288371
 +   12:47|  1:05:36| Step 194 Time= 5000.000 Dt= 326.5059 Nodes=12018 Cells=23628 DOF=106936 RMS ERR= 9.978e-4 MAX ERR= 0.001991 TIME ERR(V1 )= 1.986e-7 Lanczos/DInv=(588) MEM(KiB)=288371
 +   12:47|  1:05:36| --DONE-- 09:50:59 10/19/25

 Stop Time:09:51:00 10/19/25  Elapsed Time:00:12:48
