id, runtime, darcy_flux, temperature, voltage, amperage, heating_time, buildup_time, rotate
md24, 5000, 103.2, 25, 170, 2.5, 1800, 2, 30
md25, 5000, 86.4, 25, 170, 2.5, 1800, 2, 30
md26, 5000, 69.6, 25, 170, 2.5, 1800, 2, 30
md27, 5000, 57.6, 25, 170, 2.5, 1800, 2, 30
md28, 5000, 36.0, 25, 170, 2.5, 1800, 2, 30
md29, 5000, 19.2, 25, 170, 2.5, 1800, 2, 30
md30, 5000, 4.8, 25, 170, 2.5, 1800, 2, 30
md31, 5000, 0.0, 25, 170, 2.5, 1800, 2, 30
md32, 5000, 55.2, 25, 230, 2.5, 1800, 2, 30

