FlexPDE Version 8.01n/W64  12:40:33 Mar  4 2025  Time:09:07:06 10/19/25  Microsoft Windows [Version 10.0.26100.6584]
Format:
 +   wall | charged | 
 +    1:57|    10:04| Step 19 Time= 0.232635 Dt= 0.031623 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 2.069e-4 MAX ERR= 5.774e-4 TIME ERR(V1 )= 2.389e-4 Lanczos/DInv=(389) MEM(KiB)=266602
 +    2:00|    10:16| Step 20 Time= 0.268690 Dt= 0.036056 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 2.374e-4 MAX ERR= 6.640e-4 TIME ERR(V1 )= 2.373e-4 Lanczos/DInv=(430) MEM(KiB)=266602
 +    2:02|    10:27| Step 21 Time= 0.309821 Dt= 0.041131 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 2.717e-4 MAX ERR= 7.613e-4 TIME ERR(V1 )= 2.374e-4 Lanczos/DInv=(373) MEM(KiB)=266602
 +    2:04|    10:36| Step 22 Time= 0.356741 Dt= 0.046920 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 3.100e-4 MAX ERR= 8.705e-4 TIME ERR(V1 )= 2.384e-4 Lanczos/DInv=(295) MEM(KiB)=266602
 +    2:06|    10:48| Step 23 Time= 0.410249 Dt= 0.053507 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 3.527e-4 MAX ERR= 9.927e-4 TIME ERR(V1 )= 2.395e-4 Lanczos/DInv=(413) MEM(KiB)=266602
 +    2:09|    11:00| Step 24 Time= 0.471246 Dt= 0.060997 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 4.002e-4 MAX ERR= 0.001129 TIME ERR(V1 )= 2.405e-4 Lanczos/DInv=(478) MEM(KiB)=266602
 +    2:12|    11:14| Step 25 Time= 0.540759 Dt= 0.069513 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 4.527e-4 MAX ERR= 0.001280 TIME ERR(V1 )= 2.410e-4 Lanczos/DInv=(547) MEM(KiB)=266602
 +    2:15|    11:31| Step 26 Time= 0.619965 Dt= 0.079206 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 5.105e-4 MAX ERR= 0.001448 TIME ERR(V1 )= 2.410e-4 Lanczos/DInv=(560) MEM(KiB)=266602
 +    2:18|    11:46| Step 27 Time= 0.710217 Dt= 0.090252 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 5.740e-4 MAX ERR= 0.001633 TIME ERR(V1 )= 2.407e-4 Lanczos/DInv=(549) MEM(KiB)=266602
 +    2:21|    12:00| Step 28 Time= 0.813063 Dt= 0.102846 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 6.434e-4 MAX ERR= 0.001836 TIME ERR(V1 )= 2.407e-4 Lanczos/DInv=(513) MEM(KiB)=266602
 +    2:24|    12:16| Step 29 Time= 0.930264 Dt= 0.117201 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 7.189e-4 MAX ERR= 0.002057 TIME ERR(V1 )= 2.415e-4 Lanczos/DInv=(593) MEM(KiB)=266602
 +    2:27|    12:31| Step 30 Time= 1.063788 Dt= 0.133524 Nodes=10584 Cells=21085 DOF=95005 RMS ERR= 8.176e-4 MAX ERR= 0.002313 TIME ERR(V1 )= 3.210e-4 Lanczos/DInv=(595) MEM(KiB)=266610
 +    2:30|    12:50| Step 31 Time= 1.212798 Dt= 0.149009 Nodes=10589 Cells=21093 DOF=95044 RMS ERR= 8.978e-4 MAX ERR= 0.002657 TIME ERR(V1 )= 0.001774 Lanczos/DInv=(819) MEM(KiB)=266637
 +    2:34|    13:10| Step 32 Time= 1.361807 Dt= 0.149009 Nodes=10602 Cells=21115 DOF=95149 RMS ERR= 9.299e-4 MAX ERR= 0.002530 TIME ERR(V1 )= 0.001607 Lanczos/DInv=(703) MEM(KiB)=266712
 +    2:37|    13:26| Step 33 Time= 1.510816 Dt= 0.149009 Nodes=10618 Cells=21146 DOF=95290 RMS ERR= 8.351e-4 MAX ERR= 0.002423 TIME ERR(V1 )= 0.001414 Lanczos/DInv=(639) MEM(KiB)=266813
 +    2:41|    13:44| Step 34 Time= 1.664447 Dt= 0.153631 Nodes=10625 Cells=21157 DOF=95344 RMS ERR= 9.075e-4 MAX ERR= 0.002408 TIME ERR(V1 )= 0.001152 Lanczos/DInv=(656) MEM(KiB)=266851
 +    2:44|    14:01| Step 35 Time= 1.822624 Dt= 0.158177 Nodes=10638 Cells=21181 DOF=95455 RMS ERR= 9.122e-4 MAX ERR= 0.002515 TIME ERR(V1 )= 0.001778 Lanczos/DInv=(619) MEM(KiB)=266930
 +    2:47|    14:16| Step 36 Time= 1.980800 Dt= 0.158177 Nodes=10650 Cells=21202 DOF=95554 RMS ERR= 0.001020 MAX ERR= 0.002788 TIME ERR(V1 )= 0.001916 Lanczos/DInv=(637) MEM(KiB)=266999
 +    2:50|    14:32| Step 37 Time= 2.138977 Dt= 0.158177 Nodes=10673 Cells=21235 DOF=95722 RMS ERR= 0.001161 MAX ERR= 0.003183 TIME ERR(V1 )= 0.001519 Lanczos/DInv=(645) MEM(KiB)=267118
 +    2:54|    14:50| Step 38 Time= 2.297154 Dt= 0.158177 Nodes=10733 Cells=21350 DOF=96247 RMS ERR= 0.001082 MAX ERR= 0.003072 TIME ERR(V1 )= 0.001671 Lanczos/DInv=(649) MEM(KiB)=267486
 +    2:57|    15:06| Step 39 Time= 2.459284 Dt= 0.162130 Nodes=10759 Cells=21396 DOF=96463 RMS ERR= 0.001188 MAX ERR= 0.003197 TIME ERR(V1 )= 0.002362 Lanczos/DInv=(634) MEM(KiB)=267640
 +    3:00|    15:22| Step 40 Time= 2.621414 Dt= 0.162130 Nodes=10805 Cells=21470 DOF=96823 RMS ERR= 0.001212 MAX ERR= 0.003397 TIME ERR(V1 )= 0.002099 Lanczos/DInv=(585) MEM(KiB)=267889
 +    3:04|    15:38| Step 41 Time= 2.783545 Dt= 0.162130 Nodes=10888 Cells=21621 DOF=97525 RMS ERR= 0.001273 MAX ERR= 0.003207 TIME ERR(V1 )= 0.002000 Lanczos/DInv=(611) MEM(KiB)=268385
 +    3:07|    15:56| Step 42 Time= 2.945675 Dt= 0.162130 Nodes=10957 Cells=21738 DOF=98083 RMS ERR= 0.001301 MAX ERR= 0.003367 TIME ERR(V1 )= 0.002330 Lanczos/DInv=(717) MEM(KiB)=268773
 +    3:10|    16:11| Step 43 Time= 3.107806 Dt= 0.162130 Nodes=11057 Cells=21923 DOF=98938 RMS ERR= 0.001296 MAX ERR= 0.003560 TIME ERR(V1 )= 0.001798 Lanczos/DInv=(567) MEM(KiB)=271167
 +    3:14|    16:30| Step 44 Time= 3.269936 Dt= 0.162130 Nodes=11144 Cells=22060 DOF=99610 RMS ERR= 0.001267 MAX ERR= 0.002946 TIME ERR(V1 )= 0.002157 Lanczos/DInv=(663) MEM(KiB)=271635
 +    3:18|    16:49| Step 45 Time= 3.432066 Dt= 0.162130 Nodes=11280 Cells=22312 DOF=100774 RMS ERR= 0.001180 MAX ERR= 0.002845 TIME ERR(V1 )= 0.001623 Lanczos/DInv=(663) MEM(KiB)=272450
 +    3:22|    17:10| Step 46 Time= 3.594197 Dt= 0.162130 Nodes=11342 Cells=22427 DOF=101305 RMS ERR= 0.001129 MAX ERR= 0.002591 TIME ERR(V1 )= 0.001751 Lanczos/DInv=(811) MEM(KiB)=272821
 +    3:26|    17:31| Step 47 Time= 3.756327 Dt= 0.162130 Nodes=11396 Cells=22512 DOF=101722 RMS ERR= 0.001213 MAX ERR= 0.002758 TIME ERR(V1 )= 0.001459 Lanczos/DInv=(790) MEM(KiB)=273110
 +    3:31|    17:54| Step 48 Time= 3.922451 Dt= 0.166124 Nodes=11487 Cells=22673 DOF=102478 RMS ERR= 0.001241 MAX ERR= 0.003249 TIME ERR(V1 )= 0.001325 Lanczos/DInv=(814) MEM(KiB)=273644
 +    3:35|    18:14| Step 49 Time= 4.092178 Dt= 0.169727 Nodes=11566 Cells=22821 DOF=103159 RMS ERR= 0.001201 MAX ERR= 0.002986 TIME ERR(V1 )= 0.001671 Lanczos/DInv=(676) MEM(KiB)=274128
 +    3:38|    18:33| Step 50 Time= 4.261904 Dt= 0.169727 Nodes=11659 Cells=22998 DOF=103969 RMS ERR= 0.001130 MAX ERR= 0.002626 TIME ERR(V1 )= 0.001476 Lanczos/DInv=(669) MEM(KiB)=274701
 +    3:42|    18:52| Step 51 Time= 4.435557 Dt= 0.173653 Nodes=11713 Cells=23092 DOF=104413 RMS ERR= 0.001167 MAX ERR= 0.002562 TIME ERR(V1 )= 0.001386 Lanczos/DInv=(723) MEM(KiB)=275009
 +    3:46|    19:12| Step 52 Time= 4.609210 Dt= 0.173653 Nodes=11798 Cells=23247 DOF=105133 RMS ERR= 0.001140 MAX ERR= 0.002504 TIME ERR(V1 )= 0.001160 Lanczos/DInv=(704) MEM(KiB)=275511
 +    3:50|    19:30| Step 53 Time= 4.790598 Dt= 0.181388 Nodes=11871 Cells=23376 DOF=105739 RMS ERR= 0.001129 MAX ERR= 0.002821 TIME ERR(V1 )= 0.001495 Lanczos/DInv=(616) MEM(KiB)=275934
 +    3:54|    19:48| Step 54 Time= 4.971986 Dt= 0.181388 Nodes=11935 Cells=23496 DOF=106291 RMS ERR= 0.001087 MAX ERR= 0.002712 TIME ERR(V1 )= 0.001289 Lanczos/DInv=(591) MEM(KiB)=276321
 +    3:57|    20:07| Step 55 Time= 5.159778 Dt= 0.187792 Nodes=11964 Cells=23548 DOF=106534 RMS ERR= 0.001110 MAX ERR= 0.002319 TIME ERR(V1 )= 0.001403 Lanczos/DInv=(660) MEM(KiB)=276492
 +    4:01|    20:25| Step 56 Time= 5.347569 Dt= 0.187792 Nodes=12010 Cells=23634 DOF=106930 RMS ERR= 0.001109 MAX ERR= 0.002386 TIME ERR(V1 )= 9.310e-4 Lanczos/DInv=(598) MEM(KiB)=276772
 +    4:05|    20:43| Step 57 Time= 5.546060 Dt= 0.198490 Nodes=12046 Cells=23699 DOF=107233 RMS ERR= 0.001099 MAX ERR= 0.002354 TIME ERR(V1 )= 0.001004 Lanczos/DInv=(587) MEM(KiB)=276981
 +    4:08|    21:03| Step 58 Time= 5.752014 Dt= 0.205954 Nodes=12081 Cells=23759 DOF=107518 RMS ERR= 0.001092 MAX ERR= 0.002281 TIME ERR(V1 )= 0.001142 Lanczos/DInv=(649) MEM(KiB)=277177
 +    4:12|    21:21| Step 59 Time= 5.964158 Dt= 0.212144 Nodes=12107 Cells=23806 DOF=107737 RMS ERR= 0.001100 MAX ERR= 0.002234 TIME ERR(V1 )= 0.001064 Lanczos/DInv=(593) MEM(KiB)=277331
 +    4:16|    21:40| Step 60 Time= 6.183552 Dt= 0.219394 Nodes=12129 Cells=23847 DOF=107926 RMS ERR= 0.001098 MAX ERR= 0.002277 TIME ERR(V1 )= 8.761e-4 Lanczos/DInv=(607) MEM(KiB)=277464
 +    4:19|    21:59| Step 61 Time= 6.413002 Dt= 0.229451 Nodes=12146 Cells=23878 DOF=108070 RMS ERR= 0.001107 MAX ERR= 0.002137 TIME ERR(V1 )= 9.208e-4 Lanczos/DInv=(594) MEM(KiB)=277564
 +    4:23|    22:16| Step 62 Time= 6.652274 Dt= 0.239271 Nodes=12173 Cells=23920 DOF=108277 RMS ERR= 0.001119 MAX ERR= 0.002393 TIME ERR(V1 )= 8.028e-4 Lanczos/DInv=(539) MEM(KiB)=277709
 +    4:26|    22:34| Step 63 Time= 6.903813 Dt= 0.251539 Nodes=12204 Cells=23979 DOF=108547 RMS ERR= 0.001096 MAX ERR= 0.002113 TIME ERR(V1 )= 9.600e-4 Lanczos/DInv=(575) MEM(KiB)=277898
 +    4:29|    22:50| Step 64 Time= 7.165484 Dt= 0.261671 Nodes=12223 Cells=24010 DOF=108697 RMS ERR= 0.001102 MAX ERR= 0.002110 TIME ERR(V1 )= 9.546e-4 Lanczos/DInv=(495) MEM(KiB)=278001
 +    4:33|    23:10| Step 65 Time= 7.437784 Dt= 0.272300 Nodes=12244 Cells=24048 DOF=108874 RMS ERR= 0.001102 MAX ERR= 0.002156 TIME ERR(V1 )= 8.479e-4 Lanczos/DInv=(566) MEM(KiB)=278125
 +    4:36|    23:28| Step 66 Time= 7.723116 Dt= 0.285332 Nodes=12268 Cells=24090 DOF=109072 RMS ERR= 0.001102 MAX ERR= 0.002187 TIME ERR(V1 )= 7.412e-4 Lanczos/DInv=(550) MEM(KiB)=278267
 +    4:39|    23:43| Step 67 Time= 8.024521 Dt= 0.301406 Nodes=12288 Cells=24130 DOF=109252 RMS ERR= 0.001089 MAX ERR= 0.002030 TIME ERR(V1 )= 7.184e-4 Lanczos/DInv=(497) MEM(KiB)=278393
 +    4:42|    23:58| Step 68 Time= 8.343511 Dt= 0.318989 Nodes=12301 Cells=24156 DOF=109369 RMS ERR= 0.001079 MAX ERR= 0.002021 TIME ERR(V1 )= 7.560e-4 Lanczos/DInv=(487) MEM(KiB)=278477
 +    4:46|    24:13| Step 69 Time= 8.680067 Dt= 0.336556 Nodes=12303 Cells=24160 DOF=109387 RMS ERR= 0.001084 MAX ERR= 0.002035 TIME ERR(V1 )= 6.708e-4 Lanczos/DInv=(482) MEM(KiB)=278489
 +    4:50|    24:36| Step 70 Time= 9.037761 Dt= 0.357694 Nodes=12306 Cells=24166 DOF=109414 RMS ERR= 0.001087 MAX ERR= 0.002024 TIME ERR(V1 )= 5.146e-4 Lanczos/DInv=(547) MEM(KiB)=278508
 +    4:55|    24:58| Step 71 Time= 9.424361 Dt= 0.386599 Nodes=12314 Cells=24182 DOF=109486 RMS ERR= 0.001082 MAX ERR= 0.002141 TIME ERR(V1 )= 6.266e-4 Lanczos/DInv=(468) MEM(KiB)=278560
 +    4:58|    25:18| Step 72 Time= 9.836987 Dt= 0.412627 Nodes=12325 Cells=24203 DOF=109582 RMS ERR= 0.001070 MAX ERR= 0.002015 TIME ERR(V1 )= 6.361e-4 Lanczos/DInv=(470) MEM(KiB)=278629
 +    5:02|    25:35| Step 73 Time= 10.00000 Dt= 0.163013 Nodes=12332 Cells=24217 DOF=109645 RMS ERR= 0.001059 MAX ERR= 0.002006 TIME ERR(V1 )= 1.608e-4 Lanczos/DInv=(426) MEM(KiB)=278673
 +    5:07|    25:56| Step 74 Time= 10.43999 Dt= 0.439992 Nodes=12335 Cells=24223 DOF=109672 RMS ERR= 0.001057 MAX ERR= 0.002012 TIME ERR(V1 )= 0.001964 Lanczos/DInv=(487) MEM(KiB)=297692
 +    5:10|    26:16| Step 75 Time= 10.87998 Dt= 0.439992 Nodes=12336 Cells=24225 DOF=109681 RMS ERR= 0.001058 MAX ERR= 0.002016 TIME ERR(V1 )= 7.282e-4 Lanczos/DInv=(468) MEM(KiB)=297697
 +    5:14|    26:35| Step 76 Time= 11.34558 Dt= 0.465596 Nodes=12338 Cells=24228 DOF=109696 RMS ERR= 0.001057 MAX ERR= 0.001992 TIME ERR(V1 )= 5.046e-4 Lanczos/DInv=(498) MEM(KiB)=297708
 +    5:18|    26:54| Step 77 Time= 11.84945 Dt= 0.503868 Nodes=12338 Cells=24228 DOF=109696 RMS ERR= 0.001059 MAX ERR= 0.001997 TIME ERR(V1 )= 5.145e-4 Lanczos/DInv=(450) MEM(KiB)=297708
 +    5:21|    27:12| Step 78 Time= 12.39404 Dt= 0.544592 Nodes=12338 Cells=24228 DOF=109696 RMS ERR= 0.001061 MAX ERR= 0.002002 TIME ERR(V1 )= 1.905e-4 Lanczos/DInv=(484) MEM(KiB)=297708
 +    5:25|    27:33| Step 79 Time= 13.02577 Dt= 0.631731 Nodes=12339 Cells=24230 DOF=109705 RMS ERR= 0.001061 MAX ERR= 0.001988 TIME ERR(V1 )= 2.162e-4 Lanczos/DInv=(523) MEM(KiB)=297714
 +    5:29|    27:56| Step 80 Time= 13.75150 Dt= 0.725731 Nodes=12339 Cells=24230 DOF=109705 RMS ERR= 0.001062 MAX ERR= 0.001990 TIME ERR(V1 )= 5.012e-4 Lanczos/DInv=(594) MEM(KiB)=297714
 +    5:33|    28:15| Step 81 Time= 14.53723 Dt= 0.785726 Nodes=12339 Cells=24230 DOF=109705 RMS ERR= 0.001062 MAX ERR= 0.001989 TIME ERR(V1 )= 2.202e-4 Lanczos/DInv=(486) MEM(KiB)=297714
 +    5:37|    28:33| Step 82 Time= 15.43861 Dt= 0.901382 Nodes=12339 Cells=24230 DOF=109705 RMS ERR= 0.001062 MAX ERR= 0.001988 TIME ERR(V1 )= 5.380e-5 Lanczos/DInv=(505) MEM(KiB)=297714
 +    5:41|    28:56| Step 83 Time= 16.56534 Dt= 1.126727 Nodes=12339 Cells=24230 DOF=109705 RMS ERR= 0.001061 MAX ERR= 0.001984 TIME ERR(V1 )= 6.737e-5 Lanczos/DInv=(695) MEM(KiB)=297714
 +    5:45|    29:16| Step 84 Time= 17.97375 Dt= 1.408409 Nodes=12339 Cells=24230 DOF=109705 RMS ERR= 0.001058 MAX ERR= 0.001978 TIME ERR(V1 )= 8.862e-5 Lanczos/DInv=(612) MEM(KiB)=297714
 +    5:54|    30:06| Step 85 Time= 20.00000 Dt= 2.026255 Nodes=12339 Cells=24230 DOF=109705 RMS ERR= 0.001054 MAX ERR= 0.001967 TIME ERR(V1 )= 1.657e-4 Lanczos/DInv=(1000,689) MEM(KiB)=297714
 +    5:59|    30:26| Step 86 Time= 21.76051 Dt= 1.760511 Nodes=12339 Cells=24230 DOF=109705 RMS ERR= 0.001049 MAX ERR= 0.001957 TIME ERR(V1 )= 8.503e-5 Lanczos/DInv=(586) MEM(KiB)=295053
 +    6:03|    30:47| Step 87 Time= 23.96084 Dt= 2.200328 Nodes=12339 Cells=24230 DOF=109705 RMS ERR= 0.001042 MAX ERR= 0.001943 TIME ERR(V1 )= 1.276e-4 Lanczos/DInv=(669) MEM(KiB)=295053
 +    6:07|    31:07| Step 88 Time= 26.59663 Dt= 2.635791 Nodes=12339 Cells=24230 DOF=109705 RMS ERR= 0.001035 MAX ERR= 0.001928 TIME ERR(V1 )= 1.396e-4 Lanczos/DInv=(711) MEM(KiB)=295053
 +    6:11|    31:28| Step 89 Time= 30.00000 Dt= 3.403370 Nodes=12339 Cells=24230 DOF=109705 RMS ERR= 0.001025 MAX ERR= 0.001911 TIME ERR(V1 )= 1.948e-4 Lanczos/DInv=(641) MEM(KiB)=295053
 +    6:15|    31:48| Step 90 Time= 33.13420 Dt= 3.134204 Nodes=12339 Cells=24230 DOF=109705 RMS ERR= 0.001017 MAX ERR= 0.001896 TIME ERR(V1 )= 1.153e-4 Lanczos/DInv=(571) MEM(KiB)=295311
 +    6:18|    32:06| Step 91 Time= 36.92090 Dt= 3.786696 Nodes=12339 Cells=24230 DOF=109705 RMS ERR= 0.001009 MAX ERR= 0.001879 TIME ERR(V1 )= 1.714e-4 Lanczos/DInv=(524) MEM(KiB)=295311
 +    6:22|    32:25| Step 92 Time= 40.00000 Dt= 3.079100 Nodes=12339 Cells=24230 DOF=109705 RMS ERR= 0.001002 MAX ERR= 0.001867 TIME ERR(V1 )= 6.716e-5 Lanczos/DInv=(586) MEM(KiB)=295311
 +    6:26|    32:43| Step 93 Time= 44.42899 Dt= 4.428988 Nodes=12339 Cells=24230 DOF=109705 RMS ERR= 9.938e-4 MAX ERR= 0.001850 TIME ERR(V1 )= 1.406e-4 Lanczos/DInv=(480) MEM(KiB)=295311
 +    6:30|    33:01| Step 94 Time= 50.00000 Dt= 5.571012 Nodes=12339 Cells=24230 DOF=109705 RMS ERR= 9.844e-4 MAX ERR= 0.001832 TIME ERR(V1 )= 2.195e-4 Lanczos/DInv=(541) MEM(KiB)=295311
 +    6:33|    33:18| Step 95 Time= 55.26330 Dt= 5.263304 Nodes=12339 Cells=24230 DOF=109705 RMS ERR= 9.768e-4 MAX ERR= 0.001817 TIME ERR(V1 )= 1.475e-4 Lanczos/DInv=(478) MEM(KiB)=295311
 +    6:36|    33:35| Step 96 Time= 60.00000 Dt= 4.736696 Nodes=12339 Cells=24230 DOF=109705 RMS ERR= 9.711e-4 MAX ERR= 0.001807 TIME ERR(V1 )= 1.067e-4 Lanczos/DInv=(482) MEM(KiB)=295311
 +    6:40|    33:52| Step 97 Time= 66.23060 Dt= 6.230596 Nodes=12339 Cells=24230 DOF=109705 RMS ERR= 9.649e-4 MAX ERR= 0.001795 TIME ERR(V1 )= 1.915e-4 Lanczos/DInv=(517) MEM(KiB)=295311
 +    6:43|    34:09| Step 98 Time= 70.00000 Dt= 3.769404 Nodes=12339 Cells=24230 DOF=109705 RMS ERR= 9.618e-4 MAX ERR= 0.001790 TIME ERR(V1 )= 4.066e-5 Lanczos/DInv=(501) MEM(KiB)=295311
 +    6:47|    34:27| Step 99 Time= 77.22473 Dt= 7.224728 Nodes=12339 Cells=24230 DOF=109705 RMS ERR= 9.568e-4 MAX ERR= 0.001780 TIME ERR(V1 )= 2.189e-4 Lanczos/DInv=(499) MEM(KiB)=295311
 +    6:51|    34:46| Step 100 Time= 80.00000 Dt= 2.775272 Nodes=12339 Cells=24230 DOF=109705 RMS ERR= 9.552e-4 MAX ERR= 0.001777 TIME ERR(V1 )= 1.177e-5 Lanczos/DInv=(596) MEM(KiB)=295311
 +    6:55|    35:05| Step 101 Time= 90.00000 Dt= 10.00000 Nodes=12339 Cells=24230 DOF=109705 RMS ERR= 9.504e-4 MAX ERR= 0.001769 TIME ERR(V1 )= 3.765e-4 Lanczos/DInv=(517) MEM(KiB)=295567
 +    6:58|    35:22| Step 102 Time= 100.0000 Dt= 10.00000 Nodes=12339 Cells=24230 DOF=109705 RMS ERR= 9.469e-4 MAX ERR= 0.001762 TIME ERR(V1 )= 2.268e-4 Lanczos/DInv=(548) MEM(KiB)=295567
 +    7:02|    35:41| Step 103 Time= 108.2921 Dt= 8.292076 Nodes=12339 Cells=24230 DOF=109705 RMS ERR= 9.448e-4 MAX ERR= 0.001758 TIME ERR(V1 )= 1.366e-4 Lanczos/DInv=(536) MEM(KiB)=295567
