FlexPDE Version 8.01n/W64  12:40:33 Mar  4 2025  Time:09:23:31 10/19/25  Microsoft Windows [Version 10.0.26100.6584]
Format:
 +   wall | charged | 
 +    1:38|     8:29| Step 19 Time= 0.231638 Dt= 0.031059 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.768e-4 MAX ERR= 4.983e-4 TIME ERR(V1 )= 2.479e-4 Lanczos/DInv=(382) MEM(KiB)=266602
 +    1:40|     8:40| Step 20 Time= 0.266955 Dt= 0.035317 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 2.028e-4 MAX ERR= 5.723e-4 TIME ERR(V1 )= 2.445e-4 Lanczos/DInv=(325) MEM(KiB)=266602
 +    1:42|     8:50| Step 21 Time= 0.307153 Dt= 0.040199 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 2.319e-4 MAX ERR= 6.554e-4 TIME ERR(V1 )= 2.434e-4 Lanczos/DInv=(293) MEM(KiB)=266602
 +    1:45|     9:05| Step 22 Time= 0.352925 Dt= 0.045771 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 2.644e-4 MAX ERR= 7.488e-4 TIME ERR(V1 )= 2.435e-4 Lanczos/DInv=(439) MEM(KiB)=266602
 +    1:48|     9:19| Step 23 Time= 0.405038 Dt= 0.052114 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 3.008e-4 MAX ERR= 8.535e-4 TIME ERR(V1 )= 2.441e-4 Lanczos/DInv=(469) MEM(KiB)=266602
 +    1:51|     9:34| Step 24 Time= 0.464363 Dt= 0.059324 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 3.413e-4 MAX ERR= 9.704e-4 TIME ERR(V1 )= 2.447e-4 Lanczos/DInv=(471) MEM(KiB)=266602
 +    1:53|     9:48| Step 25 Time= 0.531884 Dt= 0.067521 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 3.862e-4 MAX ERR= 0.001101 TIME ERR(V1 )= 2.449e-4 Lanczos/DInv=(529) MEM(KiB)=266602
 +    1:56|    10:03| Step 26 Time= 0.608731 Dt= 0.076847 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 4.359e-4 MAX ERR= 0.001245 TIME ERR(V1 )= 2.446e-4 Lanczos/DInv=(548) MEM(KiB)=266602
 +    1:59|    10:18| Step 27 Time= 0.696199 Dt= 0.087468 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 4.908e-4 MAX ERR= 0.001406 TIME ERR(V1 )= 2.440e-4 Lanczos/DInv=(513) MEM(KiB)=266602
 +    2:02|    10:36| Step 28 Time= 0.795774 Dt= 0.099575 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 5.510e-4 MAX ERR= 0.001582 TIME ERR(V1 )= 2.436e-4 Lanczos/DInv=(609) MEM(KiB)=266602
 +    2:05|    10:51| Step 29 Time= 0.909146 Dt= 0.113372 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 6.169e-4 MAX ERR= 0.001776 TIME ERR(V1 )= 2.440e-4 Lanczos/DInv=(565) MEM(KiB)=266602
 +    2:08|    11:07| Step 30 Time= 1.038211 Dt= 0.129066 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 6.886e-4 MAX ERR= 0.001987 TIME ERR(V1 )= 2.459e-4 Lanczos/DInv=(575) MEM(KiB)=266602
 +    2:11|    11:23| Step 31 Time= 1.185058 Dt= 0.146847 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 7.661e-4 MAX ERR= 0.002217 TIME ERR(V1 )= 2.497e-4 Lanczos/DInv=(579) MEM(KiB)=266602
 +    2:14|    11:39| Step 32 Time= 1.351942 Dt= 0.166884 Nodes=10585 Cells=21086 DOF=95011 RMS ERR= 8.930e-4 MAX ERR= 0.002548 TIME ERR(V1 )= 2.965e-4 Lanczos/DInv=(559) MEM(KiB)=266614
 +    2:18|    11:57| Step 33 Time= 1.539238 Dt= 0.187296 Nodes=10595 Cells=21103 DOF=95092 RMS ERR= 9.197e-4 MAX ERR= 0.002496 TIME ERR(V1 )= 0.001656 Lanczos/DInv=(625) MEM(KiB)=266672
 +    2:22|    12:17| Step 34 Time= 1.726534 Dt= 0.187296 Nodes=10610 Cells=21130 DOF=95218 RMS ERR= 9.102e-4 MAX ERR= 0.002550 TIME ERR(V1 )= 0.001481 Lanczos/DInv=(795) MEM(KiB)=266762
 +    2:25|    12:35| Step 35 Time= 1.918201 Dt= 0.191668 Nodes=10620 Cells=21150 DOF=95308 RMS ERR= 8.672e-4 MAX ERR= 0.002326 TIME ERR(V1 )= 0.001221 Lanczos/DInv=(709) MEM(KiB)=266825
 +    2:29|    12:54| Step 36 Time= 2.114901 Dt= 0.196700 Nodes=10628 Cells=21160 DOF=95362 RMS ERR= 9.877e-4 MAX ERR= 0.002542 TIME ERR(V1 )= 9.313e-4 Lanczos/DInv=(724) MEM(KiB)=266863
 +    2:32|    13:11| Step 37 Time= 2.319883 Dt= 0.204983 Nodes=10652 Cells=21206 DOF=95572 RMS ERR= 9.635e-4 MAX ERR= 0.002546 TIME ERR(V1 )= 0.001719 Lanczos/DInv=(676) MEM(KiB)=267011
 +    2:36|    13:26| Step 38 Time= 2.524866 Dt= 0.204983 Nodes=10668 Cells=21230 DOF=95692 RMS ERR= 0.001112 MAX ERR= 0.002986 TIME ERR(V1 )= 0.001998 Lanczos/DInv=(639) MEM(KiB)=267095
 +    2:39|    13:42| Step 39 Time= 2.729849 Dt= 0.204983 Nodes=10715 Cells=21312 DOF=96079 RMS ERR= 0.001209 MAX ERR= 0.003310 TIME ERR(V1 )= 0.001388 Lanczos/DInv=(607) MEM(KiB)=267368
 +    2:43|    14:03| Step 40 Time= 2.939771 Dt= 0.209923 Nodes=10769 Cells=21417 DOF=96556 RMS ERR= 0.001145 MAX ERR= 0.003345 TIME ERR(V1 )= 0.002299 Lanczos/DInv=(805) MEM(KiB)=267704
 +    2:46|    14:21| Step 41 Time= 3.149694 Dt= 0.209923 Nodes=10793 Cells=21450 DOF=96727 RMS ERR= 0.001216 MAX ERR= 0.002995 TIME ERR(V1 )= 0.001999 Lanczos/DInv=(614) MEM(KiB)=267822
 +    2:50|    14:37| Step 42 Time= 3.359616 Dt= 0.209923 Nodes=10885 Cells=21610 DOF=97483 RMS ERR= 0.001251 MAX ERR= 0.003200 TIME ERR(V1 )= 0.001756 Lanczos/DInv=(586) MEM(KiB)=268354
 +    2:53|    14:54| Step 43 Time= 3.569539 Dt= 0.209923 Nodes=10977 Cells=21777 DOF=98260 RMS ERR= 0.001253 MAX ERR= 0.003288 TIME ERR(V1 )= 0.002116 Lanczos/DInv=(631) MEM(KiB)=268898
 +    2:57|    15:15| Step 44 Time= 3.779461 Dt= 0.209923 Nodes=11055 Cells=21913 DOF=98902 RMS ERR= 0.001231 MAX ERR= 0.003254 TIME ERR(V1 )= 0.001789 Lanczos/DInv=(760) MEM(KiB)=271139
 +    3:00|    15:35| Step 45 Time= 3.989384 Dt= 0.209923 Nodes=11155 Cells=22084 DOF=99715 RMS ERR= 0.001168 MAX ERR= 0.002928 TIME ERR(V1 )= 0.001773 Lanczos/DInv=(705) MEM(KiB)=271708
 +    3:04|    15:53| Step 46 Time= 4.199307 Dt= 0.209923 Nodes=11268 Cells=22292 DOF=100678 RMS ERR= 0.001066 MAX ERR= 0.002593 TIME ERR(V1 )= 0.001508 Lanczos/DInv=(625) MEM(KiB)=272381
 +    3:07|    16:11| Step 47 Time= 4.413980 Dt= 0.214674 Nodes=11320 Cells=22385 DOF=101113 RMS ERR= 0.001092 MAX ERR= 0.002511 TIME ERR(V1 )= 0.001586 Lanczos/DInv=(672) MEM(KiB)=272684
 +    3:11|    16:31| Step 48 Time= 4.628654 Dt= 0.214674 Nodes=11369 Cells=22466 DOF=101503 RMS ERR= 0.001135 MAX ERR= 0.002585 TIME ERR(V1 )= 0.001302 Lanczos/DInv=(701) MEM(KiB)=272955
 +    3:15|    16:50| Step 49 Time= 4.850243 Dt= 0.221588 Nodes=11443 Cells=22599 DOF=102124 RMS ERR= 0.001130 MAX ERR= 0.002780 TIME ERR(V1 )= 0.001416 Lanczos/DInv=(755) MEM(KiB)=273394
 +    3:20|    17:11| Step 50 Time= 5.071831 Dt= 0.221588 Nodes=11493 Cells=22686 DOF=102535 RMS ERR= 0.001136 MAX ERR= 0.002788 TIME ERR(V1 )= 0.001242 Lanczos/DInv=(741) MEM(KiB)=273676
 +    3:23|    17:31| Step 51 Time= 5.302222 Dt= 0.230391 Nodes=11542 Cells=22773 DOF=102943 RMS ERR= 0.001117 MAX ERR= 0.002480 TIME ERR(V1 )= 0.001218 Lanczos/DInv=(699) MEM(KiB)=273963
 +    3:27|    17:51| Step 52 Time= 5.538695 Dt= 0.236473 Nodes=11588 Cells=22857 DOF=103333 RMS ERR= 0.001145 MAX ERR= 0.002595 TIME ERR(V1 )= 0.001228 Lanczos/DInv=(766) MEM(KiB)=274238
 +    3:31|    18:09| Step 53 Time= 5.781299 Dt= 0.242604 Nodes=11645 Cells=22952 DOF=103789 RMS ERR= 0.001152 MAX ERR= 0.002637 TIME ERR(V1 )= 0.001411 Lanczos/DInv=(609) MEM(KiB)=274555
 +    3:37|    18:29| Step 54 Time= 6.023903 Dt= 0.242604 Nodes=11711 Cells=23069 DOF=104338 RMS ERR= 0.001135 MAX ERR= 0.002325 TIME ERR(V1 )= 0.001149 Lanczos/DInv=(667) MEM(KiB)=274938
 +    3:41|    18:50| Step 55 Time= 6.277258 Dt= 0.253355 Nodes=11757 Cells=23158 DOF=104743 RMS ERR= 0.001113 MAX ERR= 0.002284 TIME ERR(V1 )= 0.001224 Lanczos/DInv=(698) MEM(KiB)=275226
 +    3:46|    19:12| Step 56 Time= 6.537227 Dt= 0.259969 Nodes=11779 Cells=23201 DOF=104938 RMS ERR= 0.001134 MAX ERR= 0.002354 TIME ERR(V1 )= 0.001171 Lanczos/DInv=(721) MEM(KiB)=275365
 +    3:49|    19:31| Step 57 Time= 6.804638 Dt= 0.267411 Nodes=11808 Cells=23255 DOF=105187 RMS ERR= 0.001143 MAX ERR= 0.002305 TIME ERR(V1 )= 9.067e-4 Lanczos/DInv=(586) MEM(KiB)=275539
 +    3:53|    19:51| Step 58 Time= 7.083745 Dt= 0.279108 Nodes=11860 Cells=23355 DOF=105643 RMS ERR= 0.001112 MAX ERR= 0.002287 TIME ERR(V1 )= 9.926e-4 Lanczos/DInv=(638) MEM(KiB)=275860
 +    3:57|    20:09| Step 59 Time= 7.373538 Dt= 0.289793 Nodes=11887 Cells=23405 DOF=105874 RMS ERR= 0.001089 MAX ERR= 0.002224 TIME ERR(V1 )= 0.001027 Lanczos/DInv=(626) MEM(KiB)=276018
 +    4:00|    20:25| Step 60 Time= 7.673838 Dt= 0.300300 Nodes=11901 Cells=23431 DOF=105994 RMS ERR= 0.001093 MAX ERR= 0.002506 TIME ERR(V1 )= 0.001033 Lanczos/DInv=(562) MEM(KiB)=276102
 +    4:04|    20:43| Step 61 Time= 7.984919 Dt= 0.311082 Nodes=11913 Cells=23454 DOF=106099 RMS ERR= 0.001098 MAX ERR= 0.002173 TIME ERR(V1 )= 6.483e-4 Lanczos/DInv=(603) MEM(KiB)=276176
 +    4:07|    21:01| Step 62 Time= 8.316239 Dt= 0.331319 Nodes=11926 Cells=23478 DOF=106210 RMS ERR= 0.001102 MAX ERR= 0.002151 TIME ERR(V1 )= 7.495e-4 Lanczos/DInv=(542) MEM(KiB)=276255
 +    4:10|    21:18| Step 63 Time= 8.665987 Dt= 0.349749 Nodes=11947 Cells=23514 DOF=106381 RMS ERR= 0.001098 MAX ERR= 0.002196 TIME ERR(V1 )= 7.052e-4 Lanczos/DInv=(569) MEM(KiB)=276375
 +    4:13|    21:33| Step 64 Time= 9.036562 Dt= 0.370574 Nodes=11962 Cells=23541 DOF=106507 RMS ERR= 0.001094 MAX ERR= 0.002138 TIME ERR(V1 )= 7.169e-4 Lanczos/DInv=(532) MEM(KiB)=276462
 +    4:17|    21:51| Step 65 Time= 9.428806 Dt= 0.392244 Nodes=11976 Cells=23566 DOF=106624 RMS ERR= 0.001096 MAX ERR= 0.002164 TIME ERR(V1 )= 7.568e-4 Lanczos/DInv=(534) MEM(KiB)=276544
 +    4:21|    22:08| Step 66 Time= 9.842625 Dt= 0.413819 Nodes=11990 Cells=23591 DOF=106741 RMS ERR= 0.001098 MAX ERR= 0.002198 TIME ERR(V1 )= 7.297e-4 Lanczos/DInv=(544) MEM(KiB)=276628
 +    4:24|    22:24| Step 67 Time= 10.00000 Dt= 0.157375 Nodes=12014 Cells=23636 DOF=106948 RMS ERR= 0.001075 MAX ERR= 0.002161 TIME ERR(V1 )= 1.917e-4 Lanczos/DInv=(480) MEM(KiB)=276773
 +    4:28|    22:41| Step 68 Time= 10.43755 Dt= 0.437545 Nodes=12022 Cells=23650 DOF=107014 RMS ERR= 0.001078 MAX ERR= 0.002045 TIME ERR(V1 )= 0.002432 Lanczos/DInv=(500) MEM(KiB)=286773
 +    4:30|    22:56| Step 69 Time= 10.87509 Dt= 0.437545 Nodes=12032 Cells=23668 DOF=107098 RMS ERR= 0.001081 MAX ERR= 0.002081 TIME ERR(V1 )= 9.763e-4 Lanczos/DInv=(469) MEM(KiB)=286833
 +    4:33|    23:12| Step 70 Time= 11.32648 Dt= 0.451386 Nodes=12043 Cells=23686 DOF=107185 RMS ERR= 0.001084 MAX ERR= 0.002071 TIME ERR(V1 )= 5.493e-4 Lanczos/DInv=(479) MEM(KiB)=286893
 +    4:37|    23:29| Step 71 Time= 11.81229 Dt= 0.485811 Nodes=12059 Cells=23717 DOF=107326 RMS ERR= 0.001075 MAX ERR= 0.002016 TIME ERR(V1 )= 6.252e-4 Lanczos/DInv=(535) MEM(KiB)=286989
 +    4:40|    23:46| Step 72 Time= 12.33088 Dt= 0.518591 Nodes=12060 Cells=23719 DOF=107335 RMS ERR= 0.001081 MAX ERR= 0.002007 TIME ERR(V1 )= 7.306e-4 Lanczos/DInv=(481) MEM(KiB)=286996
 +    4:43|    24:01| Step 73 Time= 12.87916 Dt= 0.548282 Nodes=12061 Cells=23721 DOF=107344 RMS ERR= 0.001085 MAX ERR= 0.001987 TIME ERR(V1 )= 3.347e-4 Lanczos/DInv=(500) MEM(KiB)=287002
 +    4:47|    24:20| Step 74 Time= 13.48923 Dt= 0.610073 Nodes=12061 Cells=23721 DOF=107344 RMS ERR= 0.001090 MAX ERR= 0.002002 TIME ERR(V1 )= 4.993e-4 Lanczos/DInv=(523) MEM(KiB)=287002
 +    4:50|    24:38| Step 75 Time= 14.14991 Dt= 0.660673 Nodes=12063 Cells=23724 DOF=107359 RMS ERR= 0.001090 MAX ERR= 0.002028 TIME ERR(V1 )= 2.669e-4 Lanczos/DInv=(517) MEM(KiB)=287013
 +    4:53|    24:55| Step 76 Time= 14.89707 Dt= 0.747163 Nodes=12067 Cells=23730 DOF=107389 RMS ERR= 0.001093 MAX ERR= 0.002038 TIME ERR(V1 )= 5.521e-4 Lanczos/DInv=(516) MEM(KiB)=287034
 +    4:57|    25:16| Step 77 Time= 15.70095 Dt= 0.803885 Nodes=12078 Cells=23745 DOF=107467 RMS ERR= 0.001097 MAX ERR= 0.002044 TIME ERR(V1 )= 6.483e-4 Lanczos/DInv=(764) MEM(KiB)=287088
 +    5:01|    25:33| Step 78 Time= 16.55714 Dt= 0.856186 Nodes=12094 Cells=23775 DOF=107605 RMS ERR= 0.001087 MAX ERR= 0.002055 TIME ERR(V1 )= 7.526e-4 Lanczos/DInv=(523) MEM(KiB)=287183
 +    5:04|    25:49| Step 79 Time= 17.46072 Dt= 0.903579 Nodes=12098 Cells=23783 DOF=107641 RMS ERR= 0.001084 MAX ERR= 0.001967 TIME ERR(V1 )= 8.835e-4 Lanczos/DInv=(488) MEM(KiB)=287208
 +    5:13|    26:41| Step 80 Time= 18.40525 Dt= 0.944527 Nodes=12098 Cells=23783 DOF=107641 RMS ERR= 0.001085 MAX ERR= 0.001962 TIME ERR(V1 )= 7.669e-4 Lanczos/DInv=(1000,839) MEM(KiB)=287208
 +    5:17|    27:01| Step 81 Time= 19.40092 Dt= 0.995678 Nodes=12098 Cells=23783 DOF=107641 RMS ERR= 0.001085 MAX ERR= 0.001960 TIME ERR(V1 )= 2.606e-4 Lanczos/DInv=(607) MEM(KiB)=287208
 +    5:21|    27:18| Step 82 Time= 20.00000 Dt= 0.599076 Nodes=12098 Cells=23783 DOF=107641 RMS ERR= 0.001085 MAX ERR= 0.001960 TIME ERR(V1 )= 3.502e-5 Lanczos/DInv=(510) MEM(KiB)=287208
 +    5:26|    27:41| Step 83 Time= 21.12800 Dt= 1.127996 Nodes=12098 Cells=23783 DOF=107641 RMS ERR= 0.001085 MAX ERR= 0.001960 TIME ERR(V1 )= 8.273e-5 Lanczos/DInv=(771) MEM(KiB)=288355
 +    5:37|    28:40| Step 84 Time= 22.53064 Dt= 1.402643 Nodes=12098 Cells=23783 DOF=107641 RMS ERR= 0.001083 MAX ERR= 0.001958 TIME ERR(V1 )= 3.605e-5 Lanczos/DInv=(1000,1000,42) MEM(KiB)=288355
 +    5:40|    28:59| Step 85 Time= 24.28394 Dt= 1.753304 Nodes=12098 Cells=23783 DOF=107641 RMS ERR= 0.001080 MAX ERR= 0.001953 TIME ERR(V1 )= 4.777e-5 Lanczos/DInv=(599) MEM(KiB)=288355
 +    5:45|    29:21| Step 86 Time= 26.47557 Dt= 2.191630 Nodes=12098 Cells=23783 DOF=107641 RMS ERR= 0.001076 MAX ERR= 0.001945 TIME ERR(V1 )= 7.076e-5 Lanczos/DInv=(731) MEM(KiB)=288355
 +    5:48|    29:39| Step 87 Time= 29.21511 Dt= 2.739538 Nodes=12098 Cells=23783 DOF=107641 RMS ERR= 0.001069 MAX ERR= 0.001934 TIME ERR(V1 )= 1.026e-4 Lanczos/DInv=(580) MEM(KiB)=288355
 +    5:52|    29:57| Step 88 Time= 30.00000 Dt= 0.784889 Nodes=12098 Cells=23783 DOF=107641 RMS ERR= 0.001068 MAX ERR= 0.001931 TIME ERR(V1 )= 6.572e-6 Lanczos/DInv=(574) MEM(KiB)=288355
 +    5:56|    30:15| Step 89 Time= 33.42442 Dt= 3.424422 Nodes=12098 Cells=23783 DOF=107641 RMS ERR= 0.001060 MAX ERR= 0.001917 TIME ERR(V1 )= 1.565e-4 Lanczos/DInv=(505) MEM(KiB)=288483
 +    5:59|    30:31| Step 90 Time= 37.51712 Dt= 4.092694 Nodes=12098 Cells=23783 DOF=107641 RMS ERR= 0.001051 MAX ERR= 0.001902 TIME ERR(V1 )= 1.210e-4 Lanczos/DInv=(573) MEM(KiB)=288484
 +    6:02|    30:48| Step 91 Time= 40.00000 Dt= 2.482883 Nodes=12098 Cells=23783 DOF=107641 RMS ERR= 0.001046 MAX ERR= 0.001894 TIME ERR(V1 )= 3.125e-5 Lanczos/DInv=(504) MEM(KiB)=288484
 +    6:06|    31:05| Step 92 Time= 44.92456 Dt= 4.924558 Nodes=12098 Cells=23783 DOF=107641 RMS ERR= 0.001037 MAX ERR= 0.001880 TIME ERR(V1 )= 1.819e-4 Lanczos/DInv=(523) MEM(KiB)=288612
 +    6:09|    31:22| Step 93 Time= 50.00000 Dt= 5.075442 Nodes=12098 Cells=23783 DOF=107641 RMS ERR= 0.001029 MAX ERR= 0.001866 TIME ERR(V1 )= 1.381e-4 Lanczos/DInv=(500) MEM(KiB)=288612
 +    6:12|    31:38| Step 94 Time= 55.73324 Dt= 5.733237 Nodes=12098 Cells=23783 DOF=107641 RMS ERR= 0.001021 MAX ERR= 0.001852 TIME ERR(V1 )= 1.869e-4 Lanczos/DInv=(482) MEM(KiB)=288612
 +    6:16|    31:57| Step 95 Time= 60.00000 Dt= 4.266763 Nodes=12098 Cells=23783 DOF=107641 RMS ERR= 0.001016 MAX ERR= 0.001843 TIME ERR(V1 )= 7.710e-5 Lanczos/DInv=(568) MEM(KiB)=288612
 +    6:20|    32:13| Step 96 Time= 66.66060 Dt= 6.660597 Nodes=12098 Cells=23783 DOF=107641 RMS ERR= 0.001009 MAX ERR= 0.001830 TIME ERR(V1 )= 2.327e-4 Lanczos/DInv=(495) MEM(KiB)=288613
 +    6:23|    32:29| Step 97 Time= 70.00000 Dt= 3.339403 Nodes=12098 Cells=23783 DOF=107641 RMS ERR= 0.001006 MAX ERR= 0.001825 TIME ERR(V1 )= 2.812e-5 Lanczos/DInv=(493) MEM(KiB)=288613
 +    6:27|    32:48| Step 98 Time= 77.60935 Dt= 7.609353 Nodes=12098 Cells=23783 DOF=107641 RMS ERR= 0.001001 MAX ERR= 0.001814 TIME ERR(V1 )= 2.560e-4 Lanczos/DInv=(498) MEM(KiB)=288613
 +    6:31|    33:11| Step 99 Time= 80.00000 Dt= 2.390647 Nodes=12098 Cells=23783 DOF=107641 RMS ERR= 9.990e-4 MAX ERR= 0.001811 TIME ERR(V1 )= 7.509e-6 Lanczos/DInv=(816) MEM(KiB)=288613
 +    6:35|    33:28| Step 100 Time= 90.00000 Dt= 10.00000 Nodes=12098 Cells=23783 DOF=107641 RMS ERR= 9.939e-4 MAX ERR= 0.001802 TIME ERR(V1 )= 3.857e-4 Lanczos/DInv=(520) MEM(KiB)=288741
 +    6:38|    33:45| Step 101 Time= 100.0000 Dt= 10.00000 Nodes=12098 Cells=23783 DOF=107641 RMS ERR= 9.902e-4 MAX ERR= 0.001795 TIME ERR(V1 )= 2.237e-4 Lanczos/DInv=(530) MEM(KiB)=288741
 +    6:42|    34:02| Step 102 Time= 108.6317 Dt= 8.631739 Nodes=12098 Cells=23783 DOF=107641 RMS ERR= 9.878e-4 MAX ERR= 0.001791 TIME ERR(V1 )= 1.514e-4 Lanczos/DInv=(511) MEM(KiB)=288869
 +    6:46|    34:22| Step 103 Time= 118.8282 Dt= 10.19650 Nodes=12098 Cells=23783 DOF=107641 RMS ERR= 9.858e-4 MAX ERR= 0.001787 TIME ERR(V1 )= 1.986e-4 Lanczos/DInv=(524) MEM(KiB)=288869
