FlexPDE Version 8.01n/W64  12:40:33 Mar  4 2025  Time:10:03:41 10/19/25  Microsoft Windows [Version 10.0.26100.6584]
Format:
 +   wall | charged | 
 +    1:30|     8:02| Step 19 Time= 0.227924 Dt= 0.029227 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 9.003e-5 MAX ERR= 2.752e-4 TIME ERR(V1 )= 2.914e-4 Lanczos/DInv=(297) MEM(KiB)=266602
 +    1:32|     8:12| Step 20 Time= 0.260768 Dt= 0.032843 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.029e-4 MAX ERR= 3.146e-4 TIME ERR(V1 )= 2.780e-4 Lanczos/DInv=(234) MEM(KiB)=266602
 +    1:34|     8:22| Step 21 Time= 0.297800 Dt= 0.037032 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.173e-4 MAX ERR= 3.584e-4 TIME ERR(V1 )= 2.702e-4 Lanczos/DInv=(254) MEM(KiB)=266602
 +    1:36|     8:33| Step 22 Time= 0.339642 Dt= 0.041842 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.334e-4 MAX ERR= 4.078e-4 TIME ERR(V1 )= 2.663e-4 Lanczos/DInv=(262) MEM(KiB)=266602
 +    1:38|     8:45| Step 23 Time= 0.386969 Dt= 0.047327 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.513e-4 MAX ERR= 4.632e-4 TIME ERR(V1 )= 2.633e-4 Lanczos/DInv=(386) MEM(KiB)=266602
 +    1:41|     8:57| Step 24 Time= 0.440544 Dt= 0.053575 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.715e-4 MAX ERR= 5.254e-4 TIME ERR(V1 )= 2.619e-4 Lanczos/DInv=(391) MEM(KiB)=266602
 +    1:43|     9:10| Step 25 Time= 0.501217 Dt= 0.060672 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.940e-4 MAX ERR= 5.948e-4 TIME ERR(V1 )= 2.607e-4 Lanczos/DInv=(413) MEM(KiB)=266602
 +    1:45|     9:20| Step 26 Time= 0.569951 Dt= 0.068734 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 2.192e-4 MAX ERR= 6.721e-4 TIME ERR(V1 )= 2.593e-4 Lanczos/DInv=(298) MEM(KiB)=266602
 +    1:47|     9:33| Step 27 Time= 0.647847 Dt= 0.077896 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 2.472e-4 MAX ERR= 7.586e-4 TIME ERR(V1 )= 2.578e-4 Lanczos/DInv=(351) MEM(KiB)=266602
 +    1:50|     9:45| Step 28 Time= 0.736164 Dt= 0.088317 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 2.785e-4 MAX ERR= 8.551e-4 TIME ERR(V1 )= 2.564e-4 Lanczos/DInv=(406) MEM(KiB)=266602
 +    1:53|     9:58| Step 29 Time= 0.836339 Dt= 0.100174 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 3.133e-4 MAX ERR= 9.625e-4 TIME ERR(V1 )= 2.554e-4 Lanczos/DInv=(483) MEM(KiB)=266602
 +    1:55|    10:13| Step 30 Time= 0.949992 Dt= 0.113653 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 3.518e-4 MAX ERR= 0.001082 TIME ERR(V1 )= 2.557e-4 Lanczos/DInv=(478) MEM(KiB)=266602
 +    1:58|    10:28| Step 31 Time= 1.078928 Dt= 0.128937 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 3.943e-4 MAX ERR= 0.001213 TIME ERR(V1 )= 2.576e-4 Lanczos/DInv=(519) MEM(KiB)=266602
 +    2:01|    10:44| Step 32 Time= 1.225123 Dt= 0.146195 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 4.411e-4 MAX ERR= 0.001358 TIME ERR(V1 )= 2.614e-4 Lanczos/DInv=(536) MEM(KiB)=266603
 +    2:04|    10:58| Step 33 Time= 1.390708 Dt= 0.165585 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 4.924e-4 MAX ERR= 0.001517 TIME ERR(V1 )= 2.669e-4 Lanczos/DInv=(483) MEM(KiB)=266603
 +    2:07|    11:14| Step 34 Time= 1.577970 Dt= 0.187262 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 5.483e-4 MAX ERR= 0.001689 TIME ERR(V1 )= 2.730e-4 Lanczos/DInv=(573) MEM(KiB)=266603
 +    2:10|    11:28| Step 35 Time= 1.789399 Dt= 0.211428 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 6.087e-4 MAX ERR= 0.001876 TIME ERR(V1 )= 2.783e-4 Lanczos/DInv=(533) MEM(KiB)=266603
 +    2:13|    11:44| Step 36 Time= 2.027778 Dt= 0.238379 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 6.737e-4 MAX ERR= 0.002075 TIME ERR(V1 )= 2.809e-4 Lanczos/DInv=(566) MEM(KiB)=266603
 +    2:15|    11:59| Step 37 Time= 2.296358 Dt= 0.268580 Nodes=10584 Cells=21085 DOF=95005 RMS ERR= 7.591e-4 MAX ERR= 0.002214 TIME ERR(V1 )= 2.562e-4 Lanczos/DInv=(521) MEM(KiB)=266610
 +    2:19|    12:17| Step 38 Time= 2.601009 Dt= 0.304652 Nodes=10588 Cells=21092 DOF=95038 RMS ERR= 7.996e-4 MAX ERR= 0.002414 TIME ERR(V1 )= 0.001041 Lanczos/DInv=(734) MEM(KiB)=266634
 +    2:22|    12:34| Step 39 Time= 2.916473 Dt= 0.315464 Nodes=10594 Cells=21102 DOF=95086 RMS ERR= 8.376e-4 MAX ERR= 0.002277 TIME ERR(V1 )= 9.949e-4 Lanczos/DInv=(610) MEM(KiB)=266667
 +    2:30|    13:17| Step 40 Time= 3.243971 Dt= 0.327498 Nodes=10604 Cells=21120 DOF=95170 RMS ERR= 8.987e-4 MAX ERR= 0.002507 TIME ERR(V1 )= 8.635e-4 Lanczos/DInv=(1000,791) MEM(KiB)=266728
 +    2:34|    13:38| Step 41 Time= 3.586774 Dt= 0.342803 Nodes=10616 Cells=21140 DOF=95266 RMS ERR= 9.598e-4 MAX ERR= 0.002602 TIME ERR(V1 )= 7.555e-4 Lanczos/DInv=(793) MEM(KiB)=266795
 +    2:38|    13:58| Step 42 Time= 3.948469 Dt= 0.361695 Nodes=10635 Cells=21175 DOF=95428 RMS ERR= 9.149e-4 MAX ERR= 0.002466 TIME ERR(V1 )= 0.001037 Lanczos/DInv=(801) MEM(KiB)=266911
 +    2:41|    14:15| Step 43 Time= 4.323072 Dt= 0.374603 Nodes=10653 Cells=21204 DOF=95569 RMS ERR= 9.546e-4 MAX ERR= 0.002422 TIME ERR(V1 )= 0.001472 Lanczos/DInv=(635) MEM(KiB)=267011
 +    2:45|    14:36| Step 44 Time= 4.697675 Dt= 0.374603 Nodes=10686 Cells=21265 DOF=95851 RMS ERR= 0.001014 MAX ERR= 0.003014 TIME ERR(V1 )= 0.001285 Lanczos/DInv=(814) MEM(KiB)=267209
 +    2:48|    14:53| Step 45 Time= 5.085826 Dt= 0.388151 Nodes=10719 Cells=21319 DOF=96112 RMS ERR= 0.001091 MAX ERR= 0.003224 TIME ERR(V1 )= 0.001394 Lanczos/DInv=(649) MEM(KiB)=267394
 +    2:52|    15:14| Step 46 Time= 5.473976 Dt= 0.388151 Nodes=10776 Cells=21422 DOF=96592 RMS ERR= 0.001074 MAX ERR= 0.002877 TIME ERR(V1 )= 0.001064 Lanczos/DInv=(859) MEM(KiB)=267731
 +    2:57|    15:35| Step 47 Time= 5.881267 Dt= 0.407291 Nodes=10816 Cells=21496 DOF=96934 RMS ERR= 0.001037 MAX ERR= 0.002761 TIME ERR(V1 )= 0.001298 Lanczos/DInv=(846) MEM(KiB)=267970
 +    3:00|    15:55| Step 48 Time= 6.297850 Dt= 0.416582 Nodes=10854 Cells=21560 DOF=97240 RMS ERR= 0.001030 MAX ERR= 0.002561 TIME ERR(V1 )= 0.001097 Lanczos/DInv=(754) MEM(KiB)=268185
 +    3:04|    16:16| Step 49 Time= 6.727927 Dt= 0.430078 Nodes=10893 Cells=21631 DOF=97570 RMS ERR= 9.982e-4 MAX ERR= 0.002665 TIME ERR(V1 )= 0.001111 Lanczos/DInv=(814) MEM(KiB)=268417
 +    3:09|    16:37| Step 50 Time= 7.171630 Dt= 0.443703 Nodes=10930 Cells=21699 DOF=97885 RMS ERR= 9.905e-4 MAX ERR= 0.002500 TIME ERR(V1 )= 9.607e-4 Lanczos/DInv=(894) MEM(KiB)=268637
 +    3:17|    17:22| Step 51 Time= 7.633185 Dt= 0.461555 Nodes=10955 Cells=21741 DOF=98086 RMS ERR= 0.001022 MAX ERR= 0.002525 TIME ERR(V1 )= 8.706e-4 Lanczos/DInv=(1000,811) MEM(KiB)=268777
 +    3:22|    17:46| Step 52 Time= 8.116077 Dt= 0.482891 Nodes=10993 Cells=21802 DOF=98383 RMS ERR= 9.989e-4 MAX ERR= 0.002437 TIME ERR(V1 )= 8.349e-4 Lanczos/DInv=(1000) MEM(KiB)=270776
 +    3:26|    18:08| Step 53 Time= 8.622540 Dt= 0.506464 Nodes=11028 Cells=21872 DOF=98698 RMS ERR= 9.386e-4 MAX ERR= 0.002393 TIME ERR(V1 )= 0.001089 Lanczos/DInv=(878) MEM(KiB)=270996
 +    3:30|    18:30| Step 54 Time= 9.145623 Dt= 0.523083 Nodes=11041 Cells=21893 DOF=98800 RMS ERR= 9.667e-4 MAX ERR= 0.002427 TIME ERR(V1 )= 9.432e-4 Lanczos/DInv=(907) MEM(KiB)=271066
 +    3:34|    18:50| Step 55 Time= 9.690332 Dt= 0.544710 Nodes=11060 Cells=21925 DOF=98953 RMS ERR= 9.863e-4 MAX ERR= 0.002394 TIME ERR(V1 )= 7.966e-4 Lanczos/DInv=(761) MEM(KiB)=271173
 +    3:38|    19:09| Step 56 Time= 10.00000 Dt= 0.309668 Nodes=11085 Cells=21966 DOF=99151 RMS ERR= 9.600e-4 MAX ERR= 0.002221 TIME ERR(V1 )= 3.631e-4 Lanczos/DInv=(702) MEM(KiB)=271311
 +    3:42|    19:29| Step 57 Time= 10.57290 Dt= 0.572902 Nodes=11102 Cells=21997 DOF=99295 RMS ERR= 0.001010 MAX ERR= 0.002399 TIME ERR(V1 )= 0.001684 Lanczos/DInv=(764) MEM(KiB)=277516
 +    3:46|    19:47| Step 58 Time= 11.14580 Dt= 0.572902 Nodes=11130 Cells=22049 DOF=99535 RMS ERR= 9.379e-4 MAX ERR= 0.002194 TIME ERR(V1 )= 9.416e-4 Lanczos/DInv=(661) MEM(KiB)=277685
 +    3:49|    20:04| Step 59 Time= 11.74649 Dt= 0.600681 Nodes=11139 Cells=22065 DOF=99610 RMS ERR= 9.498e-4 MAX ERR= 0.002212 TIME ERR(V1 )= 8.772e-4 Lanczos/DInv=(577) MEM(KiB)=277737
 +    3:52|    20:22| Step 60 Time= 12.37466 Dt= 0.628170 Nodes=11151 Cells=22088 DOF=99715 RMS ERR= 9.543e-4 MAX ERR= 0.002224 TIME ERR(V1 )= 8.013e-4 Lanczos/DInv=(585) MEM(KiB)=277813
 +    3:57|    20:45| Step 61 Time= 13.03510 Dt= 0.660446 Nodes=11161 Cells=22105 DOF=99796 RMS ERR= 9.599e-4 MAX ERR= 0.002263 TIME ERR(V1 )= 8.063e-4 Lanczos/DInv=(864) MEM(KiB)=277868
 +    4:01|    21:07| Step 62 Time= 13.72923 Dt= 0.694124 Nodes=11172 Cells=22126 DOF=99892 RMS ERR= 9.490e-4 MAX ERR= 0.002008 TIME ERR(V1 )= 6.242e-4 Lanczos/DInv=(839) MEM(KiB)=277934
 +    4:05|    21:30| Step 63 Time= 14.47026 Dt= 0.741034 Nodes=11173 Cells=22128 DOF=99901 RMS ERR= 9.821e-4 MAX ERR= 0.002198 TIME ERR(V1 )= 8.762e-4 Lanczos/DInv=(871) MEM(KiB)=277941
 +    4:09|    21:51| Step 64 Time= 15.24526 Dt= 0.774997 Nodes=11182 Cells=22145 DOF=99979 RMS ERR= 9.616e-4 MAX ERR= 0.002036 TIME ERR(V1 )= 2.828e-4 Lanczos/DInv=(818) MEM(KiB)=277997
 +    4:13|    22:13| Step 65 Time= 16.11801 Dt= 0.872753 Nodes=11184 Cells=22149 DOF=99997 RMS ERR= 9.765e-4 MAX ERR= 0.002304 TIME ERR(V1 )= 4.421e-4 Lanczos/DInv=(809) MEM(KiB)=278010
 +    4:17|    22:32| Step 66 Time= 17.07077 Dt= 0.952764 Nodes=11192 Cells=22165 DOF=100069 RMS ERR= 9.572e-4 MAX ERR= 0.002103 TIME ERR(V1 )= 3.340e-4 Lanczos/DInv=(712) MEM(KiB)=278063
 +    4:21|    22:55| Step 67 Time= 18.13106 Dt= 1.060289 Nodes=11197 Cells=22175 DOF=100114 RMS ERR= 9.557e-4 MAX ERR= 0.002372 TIME ERR(V1 )= 4.354e-4 Lanczos/DInv=(905) MEM(KiB)=278094
 +    4:25|    23:14| Step 68 Time= 19.28974 Dt= 1.158674 Nodes=11203 Cells=22187 DOF=100168 RMS ERR= 9.354e-4 MAX ERR= 0.002055 TIME ERR(V1 )= 4.172e-4 Lanczos/DInv=(743) MEM(KiB)=278132
 +    4:29|    23:35| Step 69 Time= 20.00000 Dt= 0.710264 Nodes=11207 Cells=22194 DOF=100201 RMS ERR= 9.276e-4 MAX ERR= 0.002033 TIME ERR(V1 )= 1.611e-4 Lanczos/DInv=(795) MEM(KiB)=278157
 +    4:33|    23:52| Step 70 Time= 21.26983 Dt= 1.269829 Nodes=11211 Cells=22202 DOF=100237 RMS ERR= 9.134e-4 MAX ERR= 0.002064 TIME ERR(V1 )= 7.191e-4 Lanczos/DInv=(564) MEM(KiB)=275465
 +    4:38|    24:16| Step 71 Time= 22.61366 Dt= 1.343828 Nodes=11212 Cells=22204 DOF=100246 RMS ERR= 9.127e-4 MAX ERR= 0.002014 TIME ERR(V1 )= 4.473e-4 Lanczos/DInv=(841) MEM(KiB)=275472
 +    4:41|    24:32| Step 72 Time= 24.07954 Dt= 1.465885 Nodes=11213 Cells=22206 DOF=100255 RMS ERR= 9.137e-4 MAX ERR= 0.002009 TIME ERR(V1 )= 3.249e-4 Lanczos/DInv=(602) MEM(KiB)=275478
 +    4:45|    24:53| Step 73 Time= 25.71403 Dt= 1.634489 Nodes=11214 Cells=22208 DOF=100264 RMS ERR= 9.139e-4 MAX ERR= 0.001962 TIME ERR(V1 )= 4.064e-4 Lanczos/DInv=(719) MEM(KiB)=275485
 +    4:49|    25:11| Step 74 Time= 27.50852 Dt= 1.794487 Nodes=11214 Cells=22208 DOF=100264 RMS ERR= 9.186e-4 MAX ERR= 0.001976 TIME ERR(V1 )= 4.170e-4 Lanczos/DInv=(707) MEM(KiB)=275485
 +    4:52|    25:29| Step 75 Time= 29.47522 Dt= 1.966704 Nodes=11214 Cells=22208 DOF=100264 RMS ERR= 9.225e-4 MAX ERR= 0.001988 TIME ERR(V1 )= 1.188e-4 Lanczos/DInv=(617) MEM(KiB)=275485
 +    4:55|    25:45| Step 76 Time= 30.00000 Dt= 0.524779 Nodes=11214 Cells=22208 DOF=100264 RMS ERR= 9.233e-4 MAX ERR= 0.001991 TIME ERR(V1 )= 2.946e-6 Lanczos/DInv=(522) MEM(KiB)=275485
 +    4:59|    26:02| Step 77 Time= 32.37013 Dt= 2.370131 Nodes=11214 Cells=22208 DOF=100264 RMS ERR= 9.265e-4 MAX ERR= 0.002001 TIME ERR(V1 )= 6.947e-5 Lanczos/DInv=(596) MEM(KiB)=275962
 +    5:02|    26:20| Step 78 Time= 35.33279 Dt= 2.962664 Nodes=11215 Cells=22209 DOF=100270 RMS ERR= 9.315e-4 MAX ERR= 0.002022 TIME ERR(V1 )= 4.571e-5 Lanczos/DInv=(618) MEM(KiB)=275966
 +    5:06|    26:40| Step 79 Time= 39.03612 Dt= 3.703329 Nodes=11217 Cells=22213 DOF=100288 RMS ERR= 9.270e-4 MAX ERR= 0.001978 TIME ERR(V1 )= 4.545e-4 Lanczos/DInv=(752) MEM(KiB)=275979
 +    5:10|    26:59| Step 80 Time= 40.00000 Dt= 0.963876 Nodes=11217 Cells=22213 DOF=100288 RMS ERR= 9.273e-4 MAX ERR= 0.001978 TIME ERR(V1 )= 4.050e-5 Lanczos/DInv=(733) MEM(KiB)=275979
 +    5:22|    27:56| Step 81 Time= 44.20813 Dt= 4.208126 Nodes=11217 Cells=22213 DOF=100288 RMS ERR= 9.279e-4 MAX ERR= 0.001979 TIME ERR(V1 )= 4.829e-4 Lanczos/DInv=(1000,1000,25) MEM(KiB)=276118
 +    5:30|    28:41| Step 82 Time= 48.77525 Dt= 4.567121 Nodes=11217 Cells=22213 DOF=100288 RMS ERR= 9.273e-4 MAX ERR= 0.001981 TIME ERR(V1 )= 2.520e-4 Lanczos/DInv=(1000,677) MEM(KiB)=276118
 +    5:33|    28:58| Step 83 Time= 50.00000 Dt= 1.224753 Nodes=11217 Cells=22213 DOF=100288 RMS ERR= 9.269e-4 MAX ERR= 0.001983 TIME ERR(V1 )= 1.602e-5 Lanczos/DInv=(581) MEM(KiB)=276118
 +    5:37|    29:19| Step 84 Time= 55.18686 Dt= 5.186857 Nodes=11217 Cells=22213 DOF=100288 RMS ERR= 9.249e-4 MAX ERR= 0.001986 TIME ERR(V1 )= 1.729e-4 Lanczos/DInv=(698) MEM(KiB)=276118
 +    5:41|    29:37| Step 85 Time= 60.00000 Dt= 4.813143 Nodes=11217 Cells=22213 DOF=100288 RMS ERR= 9.228e-4 MAX ERR= 0.001986 TIME ERR(V1 )= 8.375e-5 Lanczos/DInv=(686) MEM(KiB)=276118
 +    5:45|    29:57| Step 86 Time= 66.06264 Dt= 6.062643 Nodes=11217 Cells=22213 DOF=100288 RMS ERR= 9.198e-4 MAX ERR= 0.001985 TIME ERR(V1 )= 1.938e-4 Lanczos/DInv=(677) MEM(KiB)=276246
 +    5:49|    30:19| Step 87 Time= 70.00000 Dt= 3.937357 Nodes=11217 Cells=22213 DOF=100288 RMS ERR= 9.179e-4 MAX ERR= 0.001983 TIME ERR(V1 )= 4.185e-5 Lanczos/DInv=(927) MEM(KiB)=276246
 +    5:53|    30:37| Step 88 Time= 77.02336 Dt= 7.023362 Nodes=11217 Cells=22213 DOF=100288 RMS ERR= 9.148e-4 MAX ERR= 0.001980 TIME ERR(V1 )= 1.900e-4 Lanczos/DInv=(673) MEM(KiB)=276246
 +    5:57|    30:55| Step 89 Time= 80.00000 Dt= 2.976638 Nodes=11217 Cells=22213 DOF=100288 RMS ERR= 9.135e-4 MAX ERR= 0.001978 TIME ERR(V1 )= 1.945e-5 Lanczos/DInv=(581) MEM(KiB)=276246
 +    6:00|    31:12| Step 90 Time= 90.00000 Dt= 10.00000 Nodes=11217 Cells=22213 DOF=100288 RMS ERR= 9.097e-4 MAX ERR= 0.001973 TIME ERR(V1 )= 3.693e-4 Lanczos/DInv=(596) MEM(KiB)=276247
 +    6:04|    31:26| Step 91 Time= 100.0000 Dt= 10.00000 Nodes=11217 Cells=22213 DOF=100288 RMS ERR= 9.068e-4 MAX ERR= 0.001968 TIME ERR(V1 )= 2.344e-4 Lanczos/DInv=(520) MEM(KiB)=276247
 +    6:07|    31:44| Step 92 Time= 108.1488 Dt= 8.148770 Nodes=11217 Cells=22213 DOF=100288 RMS ERR= 9.049e-4 MAX ERR= 0.001966 TIME ERR(V1 )= 1.413e-4 Lanczos/DInv=(586) MEM(KiB)=276247
 +    6:12|    32:06| Step 93 Time= 117.8288 Dt= 9.680009 Nodes=11217 Cells=22213 DOF=100288 RMS ERR= 9.031e-4 MAX ERR= 0.001963 TIME ERR(V1 )= 3.022e-4 Lanczos/DInv=(855) MEM(KiB)=276247
 +    6:15|    32:25| Step 94 Time= 128.6779 Dt= 10.84916 Nodes=11217 Cells=22213 DOF=100288 RMS ERR= 9.016e-4 MAX ERR= 0.001961 TIME ERR(V1 )= 1.789e-4 Lanczos/DInv=(711) MEM(KiB)=276247
 +    6:19|    32:42| Step 95 Time= 141.3251 Dt= 12.64720 Nodes=11217 Cells=22213 DOF=100288 RMS ERR= 9.001e-4 MAX ERR= 0.001959 TIME ERR(V1 )= 1.998e-4 Lanczos/DInv=(589) MEM(KiB)=276247
 +    6:22|    33:00| Step 96 Time= 155.9420 Dt= 14.61685 Nodes=11217 Cells=22213 DOF=100288 RMS ERR= 8.988e-4 MAX ERR= 0.001958 TIME ERR(V1 )= 2.122e-4 Lanczos/DInv=(573) MEM(KiB)=276247
 +    6:25|    33:17| Step 97 Time= 172.7578 Dt= 16.81585 Nodes=11217 Cells=22213 DOF=100288 RMS ERR= 8.978e-4 MAX ERR= 0.001956 TIME ERR(V1 )= 2.162e-4 Lanczos/DInv=(567) MEM(KiB)=276247
 +    6:29|    33:38| Step 98 Time= 192.0759 Dt= 19.31803 Nodes=11217 Cells=22213 DOF=100288 RMS ERR= 8.971e-4 MAX ERR= 0.001955 TIME ERR(V1 )= 2.083e-4 Lanczos/DInv=(789) MEM(KiB)=276247
 +    6:33|    33:58| Step 99 Time= 200.0000 Dt= 7.924134 Nodes=11217 Cells=22213 DOF=100288 RMS ERR= 8.970e-4 MAX ERR= 0.001955 TIME ERR(V1 )= 1.431e-5 Lanczos/DInv=(713) MEM(KiB)=276247
 +    6:36|    34:15| Step 100 Time= 222.2555 Dt= 22.25555 Nodes=11217 Cells=22213 DOF=100288 RMS ERR= 8.968e-4 MAX ERR= 0.001955 TIME ERR(V1 )= 1.741e-4 Lanczos/DInv=(554) MEM(KiB)=276375
 +    6:40|    34:34| Step 101 Time= 248.2549 Dt= 25.99939 Nodes=11217 Cells=22213 DOF=100288 RMS ERR= 8.969e-4 MAX ERR= 0.001955 TIME ERR(V1 )= 1.111e-4 Lanczos/DInv=(749) MEM(KiB)=276375
 +    6:44|    34:56| Step 102 Time= 279.7661 Dt= 31.51117 Nodes=11217 Cells=22213 DOF=100288 RMS ERR= 8.970e-4 MAX ERR= 0.001955 TIME ERR(V1 )= 1.555e-4 Lanczos/DInv=(826) MEM(KiB)=276375
