FlexPDE Version 8.01n/W64  12:40:33 Mar  4 2025  Time:09:51:00 10/19/25  Microsoft Windows [Version 10.0.26100.6584]
Format:
 +   wall | charged | 
 +    1:34|     8:19| Step 19 Time= 0.229610 Dt= 0.030036 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.257e-4 MAX ERR= 3.653e-4 TIME ERR(V1 )= 2.690e-4 Lanczos/DInv=(344) MEM(KiB)=266602
 +    1:36|     8:30| Step 20 Time= 0.263558 Dt= 0.033948 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.439e-4 MAX ERR= 4.186e-4 TIME ERR(V1 )= 2.609e-4 Lanczos/DInv=(282) MEM(KiB)=266602
 +    1:38|     8:40| Step 21 Time= 0.302014 Dt= 0.038456 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.643e-4 MAX ERR= 4.781e-4 TIME ERR(V1 )= 2.567e-4 Lanczos/DInv=(259) MEM(KiB)=266602
 +    1:40|     8:51| Step 22 Time= 0.345629 Dt= 0.043615 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.871e-4 MAX ERR= 5.452e-4 TIME ERR(V1 )= 2.556e-4 Lanczos/DInv=(242) MEM(KiB)=266602
 +    1:43|     9:05| Step 23 Time= 0.395110 Dt= 0.049481 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 2.126e-4 MAX ERR= 6.204e-4 TIME ERR(V1 )= 2.538e-4 Lanczos/DInv=(445) MEM(KiB)=266602
 +    1:45|     9:16| Step 24 Time= 0.451276 Dt= 0.056166 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 2.411e-4 MAX ERR= 7.047e-4 TIME ERR(V1 )= 2.534e-4 Lanczos/DInv=(309) MEM(KiB)=266602
 +    1:47|     9:27| Step 25 Time= 0.515038 Dt= 0.063762 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 2.729e-4 MAX ERR= 7.988e-4 TIME ERR(V1 )= 2.529e-4 Lanczos/DInv=(317) MEM(KiB)=266602
 +    1:50|     9:39| Step 26 Time= 0.587433 Dt= 0.072395 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 3.084e-4 MAX ERR= 9.039e-4 TIME ERR(V1 )= 2.520e-4 Lanczos/DInv=(316) MEM(KiB)=266602
 +    1:52|     9:52| Step 27 Time= 0.669650 Dt= 0.082217 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 3.477e-4 MAX ERR= 0.001021 TIME ERR(V1 )= 2.510e-4 Lanczos/DInv=(395) MEM(KiB)=266602
 +    1:54|    10:04| Step 28 Time= 0.763051 Dt= 0.093401 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 3.913e-4 MAX ERR= 0.001151 TIME ERR(V1 )= 2.500e-4 Lanczos/DInv=(431) MEM(KiB)=266602
 +    1:57|    10:20| Step 29 Time= 0.869190 Dt= 0.106139 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 4.394e-4 MAX ERR= 0.001295 TIME ERR(V1 )= 2.496e-4 Lanczos/DInv=(536) MEM(KiB)=266602
 +    2:00|    10:35| Step 30 Time= 0.989815 Dt= 0.120625 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 4.923e-4 MAX ERR= 0.001453 TIME ERR(V1 )= 2.505e-4 Lanczos/DInv=(531) MEM(KiB)=266602
 +    2:03|    10:51| Step 31 Time= 1.126867 Dt= 0.137052 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 5.504e-4 MAX ERR= 0.001627 TIME ERR(V1 )= 2.533e-4 Lanczos/DInv=(550) MEM(KiB)=266602
 +    2:06|    11:06| Step 32 Time= 1.282456 Dt= 0.155589 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 6.136e-4 MAX ERR= 0.001817 TIME ERR(V1 )= 2.580e-4 Lanczos/DInv=(553) MEM(KiB)=266603
 +    2:11|    11:29| Step 33 Time= 1.458851 Dt= 0.176395 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 6.821e-4 MAX ERR= 0.002023 TIME ERR(V1 )= 2.641e-4 Lanczos/DInv=(853) MEM(KiB)=266603
 +    2:14|    11:45| Step 34 Time= 1.658491 Dt= 0.199640 Nodes=10584 Cells=21085 DOF=95005 RMS ERR= 7.734e-4 MAX ERR= 0.002224 TIME ERR(V1 )= 2.566e-4 Lanczos/DInv=(615) MEM(KiB)=266610
 +    2:18|    12:08| Step 35 Time= 1.884920 Dt= 0.226429 Nodes=10588 Cells=21092 DOF=95038 RMS ERR= 8.301e-4 MAX ERR= 0.002495 TIME ERR(V1 )= 0.001303 Lanczos/DInv=(956) MEM(KiB)=266634
 +    2:22|    12:28| Step 36 Time= 2.116472 Dt= 0.231552 Nodes=10595 Cells=21103 DOF=95092 RMS ERR= 8.883e-4 MAX ERR= 0.002401 TIME ERR(V1 )= 0.001204 Lanczos/DInv=(789) MEM(KiB)=266672
 +    2:26|    12:48| Step 37 Time= 2.354287 Dt= 0.237814 Nodes=10610 Cells=21130 DOF=95218 RMS ERR= 8.916e-4 MAX ERR= 0.002440 TIME ERR(V1 )= 0.001051 Lanczos/DInv=(816) MEM(KiB)=266762
 +    2:30|    13:09| Step 38 Time= 2.600406 Dt= 0.246120 Nodes=10622 Cells=21152 DOF=95320 RMS ERR= 8.937e-4 MAX ERR= 0.002470 TIME ERR(V1 )= 9.141e-4 Lanczos/DInv=(786) MEM(KiB)=266834
 +    2:34|    13:27| Step 39 Time= 2.857169 Dt= 0.256762 Nodes=10636 Cells=21176 DOF=95434 RMS ERR= 9.080e-4 MAX ERR= 0.002333 TIME ERR(V1 )= 0.001397 Lanczos/DInv=(622) MEM(KiB)=266915
 +    2:37|    13:43| Step 40 Time= 3.113931 Dt= 0.256762 Nodes=10650 Cells=21204 DOF=95560 RMS ERR= 0.001040 MAX ERR= 0.003112 TIME ERR(V1 )= 0.001585 Lanczos/DInv=(614) MEM(KiB)=267004
 +    2:40|    13:59| Step 41 Time= 3.377620 Dt= 0.263688 Nodes=10663 Cells=21217 DOF=95638 RMS ERR= 0.001151 MAX ERR= 0.003035 TIME ERR(V1 )= 0.001561 Lanczos/DInv=(606) MEM(KiB)=267059
 +    2:44|    14:17| Step 42 Time= 3.641308 Dt= 0.263688 Nodes=10725 Cells=21334 DOF=96175 RMS ERR= 0.001078 MAX ERR= 0.002991 TIME ERR(V1 )= 0.001149 Lanczos/DInv=(644) MEM(KiB)=267437
 +    2:47|    14:37| Step 43 Time= 3.915537 Dt= 0.274229 Nodes=10758 Cells=21393 DOF=96451 RMS ERR= 0.001153 MAX ERR= 0.003228 TIME ERR(V1 )= 0.001752 Lanczos/DInv=(799) MEM(KiB)=267630
 +    2:51|    14:55| Step 44 Time= 4.189766 Dt= 0.274229 Nodes=10797 Cells=21458 DOF=96763 RMS ERR= 0.001153 MAX ERR= 0.002915 TIME ERR(V1 )= 0.001324 Lanczos/DInv=(720) MEM(KiB)=267851
 +    2:55|    15:14| Step 45 Time= 4.471433 Dt= 0.281667 Nodes=10855 Cells=21565 DOF=97258 RMS ERR= 0.001156 MAX ERR= 0.002952 TIME ERR(V1 )= 0.001405 Lanczos/DInv=(721) MEM(KiB)=268197
 +    2:58|    15:33| Step 46 Time= 4.753099 Dt= 0.281667 Nodes=10900 Cells=21639 DOF=97615 RMS ERR= 0.001127 MAX ERR= 0.002762 TIME ERR(V1 )= 0.001617 Lanczos/DInv=(720) MEM(KiB)=268447
 +    3:03|    15:55| Step 47 Time= 5.042003 Dt= 0.288904 Nodes=10960 Cells=21753 DOF=98137 RMS ERR= 0.001085 MAX ERR= 0.002551 TIME ERR(V1 )= 0.001422 Lanczos/DInv=(845) MEM(KiB)=268816
 +    3:07|    16:16| Step 48 Time= 5.330907 Dt= 0.288904 Nodes=11004 Cells=21829 DOF=98497 RMS ERR= 0.001082 MAX ERR= 0.002523 TIME ERR(V1 )= 0.001337 Lanczos/DInv=(808) MEM(KiB)=270861
 +    3:10|    16:36| Step 49 Time= 5.630046 Dt= 0.299139 Nodes=11044 Cells=21897 DOF=98821 RMS ERR= 0.001090 MAX ERR= 0.002463 TIME ERR(V1 )= 0.001202 Lanczos/DInv=(761) MEM(KiB)=271091
 +    3:14|    16:56| Step 50 Time= 5.937304 Dt= 0.307257 Nodes=11092 Cells=21988 DOF=99238 RMS ERR= 0.001035 MAX ERR= 0.002379 TIME ERR(V1 )= 0.001268 Lanczos/DInv=(758) MEM(KiB)=271383
 +    3:18|    17:18| Step 51 Time= 6.251973 Dt= 0.314669 Nodes=11118 Cells=22035 DOF=99457 RMS ERR= 0.001081 MAX ERR= 0.002746 TIME ERR(V1 )= 0.001167 Lanczos/DInv=(800) MEM(KiB)=271537
 +    3:22|    17:37| Step 52 Time= 6.575712 Dt= 0.323739 Nodes=11153 Cells=22097 DOF=99748 RMS ERR= 0.001082 MAX ERR= 0.002651 TIME ERR(V1 )= 0.001056 Lanczos/DInv=(691) MEM(KiB)=271739
 +    3:26|    17:57| Step 53 Time= 6.910666 Dt= 0.334954 Nodes=11196 Cells=22173 DOF=100105 RMS ERR= 0.001048 MAX ERR= 0.002510 TIME ERR(V1 )= 9.792e-4 Lanczos/DInv=(792) MEM(KiB)=271988
 +    3:29|    18:15| Step 54 Time= 7.258716 Dt= 0.348050 Nodes=11230 Cells=22236 DOF=100396 RMS ERR= 0.001026 MAX ERR= 0.002449 TIME ERR(V1 )= 0.001147 Lanczos/DInv=(628) MEM(KiB)=272195
 +    3:33|    18:34| Step 55 Time= 7.617137 Dt= 0.358421 Nodes=11260 Cells=22289 DOF=100645 RMS ERR= 0.001011 MAX ERR= 0.002239 TIME ERR(V1 )= 0.001020 Lanczos/DInv=(675) MEM(KiB)=272367
 +    3:37|    18:53| Step 56 Time= 7.988702 Dt= 0.371566 Nodes=11279 Cells=22321 DOF=100798 RMS ERR= 0.001038 MAX ERR= 0.002344 TIME ERR(V1 )= 0.001050 Lanczos/DInv=(662) MEM(KiB)=272473
 +    3:40|    19:10| Step 57 Time= 8.373253 Dt= 0.384550 Nodes=11308 Cells=22372 DOF=101038 RMS ERR= 0.001040 MAX ERR= 0.002288 TIME ERR(V1 )= 8.573e-4 Lanczos/DInv=(664) MEM(KiB)=272642
 +    3:44|    19:28| Step 58 Time= 8.775943 Dt= 0.402691 Nodes=11339 Cells=22426 DOF=101293 RMS ERR= 0.001019 MAX ERR= 0.002273 TIME ERR(V1 )= 9.341e-4 Lanczos/DInv=(634) MEM(KiB)=272820
 +    3:47|    19:46| Step 59 Time= 9.195519 Dt= 0.419575 Nodes=11358 Cells=22461 DOF=101455 RMS ERR= 0.001024 MAX ERR= 0.002548 TIME ERR(V1 )= 8.978e-4 Lanczos/DInv=(623) MEM(KiB)=272931
 +    3:51|    20:06| Step 60 Time= 9.633697 Dt= 0.438178 Nodes=11373 Cells=22491 DOF=101590 RMS ERR= 0.001025 MAX ERR= 0.002229 TIME ERR(V1 )= 8.875e-4 Lanczos/DInv=(727) MEM(KiB)=273027
 +    3:54|    20:22| Step 61 Time= 10.00000 Dt= 0.366303 Nodes=11390 Cells=22520 DOF=101728 RMS ERR= 0.001011 MAX ERR= 0.002126 TIME ERR(V1 )= 4.561e-4 Lanczos/DInv=(592) MEM(KiB)=273123
 +    3:59|    20:43| Step 62 Time= 10.45792 Dt= 0.457916 Nodes=11398 Cells=22536 DOF=101800 RMS ERR= 0.001029 MAX ERR= 0.002228 TIME ERR(V1 )= 6.152e-4 Lanczos/DInv=(698) MEM(KiB)=277835
 +    4:02|    21:00| Step 63 Time= 10.94722 Dt= 0.489308 Nodes=11416 Cells=22568 DOF=101950 RMS ERR= 0.001019 MAX ERR= 0.002130 TIME ERR(V1 )= 6.709e-4 Lanczos/DInv=(635) MEM(KiB)=277940
 +    4:06|    21:17| Step 64 Time= 11.46726 Dt= 0.520033 Nodes=11426 Cells=22585 DOF=102031 RMS ERR= 0.001039 MAX ERR= 0.002219 TIME ERR(V1 )= 8.475e-4 Lanczos/DInv=(565) MEM(KiB)=277997
 +    4:10|    21:40| Step 65 Time= 12.01219 Dt= 0.544936 Nodes=11452 Cells=22630 DOF=102244 RMS ERR= 0.001026 MAX ERR= 0.002162 TIME ERR(V1 )= 7.975e-4 Lanczos/DInv=(866) MEM(KiB)=278143
 +    4:13|    21:57| Step 66 Time= 12.58530 Dt= 0.573103 Nodes=11469 Cells=22664 DOF=102397 RMS ERR= 0.001004 MAX ERR= 0.002093 TIME ERR(V1 )= 8.733e-4 Lanczos/DInv=(583) MEM(KiB)=278251
 +    4:17|    22:16| Step 67 Time= 13.18478 Dt= 0.599487 Nodes=11472 Cells=22670 DOF=102424 RMS ERR= 0.001017 MAX ERR= 0.002126 TIME ERR(V1 )= 7.176e-4 Lanczos/DInv=(602) MEM(KiB)=278270
 +    4:20|    22:32| Step 68 Time= 13.81929 Dt= 0.634506 Nodes=11482 Cells=22689 DOF=102511 RMS ERR= 0.001012 MAX ERR= 0.002040 TIME ERR(V1 )= 4.618e-4 Lanczos/DInv=(527) MEM(KiB)=278331
 +    4:23|    22:47| Step 69 Time= 14.50996 Dt= 0.690674 Nodes=11488 Cells=22701 DOF=102565 RMS ERR= 0.001013 MAX ERR= 0.002136 TIME ERR(V1 )= 5.553e-4 Lanczos/DInv=(496) MEM(KiB)=278370
 +    4:26|    23:05| Step 70 Time= 15.25280 Dt= 0.742838 Nodes=11491 Cells=22706 DOF=102589 RMS ERR= 0.001025 MAX ERR= 0.002061 TIME ERR(V1 )= 5.223e-4 Lanczos/DInv=(574) MEM(KiB)=278387
 +    4:29|    23:21| Step 71 Time= 16.05490 Dt= 0.802102 Nodes=11496 Cells=22715 DOF=102631 RMS ERR= 0.001028 MAX ERR= 0.002028 TIME ERR(V1 )= 4.507e-4 Lanczos/DInv=(566) MEM(KiB)=278416
 +    4:32|    23:37| Step 72 Time= 16.92942 Dt= 0.874511 Nodes=11503 Cells=22728 DOF=102691 RMS ERR= 0.001023 MAX ERR= 0.002040 TIME ERR(V1 )= 5.693e-4 Lanczos/DInv=(493) MEM(KiB)=278460
 +    4:36|    23:53| Step 73 Time= 17.86847 Dt= 0.939056 Nodes=11516 Cells=22749 DOF=102793 RMS ERR= 0.001017 MAX ERR= 0.002046 TIME ERR(V1 )= 6.062e-4 Lanczos/DInv=(517) MEM(KiB)=278533
 +    4:39|    24:09| Step 74 Time= 18.87284 Dt= 1.004364 Nodes=11534 Cells=22778 DOF=102934 RMS ERR= 0.001007 MAX ERR= 0.002051 TIME ERR(V1 )= 6.491e-4 Lanczos/DInv=(544) MEM(KiB)=278629
 +    4:42|    24:25| Step 75 Time= 20.00000 Dt= 1.127164 Nodes=11547 Cells=22804 DOF=103051 RMS ERR= 9.855e-4 MAX ERR= 0.001986 TIME ERR(V1 )= 7.563e-4 Lanczos/DInv=(554) MEM(KiB)=278711
 +    4:46|    24:43| Step 76 Time= 21.06963 Dt= 1.069627 Nodes=11547 Cells=22804 DOF=103051 RMS ERR= 9.909e-4 MAX ERR= 0.002003 TIME ERR(V1 )= 5.992e-4 Lanczos/DInv=(578) MEM(KiB)=280180
 +    4:50|    25:01| Step 77 Time= 22.21448 Dt= 1.144854 Nodes=11548 Cells=22806 DOF=103060 RMS ERR= 9.919e-4 MAX ERR= 0.002005 TIME ERR(V1 )= 2.499e-4 Lanczos/DInv=(651) MEM(KiB)=280187
 +    4:54|    25:23| Step 78 Time= 23.51547 Dt= 1.300985 Nodes=11549 Cells=22808 DOF=103069 RMS ERR= 9.929e-4 MAX ERR= 0.002009 TIME ERR(V1 )= 4.681e-4 Lanczos/DInv=(841) MEM(KiB)=280194
 +    4:58|    25:44| Step 79 Time= 24.93035 Dt= 1.414887 Nodes=11551 Cells=22812 DOF=103087 RMS ERR= 9.890e-4 MAX ERR= 0.002004 TIME ERR(V1 )= 6.270e-4 Lanczos/DInv=(777) MEM(KiB)=280207
 +    5:02|    26:03| Step 80 Time= 26.44044 Dt= 1.510088 Nodes=11553 Cells=22816 DOF=103105 RMS ERR= 9.838e-4 MAX ERR= 0.002004 TIME ERR(V1 )= 4.954e-4 Lanczos/DInv=(676) MEM(KiB)=280220
 +    5:05|    26:19| Step 81 Time= 28.07662 Dt= 1.636180 Nodes=11555 Cells=22820 DOF=103123 RMS ERR= 9.778e-4 MAX ERR= 0.002001 TIME ERR(V1 )= 5.294e-4 Lanczos/DInv=(543) MEM(KiB)=280233
 +    5:09|    26:38| Step 82 Time= 30.00000 Dt= 1.923379 Nodes=11556 Cells=22822 DOF=103132 RMS ERR= 9.739e-4 MAX ERR= 0.001953 TIME ERR(V1 )= 6.286e-4 Lanczos/DInv=(672) MEM(KiB)=280239
 +    5:13|    26:55| Step 83 Time= 31.76516 Dt= 1.765163 Nodes=11556 Cells=22822 DOF=103132 RMS ERR= 9.726e-4 MAX ERR= 0.001953 TIME ERR(V1 )= 3.864e-4 Lanczos/DInv=(560) MEM(KiB)=281477
 +    5:16|    27:13| Step 84 Time= 33.70977 Dt= 1.944605 Nodes=11556 Cells=22822 DOF=103132 RMS ERR= 9.707e-4 MAX ERR= 0.001952 TIME ERR(V1 )= 1.570e-4 Lanczos/DInv=(648) MEM(KiB)=281477
 +    5:20|    27:30| Step 85 Time= 36.00017 Dt= 2.290404 Nodes=11556 Cells=22822 DOF=103132 RMS ERR= 9.680e-4 MAX ERR= 0.001948 TIME ERR(V1 )= 6.829e-5 Lanczos/DInv=(562) MEM(KiB)=281477
 +    5:23|    27:47| Step 86 Time= 38.86318 Dt= 2.863005 Nodes=11556 Cells=22822 DOF=103132 RMS ERR= 9.643e-4 MAX ERR= 0.001942 TIME ERR(V1 )= 4.834e-5 Lanczos/DInv=(569) MEM(KiB)=281477
 +    5:27|    28:06| Step 87 Time= 40.00000 Dt= 1.136824 Nodes=11556 Cells=22822 DOF=103132 RMS ERR= 9.628e-4 MAX ERR= 0.001939 TIME ERR(V1 )= 1.766e-5 Lanczos/DInv=(712) MEM(KiB)=281477
 +    5:30|    28:23| Step 88 Time= 43.57876 Dt= 3.578756 Nodes=11556 Cells=22822 DOF=103132 RMS ERR= 9.579e-4 MAX ERR= 0.001931 TIME ERR(V1 )= 8.142e-5 Lanczos/DInv=(518) MEM(KiB)=281477
 +    5:34|    28:41| Step 89 Time= 48.05220 Dt= 4.473445 Nodes=11556 Cells=22822 DOF=103132 RMS ERR= 9.521e-4 MAX ERR= 0.001921 TIME ERR(V1 )= 8.351e-5 Lanczos/DInv=(625) MEM(KiB)=281477
 +    5:44|    29:36| Step 90 Time= 50.00000 Dt= 1.947799 Nodes=11556 Cells=22822 DOF=103132 RMS ERR= 9.497e-4 MAX ERR= 0.001917 TIME ERR(V1 )= 9.519e-6 Lanczos/DInv=(1000,1000,48) MEM(KiB)=281478
 +    5:48|    29:53| Step 91 Time= 55.59181 Dt= 5.591806 Nodes=11556 Cells=22822 DOF=103132 RMS ERR= 9.435e-4 MAX ERR= 0.001906 TIME ERR(V1 )= 1.744e-4 Lanczos/DInv=(537) MEM(KiB)=281735
 +    5:51|    30:10| Step 92 Time= 60.00000 Dt= 4.408194 Nodes=11556 Cells=22822 DOF=103132 RMS ERR= 9.392e-4 MAX ERR= 0.001899 TIME ERR(V1 )= 6.409e-5 Lanczos/DInv=(589) MEM(KiB)=281735
 +    5:56|    30:31| Step 93 Time= 66.59176 Dt= 6.591758 Nodes=11556 Cells=22822 DOF=103132 RMS ERR= 9.337e-4 MAX ERR= 0.001888 TIME ERR(V1 )= 2.004e-4 Lanczos/DInv=(758) MEM(KiB)=281735
 +    5:59|    30:48| Step 94 Time= 70.00000 Dt= 3.408242 Nodes=11556 Cells=22822 DOF=103132 RMS ERR= 9.311e-4 MAX ERR= 0.001883 TIME ERR(V1 )= 3.307e-5 Lanczos/DInv=(629) MEM(KiB)=281735
 +    6:04|    31:08| Step 95 Time= 77.61658 Dt= 7.616582 Nodes=11556 Cells=22822 DOF=103132 RMS ERR= 9.261e-4 MAX ERR= 0.001872 TIME ERR(V1 )= 2.726e-4 Lanczos/DInv=(739) MEM(KiB)=281735
 +    6:08|    31:29| Step 96 Time= 80.00000 Dt= 2.383418 Nodes=11556 Cells=22822 DOF=103132 RMS ERR= 9.247e-4 MAX ERR= 0.001869 TIME ERR(V1 )= 1.299e-5 Lanczos/DInv=(738) MEM(KiB)=281735
 +    6:11|    31:47| Step 97 Time= 90.00000 Dt= 10.00000 Nodes=11556 Cells=22822 DOF=103132 RMS ERR= 9.197e-4 MAX ERR= 0.001859 TIME ERR(V1 )= 3.937e-4 Lanczos/DInv=(543) MEM(KiB)=281735
 +    6:15|    32:05| Step 98 Time= 100.0000 Dt= 10.00000 Nodes=11556 Cells=22822 DOF=103132 RMS ERR= 9.158e-4 MAX ERR= 0.001851 TIME ERR(V1 )= 2.275e-4 Lanczos/DInv=(548) MEM(KiB)=281735
 +    6:18|    32:21| Step 99 Time= 108.6004 Dt= 8.600368 Nodes=11556 Cells=22822 DOF=103132 RMS ERR= 9.133e-4 MAX ERR= 0.001846 TIME ERR(V1 )= 1.532e-4 Lanczos/DInv=(486) MEM(KiB)=281735
 +    6:22|    32:39| Step 100 Time= 118.7500 Dt= 10.14966 Nodes=11556 Cells=22822 DOF=103132 RMS ERR= 9.110e-4 MAX ERR= 0.001842 TIME ERR(V1 )= 2.017e-4 Lanczos/DInv=(597) MEM(KiB)=281735
 +    6:25|    32:56| Step 101 Time= 130.4718 Dt= 11.72178 Nodes=11556 Cells=22822 DOF=103132 RMS ERR= 9.092e-4 MAX ERR= 0.001838 TIME ERR(V1 )= 2.076e-4 Lanczos/DInv=(602) MEM(KiB)=281735
 +    6:28|    33:14| Step 102 Time= 143.9795 Dt= 13.50769 Nodes=11556 Cells=22822 DOF=103132 RMS ERR= 9.079e-4 MAX ERR= 0.001836 TIME ERR(V1 )= 2.196e-4 Lanczos/DInv=(549) MEM(KiB)=281735
 +    6:31|    33:30| Step 103 Time= 159.4787 Dt= 15.49919 Nodes=11556 Cells=22822 DOF=103132 RMS ERR= 9.070e-4 MAX ERR= 0.001834 TIME ERR(V1 )= 2.235e-4 Lanczos/DInv=(542) MEM(KiB)=281735
