FlexPDE Version 8.01n/W64  12:40:33 Mar  4 2025  Time:10:15:47 10/19/25  Microsoft Windows [Version 10.0.26100.6584]
Format:
 +   wall | charged | 
 +    1:22|     7:15| Step 19 Time= 0.227546 Dt= 0.028814 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 7.311e-5 MAX ERR= 2.388e-4 TIME ERR(V1 )= 3.192e-4 Lanczos/DInv=(239) MEM(KiB)=267050
 +    1:24|     7:25| Step 20 Time= 0.259714 Dt= 0.032168 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 8.339e-5 MAX ERR= 2.724e-4 TIME ERR(V1 )= 2.985e-4 Lanczos/DInv=(245) MEM(KiB)=267050
 +    1:26|     7:34| Step 21 Time= 0.295800 Dt= 0.036086 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 9.484e-5 MAX ERR= 3.097e-4 TIME ERR(V1 )= 2.856e-4 Lanczos/DInv=(259) MEM(KiB)=267050
 +    1:28|     7:45| Step 22 Time= 0.336409 Dt= 0.040609 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.076e-4 MAX ERR= 3.513e-4 TIME ERR(V1 )= 2.779e-4 Lanczos/DInv=(253) MEM(KiB)=267050
 +    1:29|     7:55| Step 23 Time= 0.382199 Dt= 0.045790 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.218e-4 MAX ERR= 3.977e-4 TIME ERR(V1 )= 2.733e-4 Lanczos/DInv=(261) MEM(KiB)=267050
 +    1:32|     8:07| Step 24 Time= 0.433894 Dt= 0.051695 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.378e-4 MAX ERR= 4.497e-4 TIME ERR(V1 )= 2.704e-4 Lanczos/DInv=(333) MEM(KiB)=267050
 +    1:34|     8:19| Step 25 Time= 0.492301 Dt= 0.058407 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.558e-4 MAX ERR= 5.084e-4 TIME ERR(V1 )= 2.682e-4 Lanczos/DInv=(361) MEM(KiB)=267050
 +    1:36|     8:31| Step 26 Time= 0.558330 Dt= 0.066029 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.757e-4 MAX ERR= 5.733e-4 TIME ERR(V1 )= 2.663e-4 Lanczos/DInv=(323) MEM(KiB)=267050
 +    1:38|     8:41| Step 27 Time= 0.633014 Dt= 0.074684 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.972e-4 MAX ERR= 6.428e-4 TIME ERR(V1 )= 2.650e-4 Lanczos/DInv=(293) MEM(KiB)=267050
 +    1:41|     8:54| Step 28 Time= 0.717519 Dt= 0.084505 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 2.216e-4 MAX ERR= 7.222e-4 TIME ERR(V1 )= 2.722e-4 Lanczos/DInv=(414) MEM(KiB)=267050
 +    1:43|     9:06| Step 29 Time= 0.812948 Dt= 0.095430 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 2.488e-4 MAX ERR= 8.114e-4 TIME ERR(V1 )= 2.608e-4 Lanczos/DInv=(361) MEM(KiB)=267050
 +    1:45|     9:19| Step 30 Time= 0.921054 Dt= 0.108106 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 2.792e-4 MAX ERR= 9.104e-4 TIME ERR(V1 )= 2.704e-4 Lanczos/DInv=(420) MEM(KiB)=267050
 +    1:48|     9:30| Step 31 Time= 1.043195 Dt= 0.122141 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 3.129e-4 MAX ERR= 0.001020 TIME ERR(V1 )= 2.589e-4 Lanczos/DInv=(339) MEM(KiB)=267050
 +    1:50|     9:44| Step 32 Time= 1.181632 Dt= 0.138437 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 3.502e-4 MAX ERR= 0.001141 TIME ERR(V1 )= 2.630e-4 Lanczos/DInv=(487) MEM(KiB)=267051
 +    1:53|     9:58| Step 33 Time= 1.338358 Dt= 0.156726 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 3.910e-4 MAX ERR= 0.001273 TIME ERR(V1 )= 2.684e-4 Lanczos/DInv=(452) MEM(KiB)=267051
 +    1:56|    10:13| Step 34 Time= 1.515528 Dt= 0.177170 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 4.357e-4 MAX ERR= 0.001416 TIME ERR(V1 )= 2.748e-4 Lanczos/DInv=(456) MEM(KiB)=267051
 +    1:59|    10:28| Step 35 Time= 1.715463 Dt= 0.199936 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 4.844e-4 MAX ERR= 0.001573 TIME ERR(V1 )= 2.808e-4 Lanczos/DInv=(523) MEM(KiB)=267051
 +    2:01|    10:41| Step 36 Time= 1.940739 Dt= 0.225275 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 5.371e-4 MAX ERR= 0.001742 TIME ERR(V1 )= 2.846e-4 Lanczos/DInv=(489) MEM(KiB)=267051
 +    2:04|    10:55| Step 37 Time= 2.194314 Dt= 0.253575 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 5.937e-4 MAX ERR= 0.001922 TIME ERR(V1 )= 2.847e-4 Lanczos/DInv=(515) MEM(KiB)=267051
 +    2:06|    11:08| Step 38 Time= 2.479741 Dt= 0.285427 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 6.542e-4 MAX ERR= 0.002114 TIME ERR(V1 )= 2.794e-4 Lanczos/DInv=(375) MEM(KiB)=267051
 +    2:09|    11:21| Step 39 Time= 2.801453 Dt= 0.321712 Nodes=10584 Cells=21085 DOF=95005 RMS ERR= 7.169e-4 MAX ERR= 0.002123 TIME ERR(V1 )= 2.484e-4 Lanczos/DInv=(461) MEM(KiB)=267058
 +    2:13|    11:39| Step 40 Time= 3.167211 Dt= 0.365758 Nodes=10588 Cells=21092 DOF=95038 RMS ERR= 7.275e-4 MAX ERR= 0.002195 TIME ERR(V1 )= 8.164e-4 Lanczos/DInv=(757) MEM(KiB)=267082
 +    2:16|    11:58| Step 41 Time= 3.551333 Dt= 0.384122 Nodes=10592 Cells=21100 DOF=95074 RMS ERR= 7.409e-4 MAX ERR= 0.002116 TIME ERR(V1 )= 8.130e-4 Lanczos/DInv=(741) MEM(KiB)=267107
 +    2:19|    12:13| Step 42 Time= 3.954844 Dt= 0.403511 Nodes=10594 Cells=21102 DOF=95086 RMS ERR= 8.777e-4 MAX ERR= 0.002599 TIME ERR(V1 )= 6.670e-4 Lanczos/DInv=(534) MEM(KiB)=267115
 +    2:22|    12:30| Step 43 Time= 4.383850 Dt= 0.429006 Nodes=10606 Cells=21122 DOF=95182 RMS ERR= 9.412e-4 MAX ERR= 0.002564 TIME ERR(V1 )= 6.143e-4 Lanczos/DInv=(650) MEM(KiB)=267184
 +    2:26|    12:47| Step 44 Time= 4.842307 Dt= 0.458457 Nodes=10628 Cells=21162 DOF=95368 RMS ERR= 8.967e-4 MAX ERR= 0.002502 TIME ERR(V1 )= 6.759e-4 Lanczos/DInv=(671) MEM(KiB)=267316
 +    2:30|    13:09| Step 45 Time= 5.329332 Dt= 0.487025 Nodes=10643 Cells=21192 DOF=95503 RMS ERR= 8.794e-4 MAX ERR= 0.002416 TIME ERR(V1 )= 8.299e-4 Lanczos/DInv=(837) MEM(KiB)=267412
 +    2:33|    13:26| Step 46 Time= 5.840315 Dt= 0.510983 Nodes=10651 Cells=21200 DOF=95551 RMS ERR= 9.770e-4 MAX ERR= 0.002681 TIME ERR(V1 )= 8.341e-4 Lanczos/DInv=(654) MEM(KiB)=267446
 +    2:37|    13:44| Step 47 Time= 6.376272 Dt= 0.535957 Nodes=10678 Cells=21248 DOF=95776 RMS ERR= 9.218e-4 MAX ERR= 0.002325 TIME ERR(V1 )= 6.480e-4 Lanczos/DInv=(696) MEM(KiB)=267605
 +    2:40|    14:01| Step 48 Time= 6.947113 Dt= 0.570842 Nodes=10701 Cells=21292 DOF=95977 RMS ERR= 0.001008 MAX ERR= 0.002718 TIME ERR(V1 )= 9.609e-4 Lanczos/DInv=(645) MEM(KiB)=267746
 +    2:51|    14:59| Step 49 Time= 7.540918 Dt= 0.593805 Nodes=10726 Cells=21334 DOF=96178 RMS ERR= 0.001039 MAX ERR= 0.002774 TIME ERR(V1 )= 0.002398 Lanczos/DInv=(1000,1000,243) MEM(KiB)=267889
 +    2:55|    15:18| Step 50 Time= 8.134724 Dt= 0.593805 Nodes=10759 Cells=21392 DOF=96451 RMS ERR= 9.612e-4 MAX ERR= 0.002266 TIME ERR(V1 )= 0.007635 Lanczos/DInv=(785) MEM(KiB)=268082
 +    2:59|    15:41| Step 51 Time= 8.690517 Dt= 0.555793 Nodes=10785 Cells=21438 DOF=96667 RMS ERR= 9.624e-4 MAX ERR= 0.002391 TIME ERR(V1 )= 0.006531 Lanczos/DInv=(894) MEM(KiB)=268232
 +    3:03|    16:00| Step 52 Time= 9.217842 Dt= 0.527325 Nodes=10803 Cells=21472 DOF=96823 RMS ERR= 8.985e-4 MAX ERR= 0.002127 TIME ERR(V1 )= 0.001899 Lanczos/DInv=(674) MEM(KiB)=268343
 +    3:07|    16:22| Step 53 Time= 9.745167 Dt= 0.527325 Nodes=10812 Cells=21488 DOF=96898 RMS ERR= 8.979e-4 MAX ERR= 0.002288 TIME ERR(V1 )= 5.835e-4 Lanczos/DInv=(875) MEM(KiB)=268394
 +    3:12|    16:47| Step 54 Time= 10.00000 Dt= 0.254833 Nodes=10816 Cells=21493 DOF=96925 RMS ERR= 9.191e-4 MAX ERR= 0.002207 TIME ERR(V1 )= 9.813e-5 Lanczos/DInv=(1000) MEM(KiB)=268412
 +    3:17|    17:12| Step 55 Time= 10.56646 Dt= 0.566459 Nodes=10825 Cells=21511 DOF=97006 RMS ERR= 9.523e-4 MAX ERR= 0.002440 TIME ERR(V1 )= 5.958e-4 Lanczos/DInv=(1000) MEM(KiB)=271077
 +    3:22|    17:34| Step 56 Time= 11.17297 Dt= 0.606514 Nodes=10836 Cells=21529 DOF=97093 RMS ERR= 9.560e-4 MAX ERR= 0.002168 TIME ERR(V1 )= 8.063e-4 Lanczos/DInv=(867) MEM(KiB)=271137
 +    3:31|    18:19| Step 57 Time= 11.81042 Dt= 0.637444 Nodes=10851 Cells=21555 DOF=97216 RMS ERR= 9.539e-4 MAX ERR= 0.002237 TIME ERR(V1 )= 6.011e-4 Lanczos/DInv=(1000,816) MEM(KiB)=271222
 +    3:39|    19:00| Step 58 Time= 12.49256 Dt= 0.682143 Nodes=10872 Cells=21594 DOF=97396 RMS ERR= 9.378e-4 MAX ERR= 0.002394 TIME ERR(V1 )= 6.383e-4 Lanczos/DInv=(1000,747) MEM(KiB)=271349
 +    3:43|    19:21| Step 59 Time= 13.21979 Dt= 0.727228 Nodes=10885 Cells=21619 DOF=97510 RMS ERR= 9.074e-4 MAX ERR= 0.002403 TIME ERR(V1 )= 6.810e-4 Lanczos/DInv=(795) MEM(KiB)=271428
 +    3:52|    20:07| Step 60 Time= 13.99197 Dt= 0.772182 Nodes=10895 Cells=21636 DOF=97591 RMS ERR= 9.140e-4 MAX ERR= 0.002343 TIME ERR(V1 )= 6.705e-4 Lanczos/DInv=(1000,995) MEM(KiB)=271483
 +    3:56|    20:31| Step 61 Time= 14.81268 Dt= 0.820707 Nodes=10900 Cells=21644 DOF=97630 RMS ERR= 9.527e-4 MAX ERR= 0.002284 TIME ERR(V1 )= 6.140e-4 Lanczos/DInv=(973) MEM(KiB)=271511
 +    4:00|    20:53| Step 62 Time= 15.68975 Dt= 0.877076 Nodes=10916 Cells=21671 DOF=97759 RMS ERR= 9.494e-4 MAX ERR= 0.002211 TIME ERR(V1 )= 5.625e-4 Lanczos/DInv=(799) MEM(KiB)=271602
 +    4:04|    21:12| Step 63 Time= 16.63229 Dt= 0.942535 Nodes=10932 Cells=21697 DOF=97885 RMS ERR= 9.341e-4 MAX ERR= 0.002277 TIME ERR(V1 )= 6.244e-4 Lanczos/DInv=(775) MEM(KiB)=271687
 +    4:08|    21:31| Step 64 Time= 17.63850 Dt= 1.006210 Nodes=10945 Cells=21722 DOF=97999 RMS ERR= 8.958e-4 MAX ERR= 0.002245 TIME ERR(V1 )= 5.882e-4 Lanczos/DInv=(762) MEM(KiB)=271766
 +    4:12|    21:53| Step 65 Time= 18.71674 Dt= 1.078244 Nodes=10949 Cells=21729 DOF=98032 RMS ERR= 8.975e-4 MAX ERR= 0.002142 TIME ERR(V1 )= 5.803e-4 Lanczos/DInv=(922) MEM(KiB)=271789
 +    4:16|    22:13| Step 66 Time= 20.00000 Dt= 1.283258 Nodes=10955 Cells=21741 DOF=98086 RMS ERR= 8.648e-4 MAX ERR= 0.002025 TIME ERR(V1 )= 4.735e-4 Lanczos/DInv=(797) MEM(KiB)=271828
 +    4:21|    22:34| Step 67 Time= 21.15642 Dt= 1.156417 Nodes=10958 Cells=21747 DOF=98113 RMS ERR= 8.631e-4 MAX ERR= 0.002180 TIME ERR(V1 )= 3.393e-4 Lanczos/DInv=(827) MEM(KiB)=270671
 +    4:25|    22:54| Step 68 Time= 22.44193 Dt= 1.285512 Nodes=10960 Cells=21749 DOF=98125 RMS ERR= 8.785e-4 MAX ERR= 0.002223 TIME ERR(V1 )= 3.525e-4 Lanczos/DInv=(803) MEM(KiB)=270679
 +    4:29|    23:18| Step 69 Time= 23.86714 Dt= 1.425213 Nodes=10962 Cells=21753 DOF=98143 RMS ERR= 8.654e-4 MAX ERR= 0.002116 TIME ERR(V1 )= 2.174e-4 Lanczos/DInv=(917) MEM(KiB)=270692
 +    4:38|    24:03| Step 70 Time= 25.50371 Dt= 1.636567 Nodes=10968 Cells=21764 DOF=98194 RMS ERR= 8.235e-4 MAX ERR= 0.001937 TIME ERR(V1 )= 3.935e-4 Lanczos/DInv=(1000,825) MEM(KiB)=270727
 +    4:42|    24:23| Step 71 Time= 27.30441 Dt= 1.800702 Nodes=10968 Cells=21764 DOF=98194 RMS ERR= 8.237e-4 MAX ERR= 0.001929 TIME ERR(V1 )= 5.231e-4 Lanczos/DInv=(824) MEM(KiB)=270727
 +    4:46|    24:43| Step 72 Time= 29.24857 Dt= 1.944159 Nodes=10968 Cells=21764 DOF=98194 RMS ERR= 8.292e-4 MAX ERR= 0.002020 TIME ERR(V1 )= 1.490e-4 Lanczos/DInv=(802) MEM(KiB)=270727
 +    4:50|    25:03| Step 73 Time= 30.00000 Dt= 0.751430 Nodes=10969 Cells=21766 DOF=98203 RMS ERR= 8.155e-4 MAX ERR= 0.001949 TIME ERR(V1 )= 4.904e-5 Lanczos/DInv=(792) MEM(KiB)=270734
 +    4:54|    25:25| Step 74 Time= 32.29954 Dt= 2.299537 Nodes=10969 Cells=21766 DOF=98203 RMS ERR= 8.127e-4 MAX ERR= 0.001969 TIME ERR(V1 )= 6.574e-4 Lanczos/DInv=(840) MEM(KiB)=270339
 +    4:59|    25:49| Step 75 Time= 34.74656 Dt= 2.447020 Nodes=10969 Cells=21766 DOF=98203 RMS ERR= 8.100e-4 MAX ERR= 0.001980 TIME ERR(V1 )= 1.696e-4 Lanczos/DInv=(919) MEM(KiB)=270339
 +    5:03|    26:09| Step 76 Time= 37.61115 Dt= 2.864596 Nodes=10969 Cells=21766 DOF=98203 RMS ERR= 8.068e-4 MAX ERR= 0.002005 TIME ERR(V1 )= 1.127e-4 Lanczos/DInv=(776) MEM(KiB)=270339
 +    5:07|    26:30| Step 77 Time= 40.00000 Dt= 2.388847 Nodes=10970 Cells=21768 DOF=98212 RMS ERR= 7.976e-4 MAX ERR= 0.001986 TIME ERR(V1 )= 8.058e-5 Lanczos/DInv=(837) MEM(KiB)=270346
 +    5:11|    26:53| Step 78 Time= 43.46755 Dt= 3.467549 Nodes=10970 Cells=21768 DOF=98212 RMS ERR= 7.945e-4 MAX ERR= 0.001988 TIME ERR(V1 )= 2.485e-4 Lanczos/DInv=(785) MEM(KiB)=270990
 +    5:15|    27:10| Step 79 Time= 47.40970 Dt= 3.942146 Nodes=10970 Cells=21768 DOF=98212 RMS ERR= 7.910e-4 MAX ERR= 0.001987 TIME ERR(V1 )= 1.335e-4 Lanczos/DInv=(672) MEM(KiB)=270990
 +    5:18|    27:26| Step 80 Time= 50.00000 Dt= 2.590304 Nodes=10970 Cells=21768 DOF=98212 RMS ERR= 7.889e-4 MAX ERR= 0.001987 TIME ERR(V1 )= 2.290e-5 Lanczos/DInv=(540) MEM(KiB)=270990
 +    5:21|    27:43| Step 81 Time= 54.70495 Dt= 4.704947 Nodes=10970 Cells=21768 DOF=98212 RMS ERR= 7.856e-4 MAX ERR= 0.001987 TIME ERR(V1 )= 9.362e-5 Lanczos/DInv=(531) MEM(KiB)=270990
 +    5:24|    28:00| Step 82 Time= 60.00000 Dt= 5.295053 Nodes=10970 Cells=21768 DOF=98212 RMS ERR= 7.824e-4 MAX ERR= 0.001986 TIME ERR(V1 )= 9.854e-5 Lanczos/DInv=(629) MEM(KiB)=270990
 +    5:28|    28:17| Step 83 Time= 65.78697 Dt= 5.786968 Nodes=10970 Cells=21768 DOF=98212 RMS ERR= 7.797e-4 MAX ERR= 0.001986 TIME ERR(V1 )= 1.234e-4 Lanczos/DInv=(604) MEM(KiB)=270990
 +    5:31|    28:34| Step 84 Time= 70.00000 Dt= 4.213032 Nodes=10970 Cells=21768 DOF=98212 RMS ERR= 7.780e-4 MAX ERR= 0.001986 TIME ERR(V1 )= 7.300e-5 Lanczos/DInv=(540) MEM(KiB)=270990
 +    5:35|    28:53| Step 85 Time= 76.95184 Dt= 6.951845 Nodes=10970 Cells=21768 DOF=98212 RMS ERR= 7.757e-4 MAX ERR= 0.001987 TIME ERR(V1 )= 1.700e-4 Lanczos/DInv=(696) MEM(KiB)=270990
 +    5:38|    29:10| Step 86 Time= 80.00000 Dt= 3.048155 Nodes=10970 Cells=21768 DOF=98212 RMS ERR= 7.749e-4 MAX ERR= 0.001988 TIME ERR(V1 )= 1.446e-5 Lanczos/DInv=(632) MEM(KiB)=270990
 +    5:42|    29:30| Step 87 Time= 90.00000 Dt= 10.00000 Nodes=10970 Cells=21768 DOF=98212 RMS ERR= 7.725e-4 MAX ERR= 0.001990 TIME ERR(V1 )= 3.426e-4 Lanczos/DInv=(768) MEM(KiB)=271118
 +    5:47|    29:48| Step 88 Time= 100.0000 Dt= 10.00000 Nodes=10970 Cells=21768 DOF=98212 RMS ERR= 7.705e-4 MAX ERR= 0.001991 TIME ERR(V1 )= 2.189e-4 Lanczos/DInv=(780) MEM(KiB)=271118
 +    5:51|    30:09| Step 89 Time= 108.1363 Dt= 8.136295 Nodes=10970 Cells=21768 DOF=98212 RMS ERR= 7.691e-4 MAX ERR= 0.001991 TIME ERR(V1 )= 1.271e-4 Lanczos/DInv=(783) MEM(KiB)=271118
 +    5:55|    30:29| Step 90 Time= 117.8861 Dt= 9.749821 Nodes=10970 Cells=21768 DOF=98212 RMS ERR= 7.677e-4 MAX ERR= 0.001992 TIME ERR(V1 )= 1.800e-4 Lanczos/DInv=(798) MEM(KiB)=271120
 +    5:58|    30:48| Step 91 Time= 129.2459 Dt= 11.35981 Nodes=10970 Cells=21768 DOF=98212 RMS ERR= 7.666e-4 MAX ERR= 0.001992 TIME ERR(V1 )= 1.930e-4 Lanczos/DInv=(694) MEM(KiB)=271120
 +    6:02|    31:05| Step 92 Time= 142.4102 Dt= 13.16429 Nodes=10970 Cells=21768 DOF=98212 RMS ERR= 7.656e-4 MAX ERR= 0.001993 TIME ERR(V1 )= 2.260e-4 Lanczos/DInv=(710) MEM(KiB)=271120
 +    6:06|    31:25| Step 93 Time= 157.4828 Dt= 15.07254 Nodes=10970 Cells=21768 DOF=98212 RMS ERR= 7.649e-4 MAX ERR= 0.001993 TIME ERR(V1 )= 2.331e-4 Lanczos/DInv=(766) MEM(KiB)=271120
 +    6:10|    31:46| Step 94 Time= 174.7003 Dt= 17.21757 Nodes=10970 Cells=21768 DOF=98212 RMS ERR= 7.644e-4 MAX ERR= 0.001994 TIME ERR(V1 )= 2.422e-4 Lanczos/DInv=(818) MEM(KiB)=271120
 +    6:13|    32:06| Step 95 Time= 194.3115 Dt= 19.61121 Nodes=10970 Cells=21768 DOF=98212 RMS ERR= 7.640e-4 MAX ERR= 0.001995 TIME ERR(V1 )= 2.391e-4 Lanczos/DInv=(773) MEM(KiB)=271120
 +    6:17|    32:27| Step 96 Time= 200.0000 Dt= 5.688464 Nodes=10970 Cells=21768 DOF=98212 RMS ERR= 7.639e-4 MAX ERR= 0.001995 TIME ERR(V1 )= 6.837e-6 Lanczos/DInv=(823) MEM(KiB)=271120
 +    6:21|    32:45| Step 97 Time= 222.3591 Dt= 22.35907 Nodes=10970 Cells=21768 DOF=98212 RMS ERR= 7.638e-4 MAX ERR= 0.001996 TIME ERR(V1 )= 2.366e-4 Lanczos/DInv=(656) MEM(KiB)=271120
 +    6:25|    33:03| Step 98 Time= 247.8714 Dt= 25.51231 Nodes=10970 Cells=21768 DOF=98212 RMS ERR= 7.636e-4 MAX ERR= 0.001996 TIME ERR(V1 )= 1.131e-4 Lanczos/DInv=(701) MEM(KiB)=271120
 +    6:28|    33:20| Step 99 Time= 278.7439 Dt= 30.87257 Nodes=10970 Cells=21768 DOF=98212 RMS ERR= 7.635e-4 MAX ERR= 0.001996 TIME ERR(V1 )= 1.376e-4 Lanczos/DInv=(697) MEM(KiB)=271120
 +    6:32|    33:39| Step 100 Time= 300.0000 Dt= 21.25606 Nodes=10970 Cells=21768 DOF=98212 RMS ERR= 7.634e-4 MAX ERR= 0.001996 TIME ERR(V1 )= 3.524e-5 Lanczos/DInv=(712) MEM(KiB)=271120
 +    6:36|    33:59| Step 101 Time= 336.7540 Dt= 36.75401 Nodes=10970 Cells=21768 DOF=98212 RMS ERR= 7.633e-4 MAX ERR= 0.001996 TIME ERR(V1 )= 1.133e-4 Lanczos/DInv=(700) MEM(KiB)=271248
 +    6:40|    34:19| Step 102 Time= 381.2229 Dt= 44.46893 Nodes=10970 Cells=21768 DOF=98212 RMS ERR= 7.632e-4 MAX ERR= 0.001997 TIME ERR(V1 )= 1.227e-4 Lanczos/DInv=(726) MEM(KiB)=271248
