FlexPDE Version 8.01n/W64  12:40:33 Mar  4 2025  Time:10:27:16 10/19/25  Microsoft Windows [Version 10.0.26100.6584]
Format:
 +   wall | charged | 
 +    1:05|     5:37| Step 19 Time= 0.227299 Dt= 0.028560 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 7.451e-5 MAX ERR= 2.451e-4 TIME ERR(V1 )= 3.531e-4 Lanczos/DInv=(183) MEM(KiB)=266602
 +    1:06|     5:45| Step 20 Time= 0.258958 Dt= 0.031659 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 8.468e-5 MAX ERR= 2.785e-4 TIME ERR(V1 )= 3.235e-4 Lanczos/DInv=(151) MEM(KiB)=266602
 +    1:08|     5:53| Step 21 Time= 0.294270 Dt= 0.035312 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 9.592e-5 MAX ERR= 3.153e-4 TIME ERR(V1 )= 3.042e-4 Lanczos/DInv=(178) MEM(KiB)=266602
 +    1:09|     6:01| Step 22 Time= 0.333828 Dt= 0.039558 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.084e-4 MAX ERR= 3.560e-4 TIME ERR(V1 )= 2.920e-4 Lanczos/DInv=(138) MEM(KiB)=266602
 +    1:11|     6:09| Step 23 Time= 0.378274 Dt= 0.044445 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.222e-4 MAX ERR= 4.011e-4 TIME ERR(V1 )= 2.845e-4 Lanczos/DInv=(167) MEM(KiB)=266602
 +    1:12|     6:17| Step 24 Time= 0.428304 Dt= 0.050031 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.375e-4 MAX ERR= 4.511e-4 TIME ERR(V1 )= 2.797e-4 Lanczos/DInv=(164) MEM(KiB)=266602
 +    1:14|     6:26| Step 25 Time= 0.484692 Dt= 0.056387 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.545e-4 MAX ERR= 5.065e-4 TIME ERR(V1 )= 2.763e-4 Lanczos/DInv=(162) MEM(KiB)=266602
 +    1:16|     6:36| Step 26 Time= 0.548300 Dt= 0.063608 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.733e-4 MAX ERR= 5.676e-4 TIME ERR(V1 )= 2.735e-4 Lanczos/DInv=(223) MEM(KiB)=266602
 +    1:17|     6:44| Step 27 Time= 0.620106 Dt= 0.071806 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.942e-4 MAX ERR= 6.352e-4 TIME ERR(V1 )= 2.711e-4 Lanczos/DInv=(156) MEM(KiB)=266602
 +    1:19|     6:52| Step 28 Time= 0.701219 Dt= 0.081113 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 2.172e-4 MAX ERR= 7.096e-4 TIME ERR(V1 )= 2.689e-4 Lanczos/DInv=(172) MEM(KiB)=266602
 +    1:21|     7:01| Step 29 Time= 0.792901 Dt= 0.091682 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 2.425e-4 MAX ERR= 7.913e-4 TIME ERR(V1 )= 2.672e-4 Lanczos/DInv=(221) MEM(KiB)=266602
 +    1:23|     7:10| Step 30 Time= 0.896576 Dt= 0.103675 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 2.703e-4 MAX ERR= 8.808e-4 TIME ERR(V1 )= 2.665e-4 Lanczos/DInv=(216) MEM(KiB)=266602
 +    1:24|     7:20| Step 31 Time= 1.013834 Dt= 0.117258 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 3.007e-4 MAX ERR= 9.785e-4 TIME ERR(V1 )= 2.674e-4 Lanczos/DInv=(229) MEM(KiB)=266602
 +    1:26|     7:29| Step 32 Time= 1.146424 Dt= 0.132589 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 3.338e-4 MAX ERR= 0.001084 TIME ERR(V1 )= 2.701e-4 Lanczos/DInv=(258) MEM(KiB)=266603
 +    1:28|     7:40| Step 33 Time= 1.296239 Dt= 0.149815 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 3.702e-4 MAX ERR= 0.001198 TIME ERR(V1 )= 2.746e-4 Lanczos/DInv=(271) MEM(KiB)=266603
 +    1:30|     7:50| Step 34 Time= 1.465313 Dt= 0.169074 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 4.090e-4 MAX ERR= 0.001322 TIME ERR(V1 )= 2.804e-4 Lanczos/DInv=(278) MEM(KiB)=266603
 +    1:32|     8:01| Step 35 Time= 1.655835 Dt= 0.190522 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 4.505e-4 MAX ERR= 0.001451 TIME ERR(V1 )= 2.861e-4 Lanczos/DInv=(283) MEM(KiB)=266603
 +    1:34|     8:12| Step 36 Time= 1.870212 Dt= 0.214377 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 4.941e-4 MAX ERR= 0.001586 TIME ERR(V1 )= 2.903e-4 Lanczos/DInv=(313) MEM(KiB)=266603
 +    1:36|     8:23| Step 37 Time= 2.111176 Dt= 0.240963 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 5.402e-4 MAX ERR= 0.001727 TIME ERR(V1 )= 2.913e-4 Lanczos/DInv=(319) MEM(KiB)=266603
 +    1:38|     8:33| Step 38 Time= 2.381954 Dt= 0.270778 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 5.885e-4 MAX ERR= 0.001872 TIME ERR(V1 )= 2.876e-4 Lanczos/DInv=(275) MEM(KiB)=266603
 +    1:40|     8:44| Step 39 Time= 2.686517 Dt= 0.304563 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 6.385e-4 MAX ERR= 0.002019 TIME ERR(V1 )= 2.781e-4 Lanczos/DInv=(323) MEM(KiB)=266603
 +    1:42|     8:54| Step 40 Time= 3.029916 Dt= 0.343399 Nodes=10584 Cells=21085 DOF=95005 RMS ERR= 6.708e-4 MAX ERR= 0.002006 TIME ERR(V1 )= 2.507e-4 Lanczos/DInv=(301) MEM(KiB)=266610
 +    1:44|     9:05| Step 41 Time= 3.420064 Dt= 0.390148 Nodes=10585 Cells=21086 DOF=95011 RMS ERR= 7.147e-4 MAX ERR= 0.002046 TIME ERR(V1 )= 2.343e-4 Lanczos/DInv=(271) MEM(KiB)=266615
 +    1:46|     9:15| Step 42 Time= 3.865561 Dt= 0.445497 Nodes=10586 Cells=21088 DOF=95020 RMS ERR= 7.553e-4 MAX ERR= 0.002139 TIME ERR(V1 )= 2.323e-4 Lanczos/DInv=(268) MEM(KiB)=266621
 +    1:49|     9:27| Step 43 Time= 4.374585 Dt= 0.509025 Nodes=10590 Cells=21094 DOF=95050 RMS ERR= 7.773e-4 MAX ERR= 0.002182 TIME ERR(V1 )= 3.016e-4 Lanczos/DInv=(284) MEM(KiB)=266642
 +    1:51|     9:37| Step 44 Time= 4.945169 Dt= 0.570584 Nodes=10596 Cells=21104 DOF=95098 RMS ERR= 7.911e-4 MAX ERR= 0.002099 TIME ERR(V1 )= 3.959e-4 Lanczos/DInv=(304) MEM(KiB)=266678
 +    1:53|     9:48| Step 45 Time= 5.572722 Dt= 0.627552 Nodes=10606 Cells=21122 DOF=95182 RMS ERR= 8.021e-4 MAX ERR= 0.002172 TIME ERR(V1 )= 4.953e-4 Lanczos/DInv=(328) MEM(KiB)=266736
 +    1:55|    10:00| Step 46 Time= 6.252679 Dt= 0.679958 Nodes=10618 Cells=21146 DOF=95290 RMS ERR= 7.278e-4 MAX ERR= 0.002092 TIME ERR(V1 )= 5.625e-4 Lanczos/DInv=(321) MEM(KiB)=266813
 +    1:57|    10:12| Step 47 Time= 6.983387 Dt= 0.730707 Nodes=10622 Cells=21152 DOF=95320 RMS ERR= 7.585e-4 MAX ERR= 0.002120 TIME ERR(V1 )= 5.939e-4 Lanczos/DInv=(388) MEM(KiB)=266835
 +    2:00|    10:24| Step 48 Time= 7.765923 Dt= 0.782536 Nodes=10625 Cells=21158 DOF=95347 RMS ERR= 7.510e-4 MAX ERR= 0.002078 TIME ERR(V1 )= 5.948e-4 Lanczos/DInv=(365) MEM(KiB)=266854
 +    2:02|    10:36| Step 49 Time= 8.603884 Dt= 0.837961 Nodes=10626 Cells=21160 DOF=95356 RMS ERR= 7.741e-4 MAX ERR= 0.002018 TIME ERR(V1 )= 5.737e-4 Lanczos/DInv=(387) MEM(KiB)=266860
 +    2:04|    10:48| Step 50 Time= 9.503251 Dt= 0.899367 Nodes=10627 Cells=21161 DOF=95362 RMS ERR= 8.106e-4 MAX ERR= 0.002091 TIME ERR(V1 )= 5.377e-4 Lanczos/DInv=(359) MEM(KiB)=266864
 +    2:07|    10:59| Step 51 Time= 10.00000 Dt= 0.496749 Nodes=10628 Cells=21163 DOF=95371 RMS ERR= 8.155e-4 MAX ERR= 0.002043 TIME ERR(V1 )= 1.012e-4 Lanczos/DInv=(385) MEM(KiB)=266870
 +    2:10|    11:13| Step 52 Time= 10.96929 Dt= 0.969291 Nodes=10630 Cells=21166 DOF=95386 RMS ERR= 8.393e-4 MAX ERR= 0.002098 TIME ERR(V1 )= 4.472e-4 Lanczos/DInv=(391) MEM(KiB)=267734
 +    2:12|    11:27| Step 53 Time= 12.02664 Dt= 1.057352 Nodes=10634 Cells=21173 DOF=95419 RMS ERR= 8.458e-4 MAX ERR= 0.002172 TIME ERR(V1 )= 3.172e-4 Lanczos/DInv=(479) MEM(KiB)=267756
 +    2:15|    11:41| Step 54 Time= 13.20762 Dt= 1.180981 Nodes=10636 Cells=21177 DOF=95437 RMS ERR= 8.479e-4 MAX ERR= 0.001931 TIME ERR(V1 )= 3.354e-4 Lanczos/DInv=(544) MEM(KiB)=267769
 +    2:18|    11:54| Step 55 Time= 14.52150 Dt= 1.313879 Nodes=10636 Cells=21177 DOF=95437 RMS ERR= 8.770e-4 MAX ERR= 0.002039 TIME ERR(V1 )= 3.176e-4 Lanczos/DInv=(385) MEM(KiB)=267769
 +    2:21|    12:09| Step 56 Time= 15.98888 Dt= 1.467381 Nodes=10640 Cells=21185 DOF=95473 RMS ERR= 8.882e-4 MAX ERR= 0.002111 TIME ERR(V1 )= 3.001e-4 Lanczos/DInv=(562) MEM(KiB)=267795
 +    2:24|    12:25| Step 57 Time= 17.63434 Dt= 1.645455 Nodes=10645 Cells=21195 DOF=95518 RMS ERR= 8.891e-4 MAX ERR= 0.002208 TIME ERR(V1 )= 3.262e-4 Lanczos/DInv=(591) MEM(KiB)=267825
 +    2:27|    12:41| Step 58 Time= 19.46857 Dt= 1.834228 Nodes=10651 Cells=21204 DOF=95563 RMS ERR= 9.018e-4 MAX ERR= 0.002140 TIME ERR(V1 )= 2.955e-4 Lanczos/DInv=(602) MEM(KiB)=267858
 +    2:30|    12:56| Step 59 Time= 20.00000 Dt= 0.531434 Nodes=10658 Cells=21216 DOF=95620 RMS ERR= 8.756e-4 MAX ERR= 0.002033 TIME ERR(V1 )= 4.425e-5 Lanczos/DInv=(535) MEM(KiB)=267898
 +    2:34|    13:13| Step 60 Time= 22.05910 Dt= 2.059102 Nodes=10662 Cells=21223 DOF=95653 RMS ERR= 9.095e-4 MAX ERR= 0.002232 TIME ERR(V1 )= 6.916e-4 Lanczos/DInv=(613) MEM(KiB)=268455
 +    2:37|    13:29| Step 61 Time= 24.24342 Dt= 2.184319 Nodes=10672 Cells=21240 DOF=95734 RMS ERR= 9.051e-4 MAX ERR= 0.002217 TIME ERR(V1 )= 2.478e-4 Lanczos/DInv=(610) MEM(KiB)=268510
 +    2:40|    13:44| Step 62 Time= 26.72720 Dt= 2.483780 Nodes=10683 Cells=21260 DOF=95827 RMS ERR= 8.924e-4 MAX ERR= 0.002174 TIME ERR(V1 )= 2.392e-4 Lanczos/DInv=(519) MEM(KiB)=268575
 +    2:43|    14:01| Step 63 Time= 30.00000 Dt= 3.272799 Nodes=10696 Cells=21283 DOF=95935 RMS ERR= 8.518e-4 MAX ERR= 0.002177 TIME ERR(V1 )= 4.913e-4 Lanczos/DInv=(648) MEM(KiB)=268651
 +    2:47|    14:19| Step 64 Time= 32.83178 Dt= 2.831781 Nodes=10702 Cells=21295 DOF=95989 RMS ERR= 8.137e-4 MAX ERR= 0.002133 TIME ERR(V1 )= 2.351e-4 Lanczos/DInv=(638) MEM(KiB)=266393
 +    2:50|    14:36| Step 65 Time= 36.06440 Dt= 3.232619 Nodes=10704 Cells=21299 DOF=96007 RMS ERR= 7.860e-4 MAX ERR= 0.001993 TIME ERR(V1 )= 3.180e-4 Lanczos/DInv=(633) MEM(KiB)=266406
 +    2:54|    14:53| Step 66 Time= 40.00000 Dt= 3.935600 Nodes=10704 Cells=21299 DOF=96007 RMS ERR= 8.019e-4 MAX ERR= 0.002126 TIME ERR(V1 )= 2.204e-4 Lanczos/DInv=(636) MEM(KiB)=266407
 +    2:57|    15:08| Step 67 Time= 43.60995 Dt= 3.609949 Nodes=10706 Cells=21303 DOF=96025 RMS ERR= 7.318e-4 MAX ERR= 0.001951 TIME ERR(V1 )= 1.005e-4 Lanczos/DInv=(550) MEM(KiB)=267974
 +    3:00|    15:24| Step 68 Time= 48.02289 Dt= 4.412943 Nodes=10706 Cells=21303 DOF=96025 RMS ERR= 7.104e-4 MAX ERR= 0.001912 TIME ERR(V1 )= 1.830e-4 Lanczos/DInv=(566) MEM(KiB)=267974
 +    3:03|    15:39| Step 69 Time= 50.00000 Dt= 1.977108 Nodes=10706 Cells=21303 DOF=96025 RMS ERR= 7.000e-4 MAX ERR= 0.001889 TIME ERR(V1 )= 1.036e-5 Lanczos/DInv=(523) MEM(KiB)=267974
 +    3:07|    15:54| Step 70 Time= 55.13519 Dt= 5.135194 Nodes=10706 Cells=21303 DOF=96025 RMS ERR= 6.731e-4 MAX ERR= 0.001826 TIME ERR(V1 )= 1.369e-4 Lanczos/DInv=(570) MEM(KiB)=267086
 +    3:10|    16:08| Step 71 Time= 60.00000 Dt= 4.864806 Nodes=10706 Cells=21303 DOF=96025 RMS ERR= 6.481e-4 MAX ERR= 0.001764 TIME ERR(V1 )= 7.892e-5 Lanczos/DInv=(517) MEM(KiB)=267086
 +    3:14|    16:26| Step 72 Time= 66.11593 Dt= 6.115926 Nodes=10706 Cells=21303 DOF=96025 RMS ERR= 6.181e-4 MAX ERR= 0.001689 TIME ERR(V1 )= 1.481e-4 Lanczos/DInv=(724) MEM(KiB)=267086
 +    3:16|    16:40| Step 73 Time= 70.00000 Dt= 3.884074 Nodes=10706 Cells=21303 DOF=96025 RMS ERR= 6.001e-4 MAX ERR= 0.001644 TIME ERR(V1 )= 3.896e-5 Lanczos/DInv=(462) MEM(KiB)=267086
 +    3:20|    16:55| Step 74 Time= 77.23745 Dt= 7.237447 Nodes=10706 Cells=21303 DOF=96025 RMS ERR= 5.692e-4 MAX ERR= 0.001566 TIME ERR(V1 )= 1.953e-4 Lanczos/DInv=(456) MEM(KiB)=267214
 +    3:22|    17:08| Step 75 Time= 80.00000 Dt= 2.762553 Nodes=10706 Cells=21303 DOF=96025 RMS ERR= 5.584e-4 MAX ERR= 0.001539 TIME ERR(V1 )= 1.233e-5 Lanczos/DInv=(431) MEM(KiB)=267214
 +    3:25|    17:22| Step 76 Time= 90.00000 Dt= 10.00000 Nodes=10706 Cells=21303 DOF=96025 RMS ERR= 5.232e-4 MAX ERR= 0.001448 TIME ERR(V1 )= 3.466e-4 Lanczos/DInv=(447) MEM(KiB)=267214
 +    3:28|    17:37| Step 77 Time= 100.0000 Dt= 10.00000 Nodes=10706 Cells=21303 DOF=96025 RMS ERR= 4.936e-4 MAX ERR= 0.001370 TIME ERR(V1 )= 2.113e-4 Lanczos/DInv=(452) MEM(KiB)=267214
 +    3:31|    17:50| Step 78 Time= 108.3794 Dt= 8.379379 Nodes=10706 Cells=21303 DOF=96025 RMS ERR= 4.723e-4 MAX ERR= 0.001314 TIME ERR(V1 )= 1.320e-4 Lanczos/DInv=(456) MEM(KiB)=267214
 +    3:34|    18:04| Step 79 Time= 118.3893 Dt= 10.00995 Nodes=10706 Cells=21303 DOF=96025 RMS ERR= 4.504e-4 MAX ERR= 0.001255 TIME ERR(V1 )= 1.815e-4 Lanczos/DInv=(491) MEM(KiB)=267214
 +    3:37|    18:18| Step 80 Time= 130.0446 Dt= 11.65529 Nodes=10706 Cells=21303 DOF=96025 RMS ERR= 4.287e-4 MAX ERR= 0.001196 TIME ERR(V1 )= 1.921e-4 Lanczos/DInv=(459) MEM(KiB)=267214
 +    3:39|    18:31| Step 81 Time= 143.5559 Dt= 13.51132 Nodes=10706 Cells=21303 DOF=96025 RMS ERR= 4.077e-4 MAX ERR= 0.001138 TIME ERR(V1 )= 2.119e-4 Lanczos/DInv=(469) MEM(KiB)=267214
 +    3:42|    18:44| Step 82 Time= 159.1017 Dt= 15.54577 Nodes=10706 Cells=21303 DOF=96025 RMS ERR= 3.878e-4 MAX ERR= 0.001083 TIME ERR(V1 )= 2.263e-4 Lanczos/DInv=(442) MEM(KiB)=267214
 +    3:45|    18:59| Step 83 Time= 176.8990 Dt= 17.79732 Nodes=10706 Cells=21303 DOF=96025 RMS ERR= 3.692e-4 MAX ERR= 0.001031 TIME ERR(V1 )= 2.318e-4 Lanczos/DInv=(538) MEM(KiB)=267214
 +    3:48|    19:13| Step 84 Time= 200.0000 Dt= 23.10097 Nodes=10706 Cells=21303 DOF=96025 RMS ERR= 3.501e-4 MAX ERR= 9.778e-4 TIME ERR(V1 )= 3.118e-4 Lanczos/DInv=(453) MEM(KiB)=267214
 +    3:51|    19:29| Step 85 Time= 220.3382 Dt= 20.33816 Nodes=10706 Cells=21303 DOF=96025 RMS ERR= 3.367e-4 MAX ERR= 9.401e-4 TIME ERR(V1 )= 1.484e-4 Lanczos/DInv=(548) MEM(KiB)=267214
 +    3:54|    19:46| Step 86 Time= 244.4017 Dt= 24.06358 Nodes=10706 Cells=21303 DOF=96025 RMS ERR= 3.240e-4 MAX ERR= 9.039e-4 TIME ERR(V1 )= 1.664e-4 Lanczos/DInv=(624) MEM(KiB)=267214
 +    3:58|    20:03| Step 87 Time= 272.6138 Dt= 28.21203 Nodes=10706 Cells=21303 DOF=96025 RMS ERR= 3.121e-4 MAX ERR= 8.700e-4 TIME ERR(V1 )= 1.490e-4 Lanczos/DInv=(674) MEM(KiB)=267214
 +    4:01|    20:19| Step 88 Time= 300.0000 Dt= 27.38623 Nodes=10706 Cells=21303 DOF=96025 RMS ERR= 3.029e-4 MAX ERR= 8.438e-4 TIME ERR(V1 )= 8.859e-5 Lanczos/DInv=(650) MEM(KiB)=267214
 +    4:05|    20:37| Step 89 Time= 333.3691 Dt= 33.36911 Nodes=10706 Cells=21303 DOF=96025 RMS ERR= 2.940e-4 MAX ERR= 8.182e-4 TIME ERR(V1 )= 1.014e-4 Lanczos/DInv=(630) MEM(KiB)=267343
 +    4:08|    20:54| Step 90 Time= 374.1277 Dt= 40.75858 Nodes=10706 Cells=21303 DOF=96025 RMS ERR= 2.855e-4 MAX ERR= 7.938e-4 TIME ERR(V1 )= 1.071e-4 Lanczos/DInv=(650) MEM(KiB)=267344
 +    4:11|    21:11| Step 91 Time= 400.0000 Dt= 25.87231 Nodes=10706 Cells=21303 DOF=96025 RMS ERR= 2.812e-4 MAX ERR= 7.814e-4 TIME ERR(V1 )= 2.338e-5 Lanczos/DInv=(643) MEM(KiB)=267344
 +    4:15|    21:29| Step 92 Time= 449.5524 Dt= 49.55238 Nodes=10706 Cells=21303 DOF=96025 RMS ERR= 2.745e-4 MAX ERR= 7.622e-4 TIME ERR(V1 )= 1.041e-4 Lanczos/DInv=(639) MEM(KiB)=267344
 +    4:18|    21:46| Step 93 Time= 500.0000 Dt= 50.44762 Nodes=10706 Cells=21303 DOF=96025 RMS ERR= 2.692e-4 MAX ERR= 7.472e-4 TIME ERR(V1 )= 6.196e-5 Lanczos/DInv=(651) MEM(KiB)=267344
 +    4:22|    22:03| Step 94 Time= 560.3899 Dt= 60.38987 Nodes=10706 Cells=21303 DOF=96025 RMS ERR= 2.644e-4 MAX ERR= 7.334e-4 TIME ERR(V1 )= 8.088e-5 Lanczos/DInv=(631) MEM(KiB)=267344
 +    4:25|    22:20| Step 95 Time= 600.0000 Dt= 39.61013 Nodes=10706 Cells=21303 DOF=96025 RMS ERR= 2.619e-4 MAX ERR= 7.263e-4 TIME ERR(V1 )= 2.033e-5 Lanczos/DInv=(640) MEM(KiB)=267344
 +    4:29|    22:36| Step 96 Time= 675.2451 Dt= 75.24506 Nodes=10706 Cells=21303 DOF=96025 RMS ERR= 2.582e-4 MAX ERR= 7.156e-4 TIME ERR(V1 )= 9.039e-5 Lanczos/DInv=(640) MEM(KiB)=266704
 +    4:32|    22:54| Step 97 Time= 700.0000 Dt= 24.75494 Nodes=10706 Cells=21303 DOF=96025 RMS ERR= 2.572e-4 MAX ERR= 7.128e-4 TIME ERR(V1 )= 2.915e-6 Lanczos/DInv=(654) MEM(KiB)=266704
 +    4:36|    23:12| Step 98 Time= 800.0000 Dt= 100.0000 Nodes=10706 Cells=21303 DOF=96025 RMS ERR= 2.539e-4 MAX ERR= 7.036e-4 TIME ERR(V1 )= 1.185e-4 Lanczos/DInv=(672) MEM(KiB)=266704
 +    4:40|    23:30| Step 99 Time= 900.0000 Dt= 100.0000 Nodes=10706 Cells=21303 DOF=96025 RMS ERR= 2.516e-4 MAX ERR= 6.969e-4 TIME ERR(V1 )= 5.897e-5 Lanczos/DInv=(693) MEM(KiB)=266576
 +    4:44|    23:47| Step 100 Time= 1000.000 Dt= 100.0000 Nodes=10706 Cells=21303 DOF=96025 RMS ERR= 2.499e-4 MAX ERR= 6.921e-4 TIME ERR(V1 )= 5.467e-5 Lanczos/DInv=(676) MEM(KiB)=266576
 +    4:48|    24:05| Step 101 Time= 1092.835 Dt= 92.83537 Nodes=10706 Cells=21303 DOF=96025 RMS ERR= 2.487e-4 MAX ERR= 6.888e-4 TIME ERR(V1 )= 3.566e-5 Lanczos/DInv=(671) MEM(KiB)=266576
