FlexPDE Version 8.01n/W64  12:40:33 Mar  4 2025  Time:10:35:22 10/19/25  Microsoft Windows [Version 10.0.26100.6584]
Format:
 +   wall | charged | 
 +    0:57|     4:04| Step 19 Time= 0.227165 Dt= 0.028426 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 8.405e-6 MAX ERR= 2.276e-5 TIME ERR(V1 )= 3.815e-4 Orthomin/ILU=(36) MEM(KiB)=267138
 +    0:58|     4:11| Step 20 Time= 0.258508 Dt= 0.031343 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 9.078e-6 MAX ERR= 2.454e-5 TIME ERR(V1 )= 3.442e-4 Orthomin/ILU=(36) MEM(KiB)=267139
 +    1:00|     4:17| Step 21 Time= 0.293315 Dt= 0.034807 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 9.787e-6 MAX ERR= 2.640e-5 TIME ERR(V1 )= 3.194e-4 Orthomin/ILU=(38) MEM(KiB)=267139
 +    1:01|     4:23| Step 22 Time= 0.332173 Dt= 0.038858 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.054e-5 MAX ERR= 2.836e-5 TIME ERR(V1 )= 3.035e-4 Orthomin/ILU=(39) MEM(KiB)=267139
 +    1:02|     4:28| Step 23 Time= 0.375710 Dt= 0.043538 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.133e-5 MAX ERR= 3.041e-5 TIME ERR(V1 )= 2.934e-4 Orthomin/ILU=(39) MEM(KiB)=267139
 +    1:04|     4:34| Step 24 Time= 0.424611 Dt= 0.048900 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.216e-5 MAX ERR= 3.257e-5 TIME ERR(V1 )= 2.869e-4 Orthomin/ILU=(39) MEM(KiB)=267139
 +    1:05|     4:41| Step 25 Time= 0.479623 Dt= 0.055012 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.303e-5 MAX ERR= 3.480e-5 TIME ERR(V1 )= 2.824e-4 Orthomin/ILU=(39) MEM(KiB)=267139
 +    1:07|     4:47| Step 26 Time= 0.541580 Dt= 0.061958 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.393e-5 MAX ERR= 3.712e-5 TIME ERR(V1 )= 2.790e-4 Orthomin/ILU=(40) MEM(KiB)=267139
 +    1:08|     4:53| Step 27 Time= 0.611423 Dt= 0.069842 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.485e-5 MAX ERR= 3.948e-5 TIME ERR(V1 )= 2.761e-4 Orthomin/ILU=(43) MEM(KiB)=267139
 +    1:09|     4:59| Step 28 Time= 0.690213 Dt= 0.078790 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.579e-5 MAX ERR= 4.186e-5 TIME ERR(V1 )= 2.736e-4 Orthomin/ILU=(44) MEM(KiB)=267139
 +    1:11|     5:05| Step 29 Time= 0.779157 Dt= 0.088944 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.673e-5 MAX ERR= 4.423e-5 TIME ERR(V1 )= 2.716e-4 Orthomin/ILU=(62) MEM(KiB)=267139
 +    1:13|     5:12| Step 30 Time= 0.879615 Dt= 0.100458 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.766e-5 MAX ERR= 4.654e-5 TIME ERR(V1 )= 2.707e-4 Orthomin/ILU=(63) MEM(KiB)=267139
 +    1:14|     5:19| Step 31 Time= 0.993105 Dt= 0.113490 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.855e-5 MAX ERR= 4.875e-5 TIME ERR(V1 )= 2.713e-4 Orthomin/ILU=(64) MEM(KiB)=267139
 +    1:16|     5:25| Step 32 Time= 1.121300 Dt= 0.128194 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.939e-5 MAX ERR= 5.081e-5 TIME ERR(V1 )= 2.736e-4 Orthomin/ILU=(63) MEM(KiB)=267140
 +    1:17|     5:31| Step 33 Time= 1.266011 Dt= 0.144711 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 2.016e-5 MAX ERR= 5.266e-5 TIME ERR(V1 )= 2.779e-4 Orthomin/ILU=(65) MEM(KiB)=267140
 +    1:19|     5:38| Step 34 Time= 1.429186 Dt= 0.163174 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 2.084e-5 MAX ERR= 5.426e-5 TIME ERR(V1 )= 2.834e-4 Orthomin/ILU=(64) MEM(KiB)=267140
 +    1:21|     5:44| Step 35 Time= 1.612914 Dt= 0.183729 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 2.140e-5 MAX ERR= 5.557e-5 TIME ERR(V1 )= 2.893e-4 Orthomin/ILU=(64) MEM(KiB)=267140
 +    1:22|     5:51| Step 36 Time= 1.819480 Dt= 0.206566 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 2.185e-5 MAX ERR= 5.655e-5 TIME ERR(V1 )= 2.940e-4 Orthomin/ILU=(64) MEM(KiB)=267140
 +    1:24|     5:57| Step 37 Time= 2.051454 Dt= 0.231973 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 2.218e-5 MAX ERR= 5.720e-5 TIME ERR(V1 )= 2.959e-4 Orthomin/ILU=(64) MEM(KiB)=267140
 +    1:26|     6:03| Step 38 Time= 2.311839 Dt= 0.260386 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 2.237e-5 MAX ERR= 5.751e-5 TIME ERR(V1 )= 2.934e-4 Orthomin/ILU=(64) MEM(KiB)=267140
 +    1:27|     6:10| Step 39 Time= 2.604295 Dt= 0.292455 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 2.244e-5 MAX ERR= 5.752e-5 TIME ERR(V1 )= 2.854e-4 Orthomin/ILU=(64) MEM(KiB)=267140
 +    1:29|     6:15| Step 40 Time= 2.933427 Dt= 0.329132 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 2.240e-5 MAX ERR= 5.723e-5 TIME ERR(V1 )= 2.715e-4 Orthomin/ILU=(63) MEM(KiB)=267140
 +    1:30|     6:22| Step 41 Time= 3.305178 Dt= 0.371752 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 2.226e-5 MAX ERR= 5.670e-5 TIME ERR(V1 )= 2.529e-4 Orthomin/ILU=(58) MEM(KiB)=267140
 +    1:32|     6:29| Step 42 Time= 3.727262 Dt= 0.422083 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 2.202e-5 MAX ERR= 5.596e-5 TIME ERR(V1 )= 2.334e-4 Orthomin/ILU=(57) MEM(KiB)=267140
 +    1:33|     6:35| Step 43 Time= 4.209364 Dt= 0.482102 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 2.172e-5 MAX ERR= 5.505e-5 TIME ERR(V1 )= 2.594e-4 Orthomin/ILU=(55) MEM(KiB)=267140
 +    1:35|     6:41| Step 44 Time= 4.755720 Dt= 0.546356 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 2.136e-5 MAX ERR= 5.404e-5 TIME ERR(V1 )= 3.818e-4 Orthomin/ILU=(58) MEM(KiB)=267140
 +    1:37|     6:47| Step 45 Time= 5.358119 Dt= 0.602399 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 2.099e-5 MAX ERR= 5.301e-5 TIME ERR(V1 )= 4.948e-4 Orthomin/ILU=(67) MEM(KiB)=267140
 +    1:38|     6:54| Step 46 Time= 6.010873 Dt= 0.652754 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 2.063e-5 MAX ERR= 5.203e-5 TIME ERR(V1 )= 5.746e-4 Orthomin/ILU=(70) MEM(KiB)=267140
 +    1:40|     7:01| Step 47 Time= 6.711393 Dt= 0.700520 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 2.029e-5 MAX ERR= 5.111e-5 TIME ERR(V1 )= 6.157e-4 Orthomin/ILU=(71) MEM(KiB)=267140
 +    1:42|     7:07| Step 48 Time= 7.459903 Dt= 0.748509 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.999e-5 MAX ERR= 5.029e-5 TIME ERR(V1 )= 6.235e-4 Orthomin/ILU=(72) MEM(KiB)=267140
 +    1:43|     7:14| Step 49 Time= 8.259055 Dt= 0.799152 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.972e-5 MAX ERR= 4.957e-5 TIME ERR(V1 )= 6.067e-4 Orthomin/ILU=(72) MEM(KiB)=267140
 +    1:45|     7:21| Step 50 Time= 9.113737 Dt= 0.854682 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.949e-5 MAX ERR= 4.894e-5 TIME ERR(V1 )= 5.735e-4 Orthomin/ILU=(74) MEM(KiB)=267140
 +    1:47|     7:27| Step 51 Time= 10.00000 Dt= 0.886263 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.931e-5 MAX ERR= 4.840e-5 TIME ERR(V1 )= 4.874e-4 Orthomin/ILU=(73) MEM(KiB)=267140
 +    1:49|     7:35| Step 52 Time= 10.91734 Dt= 0.917337 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.916e-5 MAX ERR= 4.794e-5 TIME ERR(V1 )= 4.037e-4 Orthomin/ILU=(75) MEM(KiB)=266374
 +    1:51|     7:41| Step 53 Time= 11.92492 Dt= 1.007580 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.904e-5 MAX ERR= 4.753e-5 TIME ERR(V1 )= 3.744e-4 Orthomin/ILU=(76) MEM(KiB)=266374
 +    1:53|     7:49| Step 54 Time= 13.03734 Dt= 1.112425 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.894e-5 MAX ERR= 4.716e-5 TIME ERR(V1 )= 3.378e-4 Orthomin/ILU=(76) MEM(KiB)=266374
 +    1:54|     7:56| Step 55 Time= 14.27434 Dt= 1.236993 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.886e-5 MAX ERR= 4.681e-5 TIME ERR(V1 )= 3.064e-4 Orthomin/ILU=(79) MEM(KiB)=266374
 +    1:56|     8:03| Step 56 Time= 15.65937 Dt= 1.385036 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.882e-5 MAX ERR= 4.649e-5 TIME ERR(V1 )= 2.750e-4 Orthomin/ILU=(82) MEM(KiB)=266374
 +    1:58|     8:09| Step 57 Time= 17.22230 Dt= 1.562931 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.879e-5 MAX ERR= 4.618e-5 TIME ERR(V1 )= 2.437e-4 Orthomin/ILU=(84) MEM(KiB)=266374
 +    2:00|     8:16| Step 58 Time= 19.00174 Dt= 1.779442 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.878e-5 MAX ERR= 4.587e-5 TIME ERR(V1 )= 2.145e-4 Orthomin/ILU=(85) MEM(KiB)=266374
 +    2:01|     8:23| Step 59 Time= 20.00000 Dt= 0.998255 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.878e-5 MAX ERR= 4.572e-5 TIME ERR(V1 )= 3.251e-5 Orthomin/ILU=(80) MEM(KiB)=266374
 +    2:04|     8:31| Step 60 Time= 22.04545 Dt= 2.045454 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.879e-5 MAX ERR= 4.544e-5 TIME ERR(V1 )= 1.612e-4 Orthomin/ILU=(86) MEM(KiB)=266758
 +    2:05|     8:37| Step 61 Time= 24.44960 Dt= 2.404148 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.881e-5 MAX ERR= 4.514e-5 TIME ERR(V1 )= 1.244e-4 Orthomin/ILU=(90) MEM(KiB)=266758
 +    2:07|     8:44| Step 62 Time= 27.33577 Dt= 2.886165 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.882e-5 MAX ERR= 4.597e-5 TIME ERR(V1 )= 1.620e-4 Orthomin/ILU=(93) MEM(KiB)=266758
 +    2:09|     8:51| Step 63 Time= 30.00000 Dt= 2.664233 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.881e-5 MAX ERR= 4.650e-5 TIME ERR(V1 )= 1.027e-4 Orthomin/ILU=(93) MEM(KiB)=266758
 +    2:12|     8:58| Step 64 Time= 33.39098 Dt= 3.390984 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.879e-5 MAX ERR= 4.684e-5 TIME ERR(V1 )= 1.521e-4 Orthomin/ILU=(95) MEM(KiB)=266886
 +    2:14|     9:05| Step 65 Time= 37.39528 Dt= 4.004298 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.874e-5 MAX ERR= 4.687e-5 TIME ERR(V1 )= 1.602e-4 Orthomin/ILU=(97) MEM(KiB)=266886
 +    2:16|     9:12| Step 66 Time= 40.00000 Dt= 2.604718 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.869e-5 MAX ERR= 4.673e-5 TIME ERR(V1 )= 4.074e-5 Orthomin/ILU=(94) MEM(KiB)=266887
 +    2:18|     9:19| Step 67 Time= 44.70890 Dt= 4.708897 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.859e-5 MAX ERR= 4.674e-5 TIME ERR(V1 )= 1.711e-4 Orthomin/ILU=(98) MEM(KiB)=267015
 +    2:20|     9:26| Step 68 Time= 50.00000 Dt= 5.291103 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.846e-5 MAX ERR= 4.746e-5 TIME ERR(V1 )= 1.636e-4 Orthomin/ILU=(99) MEM(KiB)=267015
 +    2:22|     9:33| Step 69 Time= 55.50843 Dt= 5.508427 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.832e-5 MAX ERR= 4.796e-5 TIME ERR(V1 )= 1.747e-4 Orthomin/ILU=(100) MEM(KiB)=267015
 +    2:24|     9:40| Step 70 Time= 60.00000 Dt= 4.491573 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.820e-5 MAX ERR= 4.822e-5 TIME ERR(V1 )= 9.449e-5 Orthomin/ILU=(99) MEM(KiB)=267015
 +    2:26|     9:47| Step 71 Time= 66.43315 Dt= 6.433148 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.803e-5 MAX ERR= 4.843e-5 TIME ERR(V1 )= 2.201e-4 Orthomin/ILU=(101) MEM(KiB)=267143
 +    2:28|     9:54| Step 72 Time= 70.00000 Dt= 3.566852 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.794e-5 MAX ERR= 4.848e-5 TIME ERR(V1 )= 3.598e-5 Orthomin/ILU=(98) MEM(KiB)=267143
 +    2:31|    10:02| Step 73 Time= 77.38036 Dt= 7.380357 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.777e-5 MAX ERR= 4.848e-5 TIME ERR(V1 )= 2.453e-4 Orthomin/ILU=(102) MEM(KiB)=264711
 +    2:33|    10:09| Step 74 Time= 80.00000 Dt= 2.619643 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.771e-5 MAX ERR= 4.845e-5 TIME ERR(V1 )= 1.042e-5 Orthomin/ILU=(96) MEM(KiB)=264711
 +    2:36|    10:18| Step 75 Time= 90.00000 Dt= 10.00000 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.752e-5 MAX ERR= 4.826e-5 TIME ERR(V1 )= 4.021e-4 Orthomin/ILU=(103) MEM(KiB)=264711
 +    2:38|    10:26| Step 76 Time= 100.0000 Dt= 10.00000 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.736e-5 MAX ERR= 4.798e-5 TIME ERR(V1 )= 2.421e-4 Orthomin/ILU=(103) MEM(KiB)=264839
 +    2:41|    10:34| Step 77 Time= 108.3986 Dt= 8.398552 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.724e-5 MAX ERR= 4.769e-5 TIME ERR(V1 )= 1.529e-4 Orthomin/ILU=(103) MEM(KiB)=264839
 +    2:43|    10:41| Step 78 Time= 118.3115 Dt= 9.912997 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.713e-5 MAX ERR= 4.734e-5 TIME ERR(V1 )= 2.044e-4 Orthomin/ILU=(103) MEM(KiB)=264839
 +    2:46|    10:48| Step 79 Time= 129.7486 Dt= 11.43700 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.702e-5 MAX ERR= 4.692e-5 TIME ERR(V1 )= 2.123e-4 Orthomin/ILU=(103) MEM(KiB)=264839
 +    2:48|    10:55| Step 80 Time= 142.9056 Dt= 13.15710 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.692e-5 MAX ERR= 4.644e-5 TIME ERR(V1 )= 2.298e-4 Orthomin/ILU=(104) MEM(KiB)=264839
 +    2:50|    11:03| Step 81 Time= 157.9509 Dt= 15.04530 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.683e-5 MAX ERR= 4.591e-5 TIME ERR(V1 )= 2.422e-4 Orthomin/ILU=(105) MEM(KiB)=264839
 +    2:52|    11:10| Step 82 Time= 175.0879 Dt= 17.13692 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.674e-5 MAX ERR= 4.592e-5 TIME ERR(V1 )= 2.461e-4 Orthomin/ILU=(106) MEM(KiB)=264839
 +    2:54|    11:17| Step 83 Time= 194.5844 Dt= 19.49652 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.667e-5 MAX ERR= 4.617e-5 TIME ERR(V1 )= 2.409e-4 Orthomin/ILU=(106) MEM(KiB)=264839
 +    2:56|    11:24| Step 84 Time= 200.0000 Dt= 5.415614 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.665e-5 MAX ERR= 4.622e-5 TIME ERR(V1 )= 6.142e-6 Orthomin/ILU=(103) MEM(KiB)=264839
 +    2:59|    11:32| Step 85 Time= 222.2164 Dt= 22.21638 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.658e-5 MAX ERR= 4.639e-5 TIME ERR(V1 )= 2.441e-4 Orthomin/ILU=(106) MEM(KiB)=264839
 +    3:01|    11:40| Step 86 Time= 247.5072 Dt= 25.29080 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.651e-5 MAX ERR= 4.651e-5 TIME ERR(V1 )= 1.226e-4 Orthomin/ILU=(107) MEM(KiB)=264839
 +    3:03|    11:47| Step 87 Time= 277.9061 Dt= 30.39897 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.644e-5 MAX ERR= 4.658e-5 TIME ERR(V1 )= 1.603e-4 Orthomin/ILU=(108) MEM(KiB)=264839
 +    3:05|    11:54| Step 88 Time= 300.0000 Dt= 22.09385 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.639e-5 MAX ERR= 4.658e-5 TIME ERR(V1 )= 5.137e-5 Orthomin/ILU=(107) MEM(KiB)=264839
 +    3:08|    12:02| Step 89 Time= 335.7450 Dt= 35.74496 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.632e-5 MAX ERR= 4.654e-5 TIME ERR(V1 )= 1.377e-4 Orthomin/ILU=(109) MEM(KiB)=264839
 +    3:10|    12:09| Step 90 Time= 378.2967 Dt= 42.55178 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.625e-5 MAX ERR= 4.645e-5 TIME ERR(V1 )= 1.201e-4 Orthomin/ILU=(110) MEM(KiB)=264841
 +    3:12|    12:16| Step 91 Time= 400.0000 Dt= 21.70326 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.622e-5 MAX ERR= 4.639e-5 TIME ERR(V1 )= 1.575e-5 Orthomin/ILU=(108) MEM(KiB)=264841
 +    3:15|    12:25| Step 92 Time= 451.2333 Dt= 51.23331 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.614e-5 MAX ERR= 4.624e-5 TIME ERR(V1 )= 1.279e-4 Orthomin/ILU=(111) MEM(KiB)=264713
 +    3:17|    12:32| Step 93 Time= 500.0000 Dt= 48.76669 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.608e-5 MAX ERR= 4.608e-5 TIME ERR(V1 )= 5.784e-5 Orthomin/ILU=(111) MEM(KiB)=264713
 +    3:20|    12:41| Step 94 Time= 561.3627 Dt= 61.36272 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.601e-5 MAX ERR= 4.589e-5 TIME ERR(V1 )= 8.943e-5 Orthomin/ILU=(111) MEM(KiB)=264713
 +    3:22|    12:48| Step 95 Time= 600.0000 Dt= 38.63728 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.597e-5 MAX ERR= 4.577e-5 TIME ERR(V1 )= 1.986e-5 Orthomin/ILU=(111) MEM(KiB)=264713
 +    3:24|    12:56| Step 96 Time= 675.7787 Dt= 75.77871 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.590e-5 MAX ERR= 4.552e-5 TIME ERR(V1 )= 9.829e-5 Orthomin/ILU=(111) MEM(KiB)=264713
 +    3:26|    13:03| Step 97 Time= 700.0000 Dt= 24.22129 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.587e-5 MAX ERR= 4.538e-5 TIME ERR(V1 )= 2.911e-6 Orthomin/ILU=(109) MEM(KiB)=264713
 +    3:29|    13:11| Step 98 Time= 800.0000 Dt= 100.0000 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.577e-5 MAX ERR= 4.486e-5 TIME ERR(V1 )= 1.278e-4 Orthomin/ILU=(111) MEM(KiB)=264713
 +    3:31|    13:19| Step 99 Time= 900.0000 Dt= 100.0000 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.568e-5 MAX ERR= 4.441e-5 TIME ERR(V1 )= 6.445e-5 Orthomin/ILU=(112) MEM(KiB)=264713
 +    3:34|    13:27| Step 100 Time= 1000.000 Dt= 100.0000 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.560e-5 MAX ERR= 4.401e-5 TIME ERR(V1 )= 6.072e-5 Orthomin/ILU=(112) MEM(KiB)=264713
 +    3:36|    13:34| Step 101 Time= 1092.812 Dt= 92.81235 Nodes=10583 Cells=21084 DOF=94999 RMS ERR= 1.554e-5 MAX ERR= 4.369e-5 TIME ERR(V1 )= 4.034e-5 Orthomin/ILU=(112) MEM(KiB)=264713
